,dart_AccruedExpensesGross,dart_AccruedIncomeGross,dart_AccumulatedDepreciationBuildingsGross,dart_AccumulatedDepreciationConstructionInProgressGross,dart_AccumulatedDepreciationCurrentBiologicalAssetsGross,dart_AccumulatedDepreciationFixturesAndFittingsGross,dart_AccumulatedDepreciationMachineryGross,dart_AccumulatedDepreciationOfficeEquipmentGross,dart_AccumulatedDepreciationOtherPropertyPlantAndEquipmentGross,dart_AccumulatedDepreciationStructureGross,dart_AccumulatedDepreciationTangibleExplorationAndEvaluationAssetsGross,dart_AccumulatedDepreciationVehiclesGross,dart_AccumulatedImpairmentLossBuildingsGross,dart_AccumulatedImpairmentLossFinishedGoodsGross,dart_AccumulatedImpairmentLossGoodsInTransitGross,dart_AccumulatedImpairmentLossMachineryGross,dart_AccumulatedImpairmentLossMerchandiseGross,dart_AccumulatedImpairmentLossOfficeEquipmentGross,dart_AccumulatedImpairmentLossOtherInventoriesGross,dart_AccumulatedImpairmentLossOtherPropertyPlantAndEquipmentGross,dart_AccumulatedImpairmentLossProductionSuppliesGross,dart_AccumulatedImpairmentLossRawMaterialsGross,dart_AccumulatedImpairmentLossStructureGross,dart_AccumulatedImpairmentLossSuppliesGross,dart_AccumulatedImpairmentLossVehiclesGross,dart_AccumulatedImpairmentLossWorkInProgressGross,dart_AdvancesCustomers,dart_AllowanceForDoubtfulAcccountAccruedIncomeGross,dart_AllowanceForDoubtfulAcccountLongTermAccruedIncomeGross,dart_AllowanceForDoubtfulAcccountLongTermDepositsProvidedGross,dart_AllowanceForDoubtfulAcccountLongTermOtherReceivablesGross,dart_AllowanceForDoubtfulAcccountLongTermTradeReceivablesGross,dart_AllowanceForDoubtfulAcccountNonCurrentLoansAndReceivablesGross,dart_AllowanceForDoubtfulAcccountNonCurrentReceivablesGross,dart_AllowanceForDoubtfulAcccountShortTermAccruedIncome,dart_AllowanceForDoubtfulAcccountShortTermAdvancePayments,dart_AllowanceForDoubtfulAcccountShortTermDepositsProvided,dart_AllowanceForDoubtfulAcccountShortTermLoansAndReceivables,dart_AllowanceForDoubtfulAcccountShortTermOtherReceivables,dart_AllowanceForDoubtfulAcccountShortTermTradeReceivable,dart_AllowanceForDoubtfulAcccountTradeReceivableGross,dart_BrandNamesGross,dart_BuildingsGross,dart_ComputerSoftwareGross,dart_ConstructionInProgressGross,dart_ContributedEquity,dart_CopyrightsPatentsAndOtherIndustrialPropertyRightsServiceAndOperatingRightsGross,dart_CurrentAvailableForSaleFinancialAssets,dart_CurrentBiologicalAssetsGross,dart_CurrentFairValueFinancialAsset,dart_CurrentFinancialAssetsHeldToMaturity,dart_ElementsOfOtherStockholdersEquity,dart_FairValueOfPlanAssets,dart_FinancialAssetsHeldToMaturity,dart_FinancialInstruments,dart_FinishedGoodsGross,dart_FixturesAndFittingsGross,dart_GoodsInTransitGross,dart_GoodwillGross,dart_GovernmentGrantsBrandNamesGross,dart_GovernmentGrantsBuildingsGross,dart_GovernmentGrantsComputerSoftwareGross,dart_GovernmentGrantsConstructionInProgressGross,dart_GovernmentGrantsCopyrightsPatentsAndOtherIndustrialPropertyRightsServiceAndOperatingRightsGross,dart_GovernmentGrantsCurrentBiologicalAssetsGross,dart_GovernmentGrantsFixturesAndFittingsGross,dart_GovernmentGrantsGoodwillGross,dart_GovernmentGrantsIntangibleAssetsUnderDevelopmentGross,dart_GovernmentGrantsLandGross,dart_GovernmentGrantsMachineryGross,dart_GovernmentGrantsMastheadsAndPublishingTitlesGross,dart_GovernmentGrantsOfficeEquipmentGross,dart_GovernmentGrantsOtherIntangibleAssetsGross,dart_GovernmentGrantsOtherPropertyPlantAndEquipmentGross,dart_GovernmentGrantsStructureGross,dart_GovernmentGrantsTangibleExplorationAndEvaluationAssetsGross,dart_GovernmentGrantsVehiclesGross,dart_IntangibleAssetsUnderDevelopmentGross,dart_IntangibleExplorationAndEvaluationAssetsGross,dart_IssuedCapitalOfCommonStock,dart_IssuedCapitalOfPreferredStock,dart_LandGross,dart_LegalReserve,dart_LicencesAndFranchisesGross,dart_LoansAndReceivablesGross,dart_LongTermAccruedExpensesGross,dart_LongTermAccruedIncomeGross,dart_LongTermAdvancePaymentsGross,dart_LongTermAdvancesCustomers,dart_LongTermBorrowingsGross,dart_LongTermDepositsProvidedGross,dart_LongTermFinancialInstruments,dart_LongTermGuaranteeDepositRentGross,dart_LongTermLoansAndReceivablesGross,dart_LongTermOtherPayablesGross,dart_LongTermOtherReceivablesGross,dart_LongTermPrepaidExpenses,dart_LongTermTradeAndOtherNonCurrentPayables,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,dart_LongTermTradePayablesGross,dart_LongTermTradeReceivablesGross,dart_LongTermWithholdingsBanks,dart_MachineryGross,dart_MastheadsAndPublishingTitlesGross,dart_MerchandiseGross,dart_NonCurrentAvailableForSaleFinancialAssets,dart_NonCurrentBiologicalAssetsGross,dart_NonCurrentFairValueFinancialAsset,dart_NonCurrentFinancialAssetsHeldToMaturity,dart_NonCurrentReceivablesGross,dart_OfficeEquipmentGross,dart_OtherCapitalSurplus,dart_OtherComprehensiveIncomeLossAccumulatedAmount,dart_OtherIntangibleAssetsGross,dart_OtherInventoriesGross,dart_OtherPayablesGross,dart_OtherPropertyPlantAndEquipmentGross,dart_OtherReceivablesGross,dart_PaymentsOfIncomeTaxesPayable,dart_PostemploymentBenefitObligations,dart_PresentValueDiscountsLongTermAccruedExpensesGross,dart_PresentValueDiscountsLongTermBorrowingsGross,dart_PresentValueDiscountsLongTermGuaranteeDepositRentGross,dart_PresentValueDiscountsLongTermOtherPayablesGross,dart_PresentValueDiscountsLongTermOtherReceivablesGross,dart_PresentValueDiscountsLongTermTradeReceivablesGross,dart_PresentValueDiscountsNonCurrentLoansAndReceivablesGross,dart_PresentValueDiscountsShortTermLoansAndReceivables,dart_PresentValueDiscountsShortTermOtherPayables,dart_PresentValueDiscountsShortTermOtherReceivables,dart_PresentValueOfDefinedBenefitObligation,dart_ProductionSuppliesGross,dart_RawMaterialsGross,dart_RecipesFormulaeModelsDesignsAndPrototypesGross,dart_RetainedEarningsBeforeAppropriationsAccumulatedDeficitBeforeDisposition,dart_ShortTermAccruedExpenses,dart_ShortTermAccruedIncome,dart_ShortTermAdvancePayments,dart_ShortTermAdvancesCustomers,dart_ShortTermBorrowings,dart_ShortTermDepositsProvided,dart_ShortTermFinancialInstrumentsGross,dart_ShortTermGuaranteeDepositRent,dart_ShortTermLoansAndReceivables,dart_ShortTermOtherPayables,dart_ShortTermOtherReceivables,dart_ShortTermPrepaidExpenses,dart_ShortTermTradePayables,dart_ShortTermTradeReceivable,dart_ShortTermWithholdings,dart_StructureGross,dart_SuppliesGross,dart_TangibleExplorationAndEvaluationAssetsGross,dart_TradePayablesGross,dart_TradeReceivableGross,dart_VehiclesGross,dart_VoluntaryReserves,dart_WithholdingsBanks,dart_WorkInProgressGross,entity_AssetsAbstract,entity_Borrowings,entity_CashAndCashEquivalents,entity_ContributedEquity,entity_CurrentAssets,entity_CurrentLiabilities,entity_CurrentProvisions,entity_CurrentTaxAssets,entity_CurrentTaxLiabilities,entity_DeferredTaxAssets,entity_DeferredTaxLiabilities,entity_ElementsOfOtherStockholdersEquity,entity_Equity,entity_EquityAbstract,entity_IntangibleAssetsOtherThanGoodwill,entity_Inventories,entity_InvestmentAccountedForUsingEquityMethod,entity_InvestmentProperty,entity_InvestmentsInSubsidiariesJointVenturesAndAssociates,entity_IssuedCapital,entity_LiabilitiesAbstract,entity_LongTermBorrowingsGross,entity_LongTermTradeAndOtherNonCurrentPayables,entity_LongTermTradeAndOtherNonCurrentReceivablesGross,entity_NoncurrentAssets,entity_NoncurrentLiabilities,entity_NoncurrentProvisions,entity_OtherCapitalSurplus,entity_OtherComprehensiveIncomeLossAccumulatedAmount,entity_OtherCurrentFinancialAssets,entity_OtherCurrentFinancialLiabilities,entity_OtherCurrentNonfinancialAssets,entity_OtherCurrentNonfinancialLiabilities,entity_OtherEquityInterest,entity_OtherFinancialAssets,entity_OtherNoncurrentFinancialAssets,entity_OtherNoncurrentFinancialLiabilities,entity_OtherNoncurrentNonfinancialAssets,entity_OtherNoncurrentNonfinancialLiabilities,entity_OtherNonfinancialAssets,entity_PaymentsOfIncomeTaxesPayable,entity_PostemploymentBenefitObligations,entity_PropertyPlantAndEquipment,entity_RetainedEarnings,entity_SharePremium,entity_ShortTermBorrowings,entity_StatementOfFinancialPositionAbstract,entity_TradeAndOtherCurrentPayables,entity_TradeAndOtherCurrentReceivables,entity_TradeAndOtherPayables,entity_VoluntaryReserves,ifrs_Assets,ifrs_AssetsAbstract,ifrs_BalancesWithBanks,ifrs_Borrowings,ifrs_Cash,ifrs_CashAndCashEquivalents,ifrs_CashEquivalents,ifrs_CashOnHand,ifrs_CurrentAssets,ifrs_CurrentLiabilities,ifrs_CurrentPortionOfLongtermBorrowings,ifrs_CurrentProvisions,ifrs_CurrentProvisionsForEmployeeBenefits,ifrs_CurrentTaxAssets,ifrs_CurrentTaxLiabilities,ifrs_DeferredTaxAssets,ifrs_DeferredTaxLiabilities,ifrs_Equity,ifrs_EquityAbstract,ifrs_EquityAndLiabilities,ifrs_IntangibleAssetsOtherThanGoodwill,ifrs_Inventories,ifrs_InvestmentAccountedForUsingEquityMethod,ifrs_InvestmentProperty,ifrs_InvestmentsInAssociates,ifrs_InvestmentsInJointVentures,ifrs_InvestmentsInSubsidiaries,ifrs_InvestmentsInSubsidiariesJointVenturesAndAssociates,ifrs_IssuedCapital,ifrs_Liabilities,ifrs_LiabilitiesAbstract,ifrs_LiabilitiesIncludedInDisposalGroupsClassifiedAsHeldForSale,ifrs_LongtermLegalProceedingsProvision,ifrs_LongtermMiscellaneousOtherProvisions,ifrs_LongtermOnerousContractsProvision,ifrs_LongtermProvisionForDecommissioningRestorationAndRehabilitationCosts,ifrs_LongtermRestructuringProvision,ifrs_LongtermWarrantyProvision,ifrs_NoncurrentAssets,ifrs_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForDistributionToOwners,ifrs_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale,ifrs_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,ifrs_NoncurrentLiabilities,ifrs_NoncurrentPayables,ifrs_NoncurrentProvisions,ifrs_NoncurrentProvisionsForEmployeeBenefits,ifrs_OtherCashAndCashEquivalents,ifrs_OtherCurrentFinancialAssets,ifrs_OtherCurrentFinancialLiabilities,ifrs_OtherCurrentNonfinancialAssets,ifrs_OtherCurrentNonfinancialLiabilities,ifrs_OtherDemandDeposits,ifrs_OtherEquityInterest,ifrs_OtherFinancialAssets,ifrs_OtherFinancialLiabilities,ifrs_OtherLongtermProvisions,ifrs_OtherNoncurrentFinancialAssets,ifrs_OtherNoncurrentFinancialLiabilities,ifrs_OtherNoncurrentNonfinancialAssets,ifrs_OtherNoncurrentNonfinancialLiabilities,ifrs_OtherNonfinancialAssets,ifrs_OtherShorttermProvisions,ifrs_PropertyPlantAndEquipment,ifrs_Provisions,ifrs_RetainedEarnings,ifrs_SharePremium,ifrs_ShorttermDepositsClassifiedAsCashEquivalents,ifrs_ShorttermLegalProceedingsProvision,ifrs_ShorttermMiscellaneousOtherProvisions,ifrs_ShorttermOnerousContractsProvision,ifrs_ShorttermProvisionForDecommissioningRestorationAndRehabilitationCosts,ifrs_ShorttermRestructuringProvision,ifrs_ShorttermWarrantyProvision,ifrs_TradeAndOtherCurrentPayables,ifrs_TradeAndOtherCurrentReceivables,ifrs_TradeAndOtherPayables,ifrs_TradeAndOtherReceivables,ifrs_TreasuryShares
[060310],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,984,948,000",,,,,,"-350,579,425",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,117,360,000",,,,,,,,,"386,532,295",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,800,000,000",,,,,,,,,,,,,,,,,,,,,,,,"755,628,372","52,435,497",,,,,,,,"38,527,955,692",,,,,,,,,,,"2,082,935,970","2,914,063,658",,,,,,,,,,,,,,,,,,,,,,,,,,"55,114,434,587",,,,,"1,877,978,195",,,"12,129,446,533","15,471,982,021","3,042,680,000","74,638,249",,"2,463,060",,,,"34,402,857,938",,"55,114,434,587","1,817,792,139","1,895,045,710",,"1,477,334,255",,,,"428,606,615","20,984,948,000","20,711,576,649",,,,,,,,,"42,984,988,054",,,,"5,239,594,628",,,,,,,,,,,,,,,"208,170,970",,,,,"36,178,926,780",,"-24,759,466,329",,,,,,,,,"3,410,557,084","5,365,731,745",,,
[095570],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"75,483,750,755",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"73,750,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"147,102,800,684",,,,,,,,,,,"4,250,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"717,828,562,007",,,,,"55,772,793,414",,,"127,178,319,011","186,944,789,911","43,659,035,964",,,,"1,587,001,888",,"6,482,638,578","274,408,083,299",,"717,828,562,007","7,670,805,698","6,877,254,708",,,,,,"206,383,247,675",,"443,420,478,708",,"19,741,464,210",,,,,,,"590,650,242,996",,,,"256,475,688,797","144,866,607,171",,,,"24,476,645,338","27,271,329,057","4,140,948,743","5,017,947,335",,,,,,"3,911,634,700","29,642,692,293","126,988,442",,,,"364,711,997,760",,,,,,,,,,,"15,918,011,457","35,910,676,808",,,
[068400],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,073,150,000",,,,,,"-31,356,052,280",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"330,906,233,672",,,,,,,,,"5,562,886,464",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"396,426,203,116",,,,,,,,,,,,,,,,,,,,,,,,"4,084,982,552","29,265,204,815",,,,,,,,"2,589,339,228",,,,,,,,,,,"6,683,706,662",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,083,780,456,302",,,,,"3,183,131,298",,,"70,396,317,887","498,010,613,505",,,,,"2,156,184,327","1,910,935,677",,"228,882,840,341",,"1,083,780,456,302","3,191,945,363","2,917,923,723",,,,,,"13,512,250,000",,"854,897,615,961",,,,,,,,,"1,013,384,138,415",,,,"356,887,002,456",,,,,,,"21,313,339,226","12,201,538,959",,,,,,"5,000,000","25,980,768,784","7,208,062,259",,,,"955,182,845,789",,"155,551,729,003",,,,,,,,,"57,961,482,288","38,896,941,088",,,
[006840],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"66,237,805,000",,,,,,"-10,106,611,190",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"764,114,053",,,,,,,,,,,,,,,,,,,,"45,955,000,000",,,,,,,,,,,,,,,,,,,,,,,,"2,397,224,363",,,,,,,,,"229,021,679,342",,,,,,,,,,,"12,285,844,100","251,589,291",,,,,,,,,,,,,,,,,,,,,,,,,,"522,741,682,108",,,,,"1,601,285,278",,,"4,115,178,692","46,933,093,758",,,,0,0,"25,032,692",,"474,792,885,006",,"522,741,682,108",,,,,,,,"502,743,205,335",,"47,948,797,102",,,,,,,,,"518,626,503,416",,,,"1,015,703,344",,,,,,,"116,669,051","191,520,959",,,,,,,,0,,,,"101,231,996",,"189,640,011,854",,,,,,,,,"786,572,799",,,,
[054620],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"96,599,110,991",,,,,,"-21,889,265,958",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,000,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,819,784,641",,,,,,,,,,,,,,,,,,,,"37,946,530,844",,,,,,,,,,,,,,,,,,,,,,,,"576,581,978","10,741,117,991",,,,,,,,,,,,,,,,,,,"8,776,257","259,490,014",,,,,,,,,,,,,,,,,,,,,,,,,,"304,073,321,562",,,,,"11,670,242,621",,,"168,570,666,760","152,967,292,645",,"1,836,086,029",,"43,956,116",,"4,647,833,642",,"123,083,777,890",,"304,073,321,562","19,524,233,061","19,890,450,375",,,,,,"18,500,506,300","12,804,980,500","180,989,543,672",,,,,,,,,"135,502,654,802",,,,"28,022,251,027",,"942,976,372",,,,,"9,578,416,986","62,783,583,008",,,,,,"3,983,000,000",,,,,,"87,325,100,942",,"48,373,932,857","83,794,130,491",,,,,,,,"39,659,974,773","123,764,406,228",,,
[211270],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,781,448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,522,806,014",,,,,,,,,"44,760,695,248",,,,,,,,,,,"194,830,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"72,883,554,327",,,,,"38,146,021,429",,,"64,232,454,410","3,378,038,699",,,,,"195,613,305","6,664,716",0,"68,970,649,371",,"72,883,554,327",,"3,382,384,172",,,,,,,,"3,912,904,956",,,,,,,,,"8,651,099,917",,,,"534,866,257",,"534,866,257",,,"1,179,584","245,756,404","366,569,825","297,239,335",,,,,,,0,,,,,"6,712,167,202",,"17,633,302,675",,,,,,,,,"2,639,429,655","6,813,493,386",,,
[027410],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,494,613,398",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,000,000,000","24,367,882,654",,,,,,,,,,,,,,,,,,,"4,314,189,054",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,598,038,944,394",,,,,"37,905,871,092",,,"779,510,169,818","663,128,109,333",,"5,270,361,385",,,"21,746,221,393",,"9,142,346,575","757,022,768,179",,"1,598,038,944,394","45,269,475,912","56,546,690,908",,"22,241,261,574",,,,"217,995,577,879",,"841,016,176,215",,,,,,,,,"818,528,774,576",,,,"177,888,066,882",,"827,658,549",,,,"106,040,616,495","10,692,765,266",,,,,,,,"156,005,737,733","30,535,984,658","11,912,324,025",,,"318,163,880,938",,"676,014,802,347",,,,,,,,,"505,703,027,406","17,470,608,173",,,
[001460],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,620,000,000",,,,,,"4,193,723,934",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,100,000,000",,,,,,,"133,300,000,000",,"5,000,000",,,,,,"57,556,728,050","70,981,643",,,,,,,"1,644,981,014",,,,,,"4,542,609,624",,,,,,,,"1,905,240,539",,,,,,,,,,,,,,,"12,046,091,873",,,,,"55,465,811,349",,,,,,,,,,,,,,,,,"371,441,055,936",,,,,,,,"13,326,501,870",,,,,,,,,,,,,,,,,,,"584,259,317",,,,,,,,,,,,,,,,,,,,,,,,,,,"722,302,032,423",,,,,"12,592,373,181",,,"121,599,533,686","114,758,916,151","30,500,000,000",,,,"2,306,689,182",,"627,898,803","397,400,871,743",,"722,302,032,423","283,980,461","68,605,471,132",,"528,659,285,441",,,,"15,806,046,192","4,200,000,000","324,901,160,680",,,,,,,,,"600,702,498,737",,,,"210,142,244,529",,"577,140,064",,,"8,437,975,020","185,903,779","515,387,241","2,517,811,857",,,,,,"1,649,981,014","16,175,237,073",,,,,"53,647,964,669",,"385,587,147,809","3,420,000,000",,,,,,,,"10,456,198,114","31,448,327,112",,,"348,885,690"
[032040],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71,387,104,500",,,,,,"11,493,043,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,309,628,400",,,,,,,,,,,,,,,,,,,,,"19,851,406,604",,,,,,,,,,,,,,,,,,,,"25,881,993,908",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,360,779,809",,,,,,,,,,,"9,756,591,862","10,524,619,612",,,,,,,,,,,,,,,,,,,,,,,,,,"161,127,990,318",,,,,"3,799,434,504",,,"85,727,472,747","48,889,939,247",,"19,494,930",,,"758,456,795","5,679,650,975",,"81,621,815,325",,"161,127,990,318","528,702,818",,,"1,779,768,123",,,,"44,795,573,211",,"79,506,174,993",,,,,,,,,"75,400,517,571",,,,"30,616,235,746",,,,,"60,270,912,212","78,341,151","3,156,330,949","7,476,588,852",,,,,,"5,860,030,630","240,209,530","154,000,000",,,,"4,536,571,552",,"2,102,447,626",,,,,,,,,"14,675,063,611","18,500,795,082",,,
[001040],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,148,745,514,000",,,,,,"-161,551,076,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"684,733,000","7,150,546,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"97,649,760,000","1,480,944,000",,,,,,,,,,,,,,,,,,,"8,515,427,000","99,865,807,000",,,,,,,,,,,,,,,,,,,,,,,,,,"2,953,376,368,000",,,,,"52,231,445,000",,,"159,221,415,000","162,587,580,000","149,964,312,000",,,,,"43,637,112,000",,"2,679,419,154,000",,"2,953,376,368,000","16,840,194,000",,,"39,357,990,000",,,,,"157,806,310,000","273,957,214,000",,,,,,,,,"2,794,154,953,000",,,,"111,369,634,000",,,,,"8,303,936,000","8,190,974,000","1,036,274,000","2,266,617,000",,,,,,"5,458,432,000",,,"4,353,281,000",,,"6,017,655,000",,"1,692,224,716,000","990,939,204,000",,,,,,,,,,,,
