,dart_AccruedExpensesGross,dart_AccruedIncomeGross,dart_AccumulatedDepreciationBuildingsGross,dart_AccumulatedDepreciationConstructionInProgressGross,dart_AccumulatedDepreciationCurrentBiologicalAssetsGross,dart_AccumulatedDepreciationFixturesAndFittingsGross,dart_AccumulatedDepreciationMachineryGross,dart_AccumulatedDepreciationOfficeEquipmentGross,dart_AccumulatedDepreciationOtherPropertyPlantAndEquipmentGross,dart_AccumulatedDepreciationStructureGross,dart_AccumulatedDepreciationTangibleExplorationAndEvaluationAssetsGross,dart_AccumulatedDepreciationVehiclesGross,dart_AccumulatedImpairmentLossBuildingsGross,dart_AccumulatedImpairmentLossFinishedGoodsGross,dart_AccumulatedImpairmentLossGoodsInTransitGross,dart_AccumulatedImpairmentLossMachineryGross,dart_AccumulatedImpairmentLossMerchandiseGross,dart_AccumulatedImpairmentLossOfficeEquipmentGross,dart_AccumulatedImpairmentLossOtherInventoriesGross,dart_AccumulatedImpairmentLossOtherPropertyPlantAndEquipmentGross,dart_AccumulatedImpairmentLossProductionSuppliesGross,dart_AccumulatedImpairmentLossRawMaterialsGross,dart_AccumulatedImpairmentLossStructureGross,dart_AccumulatedImpairmentLossSuppliesGross,dart_AccumulatedImpairmentLossVehiclesGross,dart_AccumulatedImpairmentLossWorkInProgressGross,dart_AdvancePaymentsGross,dart_AdvancesCustomers,dart_AllowanceForDoubtfulAcccountAccruedIncomeGross,dart_AllowanceForDoubtfulAcccountLongTermAccruedIncomeGross,dart_AllowanceForDoubtfulAcccountLongTermAdvancePaymentsGross,dart_AllowanceForDoubtfulAcccountLongTermDepositsProvidedGross,dart_AllowanceForDoubtfulAcccountLongTermOtherReceivablesGross,dart_AllowanceForDoubtfulAcccountLongTermTradeReceivablesGross,dart_AllowanceForDoubtfulAcccountNonCurrentLoansAndReceivablesGross,dart_AllowanceForDoubtfulAcccountNonCurrentReceivablesGross,dart_AllowanceForDoubtfulAcccountShortTermAccruedIncome,dart_AllowanceForDoubtfulAcccountShortTermAdvancePayments,dart_AllowanceForDoubtfulAcccountShortTermDepositsProvided,dart_AllowanceForDoubtfulAcccountShortTermLoansAndReceivables,dart_AllowanceForDoubtfulAcccountShortTermOtherReceivables,dart_AllowanceForDoubtfulAcccountShortTermTradeReceivable,dart_AllowanceForDoubtfulAcccountTradeReceivableGross,dart_BrandNamesGross,dart_BuildingsGross,dart_CapitalSurplus,dart_ComputerSoftwareGross,dart_ConstructionInProgressGross,dart_ContributedEquity,dart_CopyrightsPatentsAndOtherIndustrialPropertyRightsServiceAndOperatingRightsGross,dart_CurrentAvailableForSaleFinancialAssets,dart_CurrentBiologicalAssetsGross,dart_CurrentFairValueFinancialAsset,dart_CurrentFinancialAssetsHeldToMaturity,dart_DepositsProvidedGross,dart_ElementsOfOtherStockholdersEquity,dart_FairValueOfPlanAssets,dart_FinancialAssetsHeldToMaturity,dart_FinancialInstruments,dart_FinishedGoodsGross,dart_FixturesAndFittingsGross,dart_GoodsInTransitGross,dart_GoodwillGross,dart_GovernmentGrantsBrandNamesGross,dart_GovernmentGrantsBuildingsGross,dart_GovernmentGrantsComputerSoftwareGross,dart_GovernmentGrantsConstructionInProgressGross,dart_GovernmentGrantsCopyrightsPatentsAndOtherIndustrialPropertyRightsServiceAndOperatingRightsGross,dart_GovernmentGrantsCurrentBiologicalAssetsGross,dart_GovernmentGrantsFixturesAndFittingsGross,dart_GovernmentGrantsGoodwillGross,dart_GovernmentGrantsIntangibleAssetsUnderDevelopmentGross,dart_GovernmentGrantsLandGross,dart_GovernmentGrantsLicencesAndFranchisesGross,dart_GovernmentGrantsMachineryGross,dart_GovernmentGrantsMastheadsAndPublishingTitlesGross,dart_GovernmentGrantsOfficeEquipmentGross,dart_GovernmentGrantsOtherIntangibleAssetsGross,dart_GovernmentGrantsOtherPropertyPlantAndEquipmentGross,dart_GovernmentGrantsRecipesFormulaeModelsDesignsAndPrototypesGross,dart_GovernmentGrantsStructureGross,dart_GovernmentGrantsTangibleExplorationAndEvaluationAssetsGross,dart_GovernmentGrantsVehiclesGross,dart_GuaranteeDepositRentGross,dart_IntangibleAssetsUnderDevelopmentGross,dart_IntangibleExplorationAndEvaluationAssetsGross,dart_InvestedAssetForPostemploymentBenefitContraAccount,dart_IssuedCapitalOfCommonStock,dart_IssuedCapitalOfPreferredStock,dart_LandGross,dart_LegalReserve,dart_LicencesAndFranchisesGross,dart_LoansAndReceivablesGross,dart_LongTermAccruedExpensesGross,dart_LongTermAccruedIncomeGross,dart_LongTermAdvancePaymentsGross,dart_LongTermAdvancesCustomers,dart_LongTermBorrowingsGross,dart_LongTermDepositsProvidedGross,dart_LongTermFinancialInstruments,dart_LongTermGuaranteeDepositRentGross,dart_LongTermLoansAndReceivablesGross,dart_LongTermOtherPayablesGross,dart_LongTermOtherReceivablesGross,dart_LongTermPrepaidExpenses,dart_LongTermTradeAndOtherNonCurrentPayables,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,dart_LongTermTradePayablesGross,dart_LongTermTradeReceivablesGross,dart_LongTermWithholdingsBanks,dart_MachineryGross,dart_MerchandiseGross,dart_NonCurrentAvailableForSaleFinancialAssets,dart_NonCurrentBiologicalAssetsGross,dart_NonCurrentFairValueFinancialAsset,dart_NonCurrentFinancialAssetsHeldToMaturity,dart_NonCurrentReceivablesGross,dart_OfficeEquipmentGross,dart_OtherCapitalSurplus,dart_OtherComprehensiveIncomeLossAccumulatedAmount,dart_OtherCurrentAssets,dart_OtherCurrentLiabilities,dart_OtherIntangibleAssetsGross,dart_OtherInventoriesGross,dart_OtherNonCurrentAssets,dart_OtherNonCurrentLiabilities,dart_OtherPayablesGross,dart_OtherPropertyPlantAndEquipmentGross,dart_OtherReceivablesGross,dart_PaymentsOfIncomeTaxesPayable,dart_PostemploymentBenefitObligations,dart_PrepaidExpensesGross,dart_PresentValueDiscountsLongTermAccruedExpensesGross,dart_PresentValueDiscountsLongTermBorrowingsGross,dart_PresentValueDiscountsLongTermGuaranteeDepositRentGross,dart_PresentValueDiscountsLongTermOtherPayablesGross,dart_PresentValueDiscountsLongTermOtherReceivablesGross,dart_PresentValueDiscountsLongTermTradeReceivablesGross,dart_PresentValueDiscountsNonCurrentLoansAndReceivablesGross,dart_PresentValueDiscountsShortTermLoansAndReceivables,dart_PresentValueDiscountsShortTermOtherPayables,dart_PresentValueDiscountsShortTermOtherReceivables,dart_PresentValueOfDefinedBenefitObligation,dart_ProductionSuppliesGross,dart_RawMaterialsGross,dart_RecipesFormulaeModelsDesignsAndPrototypesGross,dart_RetainedEarningsBeforeAppropriationsAccumulatedDeficitBeforeDisposition,dart_ShortTermAccruedExpenses,dart_ShortTermAccruedIncome,dart_ShortTermAdvancePayments,dart_ShortTermAdvancesCustomers,dart_ShortTermBorrowings,dart_ShortTermDepositsProvided,dart_ShortTermFinancialInstrumentsGross,dart_ShortTermGuaranteeDepositRent,dart_ShortTermLoansAndReceivables,dart_ShortTermOtherPayables,dart_ShortTermOtherReceivables,dart_ShortTermPrepaidExpenses,dart_ShortTermTradePayables,dart_ShortTermTradeReceivable,dart_ShortTermWithholdings,dart_StructureGross,dart_SuppliesGross,dart_TangibleExplorationAndEvaluationAssetsGross,dart_TradePayablesGross,dart_TradeReceivableGross,dart_VehiclesGross,dart_VoluntaryReserves,dart_WithholdingsBanks,dart_WorkInProgressGross,entity_AssetsAbstract,entity_Borrowings,entity_CashAndCashEquivalents,entity_ConstructionInProgressGross,entity_ContributedEquity,entity_CurrentAssets,entity_CurrentLiabilities,entity_CurrentPortionOfLongtermBorrowings,entity_CurrentProvisions,entity_CurrentTaxAssets,entity_CurrentTaxLiabilities,entity_DeferredTaxAssets,entity_DeferredTaxLiabilities,entity_ElementsOfOtherStockholdersEquity,entity_Equity,entity_EquityAbstract,entity_IntangibleAssetsOtherThanGoodwill,entity_Inventories,entity_InvestmentAccountedForUsingEquityMethod,entity_InvestmentProperty,entity_InvestmentsInSubsidiariesJointVenturesAndAssociates,entity_IssuedCapital,entity_LiabilitiesAbstract,entity_LiabilitiesIncludedInDisposalGroupsClassifiedAsHeldForSale,entity_LongTermBorrowingsGross,entity_LongTermTradeAndOtherNonCurrentPayables,entity_LongTermTradeAndOtherNonCurrentReceivablesGross,entity_NonCurrentReceivablesGross,entity_NoncurrentAssets,entity_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,entity_NoncurrentLiabilities,entity_NoncurrentProvisions,entity_OtherCapitalSurplus,entity_OtherComprehensiveIncomeLossAccumulatedAmount,entity_OtherCurrentFinancialAssets,entity_OtherCurrentFinancialLiabilities,entity_OtherCurrentNonfinancialAssets,entity_OtherCurrentNonfinancialLiabilities,entity_OtherEquityInterest,entity_OtherFinancialAssets,entity_OtherNoncurrentFinancialAssets,entity_OtherNoncurrentFinancialLiabilities,entity_OtherNoncurrentNonfinancialAssets,entity_OtherNoncurrentNonfinancialLiabilities,entity_OtherNonfinancialAssets,entity_PaymentsOfIncomeTaxesPayable,entity_PostemploymentBenefitObligations,entity_PropertyPlantAndEquipment,entity_RetainedEarnings,entity_SharePremium,entity_ShortTermBorrowings,entity_StatementOfFinancialPositionAbstract,entity_TradeAndOtherCurrentPayables,entity_TradeAndOtherCurrentReceivables,entity_TradeAndOtherPayables,entity_TradeAndOtherReceivables,entity_VoluntaryReserves,ifrs-full_Assets,ifrs-full_AssetsAbstract,ifrs-full_CashAndCashEquivalents,ifrs-full_CurrentAssets,ifrs-full_CurrentLiabilities,ifrs-full_CurrentProvisions,ifrs-full_CurrentTaxLiabilities,ifrs-full_DeferredTaxAssets,ifrs-full_Equity,ifrs-full_EquityAbstract,ifrs-full_EquityAndLiabilities,ifrs-full_IntangibleAssetsOtherThanGoodwill,ifrs-full_Inventories,ifrs-full_InvestmentAccountedForUsingEquityMethod,ifrs-full_InvestmentProperty,ifrs-full_IssuedCapital,ifrs-full_Liabilities,ifrs-full_LiabilitiesAbstract,ifrs-full_NoncurrentAssets,ifrs-full_NoncurrentLiabilities,ifrs-full_OtherCurrentFinancialLiabilities,ifrs-full_PropertyPlantAndEquipment,ifrs-full_RetainedEarnings,ifrs-full_ShorttermBorrowings,ifrs-full_TradeAndOtherCurrentPayables,ifrs-full_TradeAndOtherCurrentReceivables,ifrs_Assets,ifrs_AssetsAbstract,ifrs_BalancesWithBanks,ifrs_Borrowings,ifrs_Cash,ifrs_CashAndCashEquivalents,ifrs_CashEquivalents,ifrs_CashOnHand,ifrs_CurrentAssets,ifrs_CurrentLiabilities,ifrs_CurrentPortionOfLongtermBorrowings,ifrs_CurrentProvisions,ifrs_CurrentProvisionsForEmployeeBenefits,ifrs_CurrentTaxAssets,ifrs_CurrentTaxLiabilities,ifrs_DeferredTaxAssets,ifrs_DeferredTaxLiabilities,ifrs_Equity,ifrs_EquityAbstract,ifrs_EquityAndLiabilities,ifrs_IntangibleAssetsOtherThanGoodwill,ifrs_Inventories,ifrs_InvestmentAccountedForUsingEquityMethod,ifrs_InvestmentProperty,ifrs_InvestmentsInAssociates,ifrs_InvestmentsInJointVentures,ifrs_InvestmentsInSubsidiaries,ifrs_InvestmentsInSubsidiariesJointVenturesAndAssociates,ifrs_IssuedCapital,ifrs_Liabilities,ifrs_LiabilitiesAbstract,ifrs_LiabilitiesIncludedInDisposalGroupsClassifiedAsHeldForSale,ifrs_LongtermLegalProceedingsProvision,ifrs_LongtermMiscellaneousOtherProvisions,ifrs_LongtermOnerousContractsProvision,ifrs_LongtermProvisionForDecommissioningRestorationAndRehabilitationCosts,ifrs_LongtermRestructuringProvision,ifrs_LongtermWarrantyProvision,ifrs_NoncurrentAssets,ifrs_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForDistributionToOwners,ifrs_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale,ifrs_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,ifrs_NoncurrentLiabilities,ifrs_NoncurrentPayables,ifrs_NoncurrentProvisions,ifrs_NoncurrentProvisionsForEmployeeBenefits,ifrs_OtherCashAndCashEquivalents,ifrs_OtherCurrentFinancialAssets,ifrs_OtherCurrentFinancialLiabilities,ifrs_OtherCurrentNonfinancialAssets,ifrs_OtherCurrentNonfinancialLiabilities,ifrs_OtherDemandDeposits,ifrs_OtherEquityInterest,ifrs_OtherFinancialAssets,ifrs_OtherFinancialLiabilities,ifrs_OtherLongtermProvisions,ifrs_OtherNoncurrentFinancialAssets,ifrs_OtherNoncurrentFinancialLiabilities,ifrs_OtherNoncurrentNonfinancialAssets,ifrs_OtherNoncurrentNonfinancialLiabilities,ifrs_OtherNonfinancialAssets,ifrs_OtherShorttermProvisions,ifrs_PropertyPlantAndEquipment,ifrs_Provisions,ifrs_RetainedEarnings,ifrs_SharePremium,ifrs_ShorttermBorrowings,ifrs_ShorttermDepositsClassifiedAsCashEquivalents,ifrs_ShorttermInvestmentsClassifiedAsCashEquivalents,ifrs_ShorttermLegalProceedingsProvision,ifrs_ShorttermMiscellaneousOtherProvisions,ifrs_ShorttermOnerousContractsProvision,ifrs_ShorttermProvisionForDecommissioningRestorationAndRehabilitationCosts,ifrs_ShorttermRestructuringProvision,ifrs_ShorttermWarrantyProvision,ifrs_TradeAndOtherCurrentPayables,ifrs_TradeAndOtherCurrentReceivables,ifrs_TradeAndOtherPayables,ifrs_TradeAndOtherReceivables,ifrs_TreasuryShares
[060310],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,446,134,000",,,,,,,"-422,286,281",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,364,780,000",,,,,,,,,"444,387,133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,610,000,000",,,,,,,,,,,,,,,,,,,,,,,,,"205,768,388","125,432,140",,,,,,,,,"36,607,779,405",,,,,,,,,,,,,"2,562,485,778",,"2,721,708,251",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"66,434,160,421",,,,,"6,952,652,709",,,"14,907,177,686","21,461,289,411","2,645,030,192","74,638,249",,"7,350,585",,,,"37,669,538,708",,"66,434,160,421","2,159,817,208","1,658,159,847",,"2,495,217,129",,,,"428,606,615","20,446,134,000","28,764,621,713",,,,,,,,,"51,526,982,735",,,,"7,303,332,302",,,,,,,,,,,,,,,"8,170,970",,,,,"41,115,036,217",,"-18,962,088,416",,,,,,,,,,,"2,720,308,408","5,177,589,764",,,
[095570],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"96,929,057,737",,,,,,,,,,,,,,,,,,,"4,572,087,115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72,737,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"136,744,121,301",,,,,,,,,,,,,"737,629,966",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"612,887,634,494",,,,,"36,459,117,395",,,"91,870,888,881","222,921,102,410","46,607,755,499",,,,"2,027,294,030",,"5,877,949,219","262,340,751,683",,"612,887,634,494","6,593,933,690","8,832,396,542",,,,,,"193,309,901,859",,"350,546,882,811",,"75,930,345,651",,,,,,,"521,016,745,613",,,,"127,625,780,401","19,981,267,483",,,,"14,539,639,925","2,446,528,552","2,703,771,560","13,859,375,959",,,,,,,"4,837,505,962","1,066,028,181",,,,"314,729,164,802",,,,,,,,,,,,,"9,312,302,719","29,335,963,459",,,
[068400],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,073,150,000",,,,,,,"-31,356,052,280",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"315,552,889,040",,,,,,,,,"6,555,996,484",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"357,662,094,670",,,,,,,,,,,,,,,,,,,,,,,,,"3,354,588,723","27,660,724,092",,,,,,,,,"2,569,945,271",,,,,,,,,,,,,"5,195,865,353",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,003,304,885,717",,,,,"21,939,935,603",,,"72,498,000,656","442,158,394,972",,,,,"2,887,559,012","1,841,566,362",,"221,376,748,659",,"1,003,304,885,717","3,475,132,139","6,205,582,180",,,,,,"11,141,300,000",,"781,928,137,058",,,,,,,,,"930,806,885,061",,,,"339,769,742,086",,,,,,,"8,045,066,119","12,330,661,268",,,,,,"5,000,000","24,216,853,046","7,315,179,516",,,,"875,150,339,006",,"148,065,031,278",,,,,,,,,,,"41,617,355,930","32,952,828,031",,,
[006840],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"66,237,805,000",,,,,,,"-10,106,611,190",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"591,934,831",,,,,,,,,,,,,,,,,,,,,"49,500,000,000",,,,,,,,,,,,,,,,,,,,,,,,,"2,104,898,217",,,,,,,,,,"229,021,679,342",,,,,,,,,,,,,"3,216,600,000",,"341,941,796",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"522,296,161,136",,,,,"1,771,780,781",,,"3,956,856,041","53,165,665,385",,,,0,"1,791,068,616","25,032,692",,"468,196,619,124",,"522,296,161,136","12,009,525,270",,,,,,,"502,743,205,335",,"54,099,542,012",,,,,,,,,"518,339,305,095",,,,"933,876,627",,,,,,,"80,177,043","316,414,653",,,,,,,,0,,,,,,"183,043,745,972",,,,,,,,,,,"1,558,182,116",,,,
[054620],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"76,719,853,548",,,,,,,"-19,308,243,297",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,500,000,000",,,,,,,,,"1,423,381,546",,,,,,,,,,,,,,,,,,,,,,,,"2,835,158,222",,,,,,,,,,,,,,,,,,,,,"87,408,358,291",,,,,,,,,,,,,,,,,,,,,,,,,,"4,559,002,865",,,,,,,,,,,,,,,,,,,,,,"85,301,371",,"187,259,189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"261,462,888,488",,,,,"4,805,860,927",,,"139,164,322,680","133,685,759,697",,"2,058,364,264",,,"2,531,312,533","4,171,149,520",,"106,932,860,822",,"261,462,888,488","17,583,110,726","36,723,067,290",,,,,,"19,959,250,300","11,704,980,500","154,530,027,666",,,,,,,,,"122,298,565,808",,,,"20,844,267,969",,"1,321,850,558",,,,,"11,019,207,859","1,564,330,972",,,,,,"4,083,000,000",,,,,,"73,792,655,555",,"49,521,250,571","65,014,873,048",,,,,,,,,,"35,564,390,772","84,589,183,534",,,
[211270],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,781,448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,485,320,000",,,,,,,,,,"15,730,648,982",,,,,,,,,,,,,"109,830,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42,107,092,947",,,,,"17,692,810,924",,,"33,710,743,981","4,165,453,520",,,,,"1,089,233,488",,"5,807,641","37,577,700,481",,"42,107,092,947",,"2,653,766,468",,,,,,,,"4,529,392,466",,,,,,,,,"8,396,348,966",,,,"363,938,946",,"358,131,305",,,"6,454,920","205,775,000","342,422,219","1,752,213,255",,,,,,,0,,,,,"6,536,903,355",,"16,948,270,051",,,,,,,,,,,"1,118,231,777","6,529,969,450",,,
[027410],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,494,613,398",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"531,696,472",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,000,000,000","24,234,662,234",,,,,,,,,"219,538,914",,,,,,,,,,,,,"6,253,207,979",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,460,200,504,030",,,,,"18,222,654,095",,,"785,728,684,835","586,108,541,634",,"4,109,253,941",,,"29,713,279,166",,"9,913,157,985","712,441,404,451",,"1,460,200,504,030","48,042,920,971","47,778,215,335",,"22,263,374,664",,,,"86,693,799,446",,"747,759,099,579",,,,,,,,,"674,471,819,195",,,,"161,650,557,945",,"911,658,549",,,,"109,245,639,431","9,178,828,445",,,,,,,,"137,852,799,055","28,317,506,198","12,441,245,884",,,"304,553,250,525",,"631,213,899,705",,,,,,,,,,,"418,805,706,862","19,211,029,161",,,
[001460],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,620,000,000",,,,,,,"4,193,723,934",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,100,000,000",,,,,,,"114,077,000,000",,"5,000,000",,,,,,"54,483,552,215","70,977,704",,,,,,"1,644,981,014",,,,,,"4,542,609,624",,,,,,,,,,,,"980,846,603",,,,,,,,,,,,,,,,"18,358,585,394",,,,,"55,414,176,135",,,,,,,,,,,,,,,,,"357,000,356,075",,,,,,,,,"2,650,995,363",,,,,,,,,,,,,,,,,,,,,,"533,918,436",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"694,207,407,693",,,,,"2,272,709,199",,,"92,308,772,689","119,014,052,406","24,000,000,000",,,,"1,878,294,323",,"675,465,095","389,272,665,403",,"694,207,407,693","174,152,846","67,577,326,352",,"529,605,765,049",,,,"15,806,046,192","4,200,000,000","304,934,742,290",,,,,,,,,"601,898,635,004",,,,"185,920,689,884",,"367,244,774",,,"7,998,330,429","189,790,820","250,518,032","448,445,860",,,,,,"1,649,981,014","15,336,581,197",,,,,"54,057,793,763",,"377,458,941,469","3,420,000,000",,,,,,,,,,"9,433,371,087","14,209,888,677",,,"348,885,690"
[032040],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71,387,104,500",,,,,,,"11,493,043,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,439,436,320",,,,,,,,,,,,,,,,,,,,,,,,"18,931,457,499",,,,,,,,,,,,,,,,,,,,,"24,501,876,934",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,477,215,363",,,,,,,,,,,,,"9,497,109,710",,"8,153,899,705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"156,492,788,233",,,,,"12,264,311,694",,,"113,076,364,936","48,369,885,904",,,,,"1,983,221,623","5,119,494,047",,"80,892,861,225",,"156,492,788,233","528,702,818",,,"2,473,000,758",,,,"13,830,543,519",,"75,599,927,008",,,,,,,,,"43,416,423,297",,,,"27,230,041,104",,,,,"81,685,257,257","7,100,070,682","2,280,871,319","158,679,351",,,,,,"5,189,950,755","144,683,900","285,793,175",,,,"4,052,392,195",,"1,489,929,080",,,,,,,,,,,"14,626,037,314","16,845,924,666",,,
[001040],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,146,597,551,000",,,,,,,"-162,138,888,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,954,497,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"97,649,760,000","6,429,239,000",,,,,,,,,,,,,,,,,,,,,,"6,637,655,000",,"99,817,843,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,951,841,981,000",,,,,"43,139,048,000",,,"155,690,795,000","171,149,945,000","149,869,865,000",,,,,"48,486,954,000",,"2,670,249,185,000",,"2,951,841,981,000","16,696,571,000",,,"39,762,691,000",,,,,"157,698,560,000","281,592,796,000",,,,,,,,,"2,796,151,186,000",,,,"110,442,851,000",,,,,"8,887,944,000","13,072,918,000","6,014,043,000","1,777,923,000",,,,,,"3,786,912,000",,,"4,670,511,000",,,"6,452,260,000",,"1,685,790,522,000","988,898,991,000",,,,,,,,,,,,,,
[079160],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,592,791,221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"96,320,000,000",,,,,,,,"27,259,140,026",,,,,,,,,,,,,,,,,,,,,,,,"8,455,200,275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"73,486,073,193",,,,,,,,,"89,157,245,168",,,,,,,,,,,,,,,"4,994,479,811",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,216,250,086,684",,,,,"75,408,470,266",,,"188,827,575,810","281,606,360,334","49,953,907,613",,,,,,"14,586,691,524","521,893,131,064",,"1,216,250,086,684","23,419,917,002","3,785,316,827",,"17,923,175,621",,,,"445,702,970,042",,"694,356,955,620",,,,,,,,,"1,027,422,510,874",,,,"412,750,595,286",,,,,"13,826,076,365","4,536,450,406","18,223,040,735","83,643,030,765",,,,,,"47,378,523,391","1,509,042,014","73,165,508,679","18,663,693,206",,,"419,832,416,139",,"426,748,020,617",,,,,,,,,,,"61,531,698,082","77,584,671,617",,,
