,dart_AdvertisingExpenses,dart_AllowanceForOtherDoubtfulAccounts,dart_AmortisationExpense,dart_BadDebtExpenses,dart_Commissions,dart_CommunicationExpenses,dart_ConferenceExpenses,dart_CostOfSalesFromConstruction,dart_CostOfSalesFromConstructionContracts,dart_CostOfSalesFromRenderingOfServices,dart_CostOfSalesFromRenderingOfServicesCommission,dart_CostOfSalesFromRenderingOfServicesProcession,dart_CostOfSalesFromRenderingOfServicesRental,dart_CostOfSalesFromRenderingOfServicesTransportation,dart_CostOfSalesFromSaleOfGoods,dart_CostOfSalesFromSaleOfGoodsMerchandises,dart_CostOfSalesFromSaleOfGoodsProduct,dart_CostOfSalesFromSaleOfGoodsRealEstate,dart_CostOfSalesFromServices,dart_DepreciationExpense,dart_DividendIncome,dart_DividendIncomeNonOperating,dart_Donations,dart_EmployeeBenefits,dart_EngagementExpenses,dart_EntertainmentExpenses,dart_ExclusiveLineUseExpense,dart_ExpensesOfProvisionsForRestoration,dart_ExportOverallExpense,dart_FreightExpenses,dart_GainOnForeignExchangeTranslations,dart_GainsForeignCurrencyTransactions,dart_GainsFromFinancialGuaranteeFinancialIncome,dart_GainsFromGovernmentGrants,dart_GainsFromRedemptionOfBondsFinancialIncome,dart_GainsOnDisposalsOfFairValueFinancialAssetFinancialIncome,dart_GainsOnDisposalsOfIntangibleAssets,dart_GainsOnDisposalsOfInventory,dart_GainsOnDisposalsOfInvestmentProperty,dart_GainsOnDisposalsOfNoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale,dart_GainsOnDisposalsOfPropertyPlantAndEquipment,dart_GainsOnForeignCurrencyTransactionsFiancialIncome,dart_GainsOnForeignExchangeTranslationsFinancialIncome,dart_GainsOnTransactionOfDerivativeFinancialInstrumentsFinancialIncome,dart_GainsOnValuationOfDerivativeFinancialInstrumentsFinancialIncome,dart_GainsOnValuationOfFairValueFinancialAssetFinancialIncome,dart_GainsOnValuationOfForeignExchangeForwardFinancialIncome,dart_GainsOnValuationOfLongTermFinancialInstruments,dart_ImpairmentLossRecoveryOfAccountsReceivables,dart_ImpairmentLossesOnIntangibleAssets,dart_InsurancePremiums,dart_InterestExpenseFinanceExpense,dart_InterestIncomeFinanceIncome,dart_LeaseholdAdministrationExpense,dart_LentIncome,dart_LossOnForeignExchangeTranslations,dart_LossesForeignCurrencyTransactions,dart_LossesOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,dart_LossesOnDisposalOfIntangibleAssets,dart_LossesOnDisposalOfNonCurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale,dart_LossesOnDisposalsOfFairValueFinancialAssetFinancialExpense,dart_LossesOnDisposalsOfPropertyPlantAndEquipment,dart_LossesOnForeignCurrencyTransactionsFiancialExpense,dart_LossesOnForeignExchangeTranslationsFinancialExpense,dart_LossesOnTransactionOfDerivativeFinancialInstrumentsFinancialExpense,dart_LossesOnValuationOfDerivativeFinancialInstrumentsFinancialExpense,dart_LossesOnValuationOfFairValueFinancialAssetFinancialExpense,dart_LossesOnValuationOfForeignExchangeForwardFiancialExpense,dart_MembershipExpenses,dart_MiscellaneousExpenses,dart_MiscellaneousIncome,dart_MiscellaneousLosses,dart_NetworkContactSettleExpense,dart_OperatingExpenses,dart_OperatingIncomeLoss,dart_OrdinaryDevelopmentExpense,dart_OtherCostOfSales,dart_OtherFinancialExpenses,dart_OtherFinancialIncome,dart_OtherGains,dart_OtherLosses,dart_PackingExpenses,dart_ProfitsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,dart_ProvisionForSeveranceIndemnities,dart_PublicationExpenses,dart_RentalExpenses,dart_RepairExpenses,dart_RevenueFromConstruction,dart_RevenueFromRenderingOfServicesCommission,dart_RevenueFromRenderingOfServicesProcession,dart_RevenueFromRenderingOfServicesRental,dart_RevenueFromRenderingOfServicesTransportation,dart_RevenueFromSaleOfGoodsMerchandise,dart_RevenueFromSaleOfGoodsProduct,dart_RevenueFromSaleOfGoodsRealEstate,dart_RevenueFromServices,dart_ReversalsOfAllowanceForOtherDoubtfulAccounts,dart_SalariesWages,dart_SamplesExpenses,dart_SupplyExpenses,dart_TaxesDues,dart_TotalSellingGeneralAdministrativeExpenses,dart_TrainingExpenses,dart_TravelExpenses,dart_UtilityExpenses,dart_VehicleMaintenanceExpenses,entity_BasicEarningsLossPerShare,entity_BasicEarningsLossPerShareFromContinuingOperations,entity_BasicEarningsLossPerShareFromDiscontinuedOperations,entity_CostOfSales,entity_DilutedEarningsLossPerShare,entity_DilutedEarningsLossPerShareFromContinuingOperations,entity_DilutedEarningsLossPerShareFromDiscontinuedOperations,entity_EarningsPerShareAbstract,entity_FinanceCosts,entity_FinanceIncome,entity_GrossProfit,entity_IncomeStatementAbstract,entity_OperatingExpenses,entity_OperatingIncomeLoss,entity_OtherGains,entity_OtherLosses,entity_ProfitLoss,entity_ProfitLossAttributableToAbstract,entity_ProfitLossAttributableToNoncontrollingInterests,entity_ProfitLossAttributableToOwnersOfParent,entity_Revenue,entity_TotalSellingGeneralAdministrativeExpenses,ifrs-full_BasicEarningsLossPerShare,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations,ifrs-full_CostOfSales,ifrs-full_DifferenceBetweenCarryingAmountOfNoncashAssetsDistributedAndCarryingAmountOfDividendsPayable,ifrs-full_DilutedEarningsLossPerShare,ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations,ifrs-full_DilutedEarningsLossPerShareFromDiscontinuedOperations,ifrs-full_EarningsPerShareAbstract,ifrs-full_EmployeeBenefitsExpense,ifrs-full_FinanceCosts,ifrs-full_FinanceIncome,ifrs-full_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs-full_GainsLossesArisingFromDifferenceBetweenPreviousCarryingAmountAndFairValueOfFinancialAssetsReclassifiedAsMeasuredAtFairValue,ifrs-full_GainsLossesOnNetMonetaryPosition,ifrs-full_GrossProfit,ifrs-full_IncomeTaxExpenseContinuingOperations,ifrs-full_OtherRevenue,ifrs-full_ProfitLoss,ifrs-full_ProfitLossAttributableToAbstract,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,ifrs-full_ProfitLossAttributableToOwnersOfParent,ifrs-full_ProfitLossBeforeTax,ifrs-full_ProfitLossFromContinuingOperations,ifrs-full_ProfitLossFromDiscontinuedOperations,ifrs-full_Revenue,ifrs-full_RevenueFromConstructionContracts,ifrs-full_RevenueFromRenderingOfServices,ifrs-full_RevenueFromSaleOfGoods
[001040],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"426,811,596,000",,,,,"30,717,812,000","132,706,900,000",,,,,,,,,,,,,,,,,,,,,"1,889,259,613,000",,,,,,,,,,,,,,,,"23,039,686,000",,,,,,,,,,,988,,,"6,363,672,615,000",,988,,,,,"292,317,189,000","111,956,168,000",,,,"2,316,071,209,000","94,076,388,000",,"73,424,785,000",,"41,386,830,000","32,037,955,000","167,501,173,000",,,"8,679,743,824,000",,,
[000120],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"88,721,737,976",,,,,"11,414,311,571","36,513,116,354",,,,,,,,,,,,,,,,,,,,,"158,484,131,192",,,,,,,,,,,,,,,,"1,061,467,461",,,,,,,,,,,-69,,,"2,374,599,712,646",,,,,,,"47,862,127,092","19,155,524,748",,,,"247,205,869,168","22,969,947,780",,"13,007,850,530",,"6,963,511,710","6,044,338,820","35,977,798,310",,,"2,621,805,581,814",,,
[000990],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61,778,363,023",,,,,"2,663,812,771","1,155,162,686",,,,,,,,,,,,,,,,,,,,,"25,902,212,035",,,,,,,,,,,,,,,,"1,658,568,766",,,,,,,,,,,"1,028",,,"134,639,417,236",,"1,028",,,,,"5,132,941,329","2,921,534,100",,,,"87,680,575,058","14,771,704,638",,"44,638,672,356",,0,"44,638,672,356","59,410,376,994","44,638,672,356",0,"222,319,992,294",,,
[155660],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,815,440,635",,,,,"1,059,569,293","511,120,776",,,,,,,,,,,,,,,,,,,,,"4,447,899,918",,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,"51,153,647,595",,,,,,,"306,904,144","441,286,854",,,,"7,263,340,553","1,014,644,903",,"2,483,626,959",,"25,679,098","2,457,947,861","3,498,271,862",,,"58,416,988,148",,,
[078930],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"551,131,000,000",,,,,"50,826,000,000","38,580,000,000",,,,,,,,,,,,,,,,,,,,,"490,652,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"2,183","2,183",,"3,481,568,000,000",,"2,197","2,197",,,,"81,837,000,000","21,313,000,000",,,,"1,041,783,000,000","259,300,000,000",,"243,553,000,000",,"36,823,000,000","206,730,000,000","502,853,000,000","243,553,000,000",,"4,523,351,000,000",,,
[006360],,,,,,,,"1,979,143,377,476",,,,,,,,,,"62,429,127,187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"187,686,007,582",,"71,841,377,348",,,"109,241,273,069","45,313,615,601",,,,,,,"2,279,076,824,414",,,,,,,"80,458,958,056",,,,,,,"140,508,816,306",,,,,,,,,,,,,,,,"-5,741,050,903",,,,,"542,053,612",,,,,,"2,624",,,"2,113,413,882,011",,"2,531",,,,,"64,521,316,351","56,084,997,144",,,,"328,194,823,888","65,058,304,684","82,072,923,429","172,861,409,250",,,,"237,919,713,934",,,"2,441,608,705,899",,,
[001250],,,,,,,,,,,"10,525,289,169",,,,,"819,908,410,758","46,076,986,659",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,132,972,828",,,,,"31,389,518,701","34,464,866,159",,,,,,,,"13,869,842,775",,,,"848,018,699,358","50,753,334,385",,,,,,,,"22,998,217,104",,,,,,,,,,,,,,,,"-284,207,754",,,,,,,,,,,36,,,"876,510,686,586",,,,,,,"5,313,922,721","151,956,961",,,,"36,131,189,932","1,694,438,214",,"2,917,013,642",,"-33,457,480","2,950,471,122","4,611,451,856",,,"912,641,876,518",,,
[028150],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,872,339,149",,,,,"104,836,649","856,757,087",,,,,,,,,,,,,,,,,,,,,"169,675,791,028",,,,,,,,,,,,,,,,,,,,,,,,,,,"3,595",,,"99,031,802,710",,"3,595",,,,,"59,375,962","12,822,300,204",,,,"189,548,130,177","8,127,750,646",,"21,527,344,611",,"5,892,715","21,521,451,896","29,655,095,257",,,"288,579,932,887",,,
[012630],,,,,,,,"52,740,013,704",,,,,,,,"15,482,712,714","176,651,887,713","9,174,683,737","52,448,555,523",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,766,770,969",,,,,"54,310,123,683","1,141,914,882",,,,,,,"58,943,354,330",,,,,"19,502,299,196","199,767,434,204","11,063,616,478","52,871,079,370",,,,,,"35,134,274,578",,,,,,,,"11,328,370,100",,,,,,,,"20,307,927,470",,,,,,,,,,,,"1,385",,"317,826,223,491",,,,,,,"14,555,674,333","7,632,244,048",,,,"67,901,045,547","14,202,594,576","43,579,485,460","85,116,882,379",,"5,464,933,437","79,651,948,942","99,319,476,955",,,"385,727,269,038",,,
[089470],,,,,,,,,,,,,,,,"3,033,047,194","173,261,828,884",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,457,466,235",,,,,"862,890,197","97,095,694",,,,,,,,,,,,"3,306,739,406","194,103,056,985",,,,,,,,"11,705,158,814",,,,,,,,,,,,,,,,,,,,,,,,,,,229,,,"176,294,876,078",,229,,,,,"1,047,919,666","940,602,551",,,,"21,114,920,313","2,285,059,833",,"6,826,300,737",,,"6,826,300,737","9,111,360,570",,,"197,409,796,391",,,
