,dart_AdvertisingExpenses,dart_AllowanceForOtherDoubtfulAccounts,dart_AmortisationExpense,dart_AmortizationOnNegativeGoodwill,dart_BadDebtExpenses,dart_Commissions,dart_CommunicationExpenses,dart_ConferenceExpenses,dart_CostOfSalesFromConstruction,dart_CostOfSalesFromConstructionContracts,dart_CostOfSalesFromRenderingOfServices,dart_CostOfSalesFromRenderingOfServicesCommission,dart_CostOfSalesFromRenderingOfServicesProcession,dart_CostOfSalesFromRenderingOfServicesRental,dart_CostOfSalesFromRenderingOfServicesTransportation,dart_CostOfSalesFromSaleOfGoods,dart_CostOfSalesFromSaleOfGoodsMerchandises,dart_CostOfSalesFromSaleOfGoodsProduct,dart_CostOfSalesFromSaleOfGoodsRealEstate,dart_CostOfSalesFromServices,dart_DepreciationExpense,dart_DividendIncome,dart_DividendIncomeNonOperating,dart_Donations,dart_EmployeeBenefits,dart_EngagementExpenses,dart_EntertainmentExpenses,dart_ExclusiveLineUseExpense,dart_ExpensesOfProvisionsForRestoration,dart_ExportOverallExpense,dart_FreightExpenses,dart_GainOnForeignExchangeTranslations,dart_GainsForeignCurrencyTransactions,dart_GainsFromCommission,dart_GainsFromFinancialGuaranteeFinancialIncome,dart_GainsFromGovernmentGrants,dart_GainsOnDisposalsOfAvailableForSaleFinancialAssets,dart_GainsOnDisposalsOfAvailableForSaleFinancialAssetsFinancialIncome,dart_GainsOnDisposalsOfFairValueFinancialAsset,dart_GainsOnDisposalsOfHeldForTradingFinancialAssets,dart_GainsOnDisposalsOfIntangibleAssets,dart_GainsOnDisposalsOfInventory,dart_GainsOnDisposalsOfPropertyPlantAndEquipment,dart_GainsOnForeignCurrencyTransactionsFiancialIncome,dart_GainsOnForeignExchangeTranslationsFinancialIncome,dart_GainsOnSaleOfInvestmentsInAssociates,dart_GainsOnTransactionOfDerivativeFinancialInstrumentsFinancialIncome,dart_GainsOnTransactionOfForeignExchangeForwardFinancialIncome,dart_GainsOnValuationOfDerivativeFinancialInstrumentsFinancialIncome,dart_GainsOnValuationOfFairValueFinancialAsset,dart_GainsOnValuationOfForeignExchangeForwardFinancialIncome,dart_GainsOnValuationOfHeldForTradingFinancialAssets,dart_GainsOnValuationOfHeldForTradingFinancialAssetsFinancialIncome,dart_GainsOnValuationOfLongTermFinancialInstruments,dart_GainsOnValuationOfShortTermInvestmentAssetsFinancialIncome,dart_ImpairmentLossesOnAssociates,dart_ImpairmentLossesOnAvailableForSaleFinancialAssets,dart_ImpairmentLossesOnAvailableForSaleFinancialAssetsFinancialExpense,dart_ImpairmentLossesOnIntangibleAssets,dart_InsurancePremiums,dart_InterestExpenseFinanceExpense,dart_InterestIncomeFinanceIncome,dart_LeaseholdAdministrationExpense,dart_LentIncome,dart_LossOnForeignExchangeTranslations,dart_LossesForeignCurrencyTransactions,dart_LossesOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,dart_LossesOnDisposalOfAvailableForSaleFinancialAssets,dart_LossesOnDisposalOfFairValueFinancialAsset,dart_LossesOnDisposalOfHeldForTradingFinancialAssets,dart_LossesOnDisposalOfIntangibleAssets,dart_LossesOnDisposalOfInvestmentProperty,dart_LossesOnDisposalsOfAvailableForSaleFinancialAssetsFinancialExpense,dart_LossesOnDisposalsOfInvestments,dart_LossesOnDisposalsOfPropertyPlantAndEquipment,dart_LossesOnDispositionOfReceivablesFinancialExpense,dart_LossesOnForeignCurrencyTransactionsFiancialExpense,dart_LossesOnForeignExchangeTranslationsFinancialExpense,dart_LossesOnLitigationSettlements,dart_LossesOnTransactionOfDerivativeFinancialInstrument,dart_LossesOnTransactionOfDerivativeFinancialInstrumentsFinancialExpense,dart_LossesOnValuationOfDerivativeFinancialInstrument,dart_LossesOnValuationOfDerivativeFinancialInstrumentsFinancialExpense,dart_LossesOnValuationOfFairValueFinancialAsset,dart_LossesOnValuationOfFairValueFinancialAssetFinancialExpense,dart_LossesOnValuationOfForeignExchangeForwardFiancialExpense,dart_LossesOnValuationOfHeldForTradingFinancialAssets,dart_MembershipExpenses,dart_MiscellaneousExpenses,dart_MiscellaneousIncome,dart_MiscellaneousLosses,dart_NetworkContactSettleExpense,dart_OperatingExpenses,dart_OperatingIncomeLoss,dart_OrdinaryDevelopmentExpense,dart_OtherCostOfSales,dart_OtherFinancialExpenses,dart_OtherFinancialIncome,dart_OtherGains,dart_OtherLosses,dart_PackingExpenses,dart_ProductWarrantyExpensesRecovery,dart_ProfitsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,dart_ProvisionForSeveranceIndemnities,dart_PublicationExpenses,dart_RentalExpenses,dart_RepairExpenses,dart_RevenueFromConstruction,dart_RevenueFromRenderingOfServicesCommission,dart_RevenueFromRenderingOfServicesProcession,dart_RevenueFromRenderingOfServicesRental,dart_RevenueFromRenderingOfServicesTransportation,dart_RevenueFromSaleOfGoodsMerchandise,dart_RevenueFromSaleOfGoodsProduct,dart_RevenueFromSaleOfGoodsRealEstate,dart_RevenueFromServices,dart_ReversalOfImpairmentLossesOnIntangibleAssets,dart_ReversalsOfAllowanceForOtherDoubtfulAccounts,dart_ReversalsOfInventories,dart_SalariesWages,dart_SalesPromotionExpenses,dart_SamplesExpenses,dart_SupplyExpenses,dart_TaxesDues,dart_TotalSellingGeneralAdministrativeExpenses,dart_TrainingExpenses,dart_TravelExpenses,dart_UtilityExpenses,dart_VehicleMaintenanceExpenses,dart_WarrantyExpenses,dart_WritedownsOfInventories,entity_BasicEarningsLossPerShare,entity_BasicEarningsLossPerShareFromContinuingOperations,entity_BasicEarningsLossPerShareFromDiscontinuedOperations,entity_CostOfSales,entity_DilutedEarningsLossPerShare,entity_DilutedEarningsLossPerShareFromContinuingOperations,entity_DilutedEarningsLossPerShareFromDiscontinuedOperations,entity_EarningsPerShareAbstract,entity_FinanceCosts,entity_FinanceIncome,entity_GrossProfit,entity_IncomeStatementAbstract,entity_OperatingExpenses,entity_OperatingIncomeLoss,entity_OtherGains,entity_OtherLosses,entity_ProfitLoss,entity_ProfitLossAttributableToAbstract,entity_ProfitLossAttributableToNoncontrollingInterests,entity_ProfitLossAttributableToOwnersOfParent,entity_ProfitLossFromContinuingOperations,entity_ProfitLossFromDiscontinuedOperations,entity_Revenue,entity_RevenueFromRenderingOfServices,entity_TotalSellingGeneralAdministrativeExpenses,ifrs_BasicEarningsLossPerShare,ifrs_BasicEarningsLossPerShareFromContinuingOperations,ifrs_BasicEarningsLossPerShareFromDiscontinuedOperations,ifrs_CostOfSales,ifrs_DilutedEarningsLossPerShare,ifrs_DilutedEarningsLossPerShareFromContinuingOperations,ifrs_DilutedEarningsLossPerShareFromDiscontinuedOperations,ifrs_EarningsPerShareAbstract,ifrs_EmployeeBenefitsExpense,ifrs_FinanceCosts,ifrs_FinanceIncome,ifrs_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs_GainsLossesArisingFromDifferenceBetweenPreviousCarryingAmountAndFairValueOfFinancialAssetsReclassifiedAsMeasuredAtFairValue,ifrs_GainsLossesOnNetMonetaryPosition,ifrs_GrossProfit,ifrs_IncomeTaxExpenseContinuingOperations,ifrs_LossesArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs_OtherRevenue,ifrs_ProfitLoss,ifrs_ProfitLossAttributableToAbstract,ifrs_ProfitLossAttributableToNoncontrollingInterests,ifrs_ProfitLossAttributableToOwnersOfParent,ifrs_ProfitLossBeforeTax,ifrs_ProfitLossFromContinuingOperations,ifrs_ProfitLossFromDiscontinuedOperations,ifrs_Revenue,ifrs_RevenueFromConstructionContracts,ifrs_RevenueFromRenderingOfServices,ifrs_RevenueFromSaleOfGoods,ifrs_SharebasedPaymentTransactions
[001040],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"331,729,472,000",,,,,"46,048,607,000","110,387,241,000",,,,,,,,,,,,,,,,,,,,,,,,,"1,653,232,033,000",,,,,,,,,,,,,,,,,,"27,909,041,000",,,,,,,,,,,,,,"2,139",,,"4,359,100,296,000","2,134",,,,,"187,115,834,000","138,519,051,000",,,,"1,990,613,835,000","73,951,440,000",,,"172,751,656,000",,"111,764,648,000","60,987,008,000","246,703,096,000",,,"6,349,714,131,000",,,,
[000120],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51,139,097,619",,,,,"5,179,657,742","25,335,194,505",,,,,,,,,,,,,,,,,,,,,,,,,"121,872,443,843",,,,,,,,,,,,,,,,,,"-2,529,624,466",,,,,,,,,,,,,,213,213,,"1,421,911,377,631",,,,,,"21,454,686,426","5,934,145,216",,,,"173,011,541,462","8,500,382,063",,,"4,433,013,117",,"676,393,000","3,756,620,117","12,933,395,180","4,433,013,117",,"1,594,922,919,093",,,,
[000990],"38,186,364",,"2,221,501,772",,"37,047","1,917,491,056","50,201,847","346,284",,,,,,,,,,"111,311,462,229",,,"193,799,794",,"1,000,000",,"922,836,036","145,063,366",,,,,"303,009,512","479,729,715","1,052,230,582",,,,,,,,,,"130,840,275","806,801,505","6,648,135,607",,,,"471,587,460",,,,,,,,,,"37,806,778","27,886,215","8,265,344,598","482,763,452",,"24,537,500","2,084,463,092","4,111,549,545",,,,,,,,,"23,012,174",,"30,858,427","2,104,356,926",,,,,,,,,,,,"249,428,805","100,291,568",,,"51,733,731,326","13,446,013,580",,,,"1,937,766,877","6,357,123,157",,"279,512,089",,"732,089,808","61,371,207","550,484,480","18,066,681",,,,,,,"186,292,618,794",,,,0,,"5,382,264,029",,,"64,607,541","241,622,709","27,415,506,495","128,884,410","222,833,557",,"32,160,282",,,,,,,,,,,,,,"758,338,811",,,,,,,,,,,,,"435,236,829",649,,,"111,311,462,229",649,,,,,"10,400,559,951","8,409,288,024",,,,"79,149,237,821","11,071,493,143",,"4,168,081,256","28,076,949,911",,0,"28,076,949,911","39,148,443,054",,,"190,460,700,050",,,,
[155660],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,252,635,261",,,,,"771,466,536","1,178,024,154",,,,,,,,,,,,,,,,,,,,,,,,,"4,977,298,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,,,"46,436,465,552",,,,,,"392,682,272","845,528,265",,,,"9,229,933,561","1,001,015,502",,,"3,297,908,134",,"-6,648,357","3,304,556,491","4,298,923,636",,,"55,666,399,113",,,,
[078930],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[006360],,,,,,,,,"2,310,232,056,562",,,,,,,,,,"165,199,987,942",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58,956,764,203",,"68,358,146,043",,,"142,021,348,058","400,770,369,203",,,,,,,,"2,381,137,131,020",,,,,,,"251,414,402,585",,,,,,,,,,"98,111,896,867",,,,,,,,,,,,,,,,,,"-3,019,832,005",,,,,"693,453,595",,,,,,,,,-985,,,"2,543,790,190,547","-1,037",,,,,"65,374,854,992","187,988,765,659",,,,"157,068,661,070","-11,028,320,412",,"68,307,318,012","-67,387,881,968",,,,"-78,416,202,380",,,"2,700,858,851,617",,,,
[001250],,,,,,,,,,,,"12,537,814,394",,,,,"714,377,145,481","51,254,844,709",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,076,933,153",,,,,"68,674,426,081","64,735,549,283",,,,,,,,,"13,880,611,548",,,,"739,093,876,439","58,962,628,017",,,,,,,,,,,"21,690,378,267",,,,,,,,,,,,,,,,,,"270,822,554",,,,,,,,,,,,,,108,,,"778,169,804,584",,,,,,"5,028,997,395","379,502,410",,,,"33,767,311,420","1,724,875,088",,,"9,912,262,432",,"983,162,220","8,929,100,212","11,637,137,520",,,"811,937,116,004",,,,
[028150],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42,697,586,740",,,,,"93,055,879","114,364,583",,,,,,,,,,,,,,,,,,,,,,,,,"211,284,980,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,477",,,"24,569,215,304","4,477",,,,,"280,243,741","4,108,948,435",,,,"253,982,566,748","11,172,446,426",,,"27,083,153,459",,"-28,137,721","27,111,291,180","38,255,599,885",,,"278,551,782,052",,,,
[089470],,,,,,,,,,,,,,,,"199,631,805,380","6,116,563,930","193,515,241,450",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,285,288,552",,,,,"1,155,993,180","29,165,379",,,,,,,,,,,,,"6,931,625,350","214,119,240,690",,,,,,,,,,,"11,133,772,108",,,,,,,,,,,,,,,,,,"616,108,492",,,,,,,,,,,,,,245,,,"199,631,805,380",245,,,,,"4,776,651,511","2,943,790,410",,,,"21,419,060,660","2,555,347,129",,,"7,640,016,615",,0,"7,640,016,615","10,195,363,744",,,"221,050,866,040",,,"221,050,866,040",
[024120],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,935,480,940",,,,,"578,020,527","24,511,568",,,,,,,,,,,,,,,,,,,,,,,,,"2,256,567,094",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,"32,673,362,262",,,,,,"3,922,134,111","1,176,406,438",,,,"6,192,048,034","232,167,498",,,"1,511,094,728",,,"1,511,094,728","1,743,262,226",,,"38,865,410,296",,,,
[083470],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,391,105,714","548,218,179",,,,,,,,,,,,,,,,"277,385,110","116,163,994",,,,,,,,,,,,,,,"1,944,897,479","2,741,458,773",,,,,,,,,,,,,,,,"313,697,913",,,,,,"261,915,998",,,,,,,,,,,,,,,,,,,,,,,,,"2,883,431,649",,,,,,,,,,,,,,,,,,"198,351,553",,,,,,,,,,,,,,-134,,,"27,173,716,227",-134,,,,,"4,963,741,362","2,055,487,887",,,,"3,932,651,694","115,968,690",,,"-2,834,549,794",,0,"-2,834,549,794","-2,718,581,104",,,"31,106,367,921",,,,
