,dart_AdvertisingExpenses,dart_AllowanceForOtherDoubtfulAccounts,dart_AmortisationExpense,dart_BadDebtExpenses,dart_Commissions,dart_CommunicationExpenses,dart_ConferenceExpenses,dart_CostOfSalesFromConstruction,dart_CostOfSalesFromConstructionContracts,dart_CostOfSalesFromRenderingOfServices,dart_CostOfSalesFromRenderingOfServicesCommission,dart_CostOfSalesFromRenderingOfServicesProcession,dart_CostOfSalesFromRenderingOfServicesRental,dart_CostOfSalesFromRenderingOfServicesTransportation,dart_CostOfSalesFromSaleOfGoods,dart_CostOfSalesFromSaleOfGoodsMerchandises,dart_CostOfSalesFromSaleOfGoodsProduct,dart_CostOfSalesFromSaleOfGoodsRealEstate,dart_CostOfSalesFromServices,dart_DepreciationExpense,dart_DividendIncome,dart_DividendIncomeNonOperating,dart_Donations,dart_EmployeeBenefits,dart_EngagementExpenses,dart_EntertainmentExpenses,dart_ExclusiveLineUseExpense,dart_ExpensesOfProvisionsForRestoration,dart_ExportOverallExpense,dart_FreightExpenses,dart_GainOnForeignExchangeTranslations,dart_GainsForeignCurrencyTransactions,dart_GainsFromCommission,dart_GainsFromFinancialGuaranteeFinancialIncome,dart_GainsFromGovernmentGrants,dart_GainsFromRedemptionOfBondsFinancialIncome,dart_GainsOnDisposalsOfAvailableForSaleFinancialAssets,dart_GainsOnDisposalsOfFairValueFinancialAssetFinancialIncome,dart_GainsOnDisposalsOfIntangibleAssets,dart_GainsOnDisposalsOfInventory,dart_GainsOnDisposalsOfInvestmentProperty,dart_GainsOnDisposalsOfPropertyPlantAndEquipment,dart_GainsOnForeignCurrencyTransactionsFiancialIncome,dart_GainsOnForeignExchangeTranslationsFinancialIncome,dart_GainsOnTransactionOfDerivativeFinancialInstrumentsFinancialIncome,dart_GainsOnValuationOfDerivativeFinancialInstrumentsFinancialIncome,dart_GainsOnValuationOfFairValueFinancialAsset,dart_GainsOnValuationOfFairValueFinancialAssetFinancialIncome,dart_GainsOnValuationOfLongTermFinancialInstruments,dart_GainsOnValuationOfShortTermInvestmentAssetsFinancialIncome,dart_ImpairmentLossRecoveryOfAccountsReceivables,dart_ImpairmentLossesOnAvailableForSaleFinancialAssets,dart_ImpairmentLossesOnAvailableForSaleFinancialAssetsFinancialExpense,dart_ImpairmentLossesOnIntangibleAssets,dart_InsurancePremiums,dart_InterestExpenseFinanceExpense,dart_InterestIncomeFinanceIncome,dart_LeaseholdAdministrationExpense,dart_LentIncome,dart_LossOnForeignExchangeTranslations,dart_LossesForeignCurrencyTransactions,dart_LossesOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,dart_LossesOnDisposalOfIntangibleAssets,dart_LossesOnDisposalsOfFairValueFinancialAssetFinancialExpense,dart_LossesOnDisposalsOfPropertyPlantAndEquipment,dart_LossesOnDispositionOfReceivablesFinancialExpense,dart_LossesOnForeignCurrencyTransactionsFiancialExpense,dart_LossesOnForeignExchangeTranslationsFinancialExpense,dart_LossesOnTransactionOfDerivativeFinancialInstrumentsFinancialExpense,dart_LossesOnValuationOfDerivativeFinancialInstrumentsFinancialExpense,dart_LossesOnValuationOfFairValueFinancialAsset,dart_LossesOnValuationOfFairValueFinancialAssetFinancialExpense,dart_MembershipExpenses,dart_MiscellaneousExpenses,dart_MiscellaneousIncome,dart_MiscellaneousLosses,dart_NetworkContactSettleExpense,dart_OperatingExpenses,dart_OperatingIncomeLoss,dart_OrdinaryDevelopmentExpense,dart_OtherCostOfSales,dart_OtherFinancialExpenses,dart_OtherFinancialIncome,dart_OtherGains,dart_OtherLosses,dart_PackingExpenses,dart_ProfitsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,dart_ProvisionForSeveranceIndemnities,dart_PublicationExpenses,dart_RentalExpenses,dart_RepairExpenses,dart_RevenueFromConstruction,dart_RevenueFromRenderingOfServicesCommission,dart_RevenueFromRenderingOfServicesProcession,dart_RevenueFromRenderingOfServicesRental,dart_RevenueFromRenderingOfServicesTransportation,dart_RevenueFromSaleOfGoodsMerchandise,dart_RevenueFromSaleOfGoodsProduct,dart_RevenueFromSaleOfGoodsRealEstate,dart_RevenueFromServices,dart_ReversalsOfAllowanceForOtherDoubtfulAccounts,dart_ReversalsOfInventories,dart_SalariesWages,dart_SamplesExpenses,dart_SupplyExpenses,dart_TaxesDues,dart_TotalSellingGeneralAdministrativeExpenses,dart_TrainingExpenses,dart_TravelExpenses,dart_UtilityExpenses,dart_VehicleMaintenanceExpenses,dart_WarrantyExpenses,dart_WritedownsOfPropertyPlantAndEquipment,entity_BasicEarningsLossPerShare,entity_BasicEarningsLossPerShareFromContinuingOperations,entity_BasicEarningsLossPerShareFromDiscontinuedOperations,entity_CostOfSales,entity_DilutedEarningsLossPerShare,entity_DilutedEarningsLossPerShareFromContinuingOperations,entity_DilutedEarningsLossPerShareFromDiscontinuedOperations,entity_EarningsPerShareAbstract,entity_FinanceCosts,entity_FinanceIncome,entity_GrossProfit,entity_IncomeStatementAbstract,entity_OperatingExpenses,entity_OperatingIncomeLoss,entity_OtherGains,entity_OtherLosses,entity_ProfitLoss,entity_ProfitLossAttributableToAbstract,entity_ProfitLossAttributableToNoncontrollingInterests,entity_ProfitLossAttributableToOwnersOfParent,entity_Revenue,entity_TotalSellingGeneralAdministrativeExpenses,ifrs-full_BasicEarningsLossPerShare,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations,ifrs-full_CostOfSales,ifrs-full_DifferenceBetweenCarryingAmountOfNoncashAssetsDistributedAndCarryingAmountOfDividendsPayable,ifrs-full_DilutedEarningsLossPerShare,ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations,ifrs-full_DilutedEarningsLossPerShareFromDiscontinuedOperations,ifrs-full_EarningsPerShareAbstract,ifrs-full_EmployeeBenefitsExpense,ifrs-full_FinanceCosts,ifrs-full_FinanceIncome,ifrs-full_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs-full_GainsLossesArisingFromDifferenceBetweenPreviousCarryingAmountAndFairValueOfFinancialAssetsReclassifiedAsMeasuredAtFairValue,ifrs-full_GainsLossesOnNetMonetaryPosition,ifrs-full_GrossProfit,ifrs-full_IncomeTaxExpenseContinuingOperations,ifrs-full_OtherRevenue,ifrs-full_ProfitLoss,ifrs-full_ProfitLossAttributableToAbstract,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,ifrs-full_ProfitLossAttributableToOwnersOfParent,ifrs-full_ProfitLossBeforeTax,ifrs-full_ProfitLossFromContinuingOperations,ifrs-full_ProfitLossFromDiscontinuedOperations,ifrs-full_Revenue,ifrs-full_RevenueFromConstructionContracts,ifrs-full_RevenueFromRenderingOfServices,ifrs-full_RevenueFromSaleOfGoods,ifrs_BasicEarningsLossPerShare,ifrs_CostOfSales,ifrs_DilutedEarningsLossPerShare,ifrs_EarningsPerShareAbstract,ifrs_FinanceCosts,ifrs_FinanceIncome,ifrs_GrossProfit,ifrs_IncomeTaxExpenseContinuingOperations,ifrs_ProfitLoss,ifrs_ProfitLossAttributableToAbstract,ifrs_ProfitLossAttributableToNoncontrollingInterests,ifrs_ProfitLossAttributableToOwnersOfParent,ifrs_ProfitLossBeforeTax,ifrs_Revenue
[001040],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"406,408,776,000",,,,,"41,614,246,000","81,264,011,000",,,,,,,,,,,,,,,,,,,,,,"1,820,175,464,000",,,,,,,,,,,,,,,,,,"4,308,741,000",,,,,,,,,,,249,,,"5,459,515,635,000",,249,,,,,"174,474,421,000","61,471,716,000",,,,"2,226,584,240,000","115,482,525,000",,"142,582,522,000",,"135,498,982,000","7,083,540,000","258,065,047,000",,,"7,686,099,875,000",,,,,,,,,,,,,,,,,
[000120],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52,856,855,890",,,,,"5,803,868,880","24,396,160,417",,,,,,,,,,,,,,,,,,,,,,"153,646,030,360",,,,,,,,,,,,,,-2,,,,"-1,939,721,289",,,,,,,,,,,,,,"2,211,946,185,425",,,,,,,"41,931,929,102","18,640,664,419",,,,"206,502,886,250","3,248,891,299",,"5,784,687,082",,"5,341,036,235","443,650,847","9,033,578,381",,,"2,418,449,071,675",,,,,,,,,,,,,,,,,
[000990],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,627,001,431",,,,,"1,185,474,884","1,642,452,773",,,,,,,,,,,,,,,,,,,,,,"24,468,691,579",,,,,,,,,,,,,,,,,,"-2,001,903,346",,,,,,,,,,,759,,,"118,644,299,141",,759,,,,,"5,803,876,029","1,687,939,960",,,,"65,095,693,010","4,919,922,875",,"32,941,841,886",,0,"32,941,841,886","37,861,764,761","32,941,841,886",0,"183,739,992,151",,,,,,,,,,,,,,,,,
[155660],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,479,378,445",,,,,"466,163,415","653,530,249",,,,,,,,,,,,,,,,,,,,,,"4,057,820,570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,,,"54,433,774,903",,,,,,,"287,367,609","346,819,325",,,,"6,537,199,015","432,240,165",,"1,919,223,162",,"74,959,382","1,844,263,780","2,351,463,327",,,"60,970,973,918",,,,,,,,,,,,,,,,,
[078930],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"689,352,000,000",,,,,"43,098,000,000","10,905,000,000",,,,,,,,,,,,,,,,,,,,,,"470,998,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,274","3,248",26,"3,559,410,000,000",,"3,287","3,261",26,,,"73,428,000,000","10,634,000,000",,,,"1,160,350,000,000","309,638,000,000",,"351,226,000,000",,"41,580,000,000","309,646,000,000","658,751,000,000","349,113,000,000","2,113,000,000","4,719,760,000,000",,,,,,,,,,,,,,,,,
[006360],,,,,,,,"2,676,398,118,867",,,,,,,,,,"95,318,402,539",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"233,323,394,596",,"71,433,938,397",,,"14,686,225,251","59,534,866,232",,,,,,,"3,009,610,543,297",,,,,,,"117,560,571,340",,,,,,,,"120,847,269,236",,,,,,,,,,,,,,,,,,"-77,797,823",,,,,"1,900,664,781",,,,,,"1,748",,,"2,843,150,459,803",,"1,653",,,,,"58,746,475,417","24,310,237,334",,,,"354,170,663,832","18,763,479,003","70,150,008,998","137,288,301,383",,,,"156,051,780,386",,,"3,197,321,123,635",,,,,,,,,,,,,,,,,
[001250],,,,,,,,,,,"12,897,660,688",,,,,"974,126,384,828","23,172,347,218",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,708,039,459",,,,,"9,951,334,282","9,995,056,202",,,,,,,,"16,755,651,928",,,,"1,000,945,484,888","26,038,652,608",,,,,,,,,"19,835,357,231",,,,,,,,,,,,,,,,,,"708,928,792",,,,,,,,,,,73,,,"1,010,196,392,734",,,,,,,"6,499,602,158","1,804,410,923",,,,"33,543,396,690","3,533,628,335",,"6,144,426,761",,"100,983,675","6,043,443,086","9,678,055,096",,,"1,043,739,789,424",,,,,,,,,,,,,,,,,
[028150],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,720,094,338",,,,,"100,418,898","941,459,613",,,,,,,,,,,,,,,,,,,,,,"160,432,612,235",,,,,,,,,,,,,,,,,,"449,281,139",,,,,,,,,,,"3,842",,,"64,727,328,454",,"3,842",,,,,"184,043,503","15,134,865,071",,,,"191,152,706,573","10,837,118,130",,"23,137,869,710",,"-50,105,448","23,187,975,158","33,974,987,840",,,"255,880,035,027",,,,,,,,,,,,,,,,,
[012630],,,,,,,,"50,135,078,464",,,,,,,,"6,295,480,849","215,392,759,562","28,048,629","40,395,275,980",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,834,238,633",,,,,"25,151,750,640","38,180,447,491",,,,,,,"53,732,916,679",,,,,"6,434,745,807","232,777,581,019",,"47,289,944,317",,,,,,,"38,269,461,292",,,,,,,,,,"19,720,394,237",,,,,,,,"3,970,954,853",,,,,,,,,,,,23,0,"331,967,037,721",,,,,,,"12,998,723,502","2,797,156,664",,,,"62,103,699,925","3,027,642,540","53,835,549,824","1,547,287,257",,"796,925,130","750,362,127","4,574,929,797","1,547,287,257",,"394,070,737,646",,,,,,,,,,,,,,,,,
[089470],,,,,,,,,,,,,,,,"6,699,368,408","198,479,170,160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,217,911,687",,,,,"820,855,217","-11,356,465",,,,,,,,,,,,"7,107,526,455","212,093,376,127",,,,,,,,,"10,860,614,086",,,,,,,,,,,,,,,,,,"635,840,239",,,,,,,,,,,27,,,"205,178,538,568",,27,,,,,"1,965,836,567","215,799,074",,,,"14,022,364,014","342,743,704",,"840,270,025",,,"840,270,025","1,183,013,729",,,"219,200,902,582",,,,,,,,,,,,,,,,,
[294870],,,,,,,,"716,514,652,063","753,244,126,935",,,,,,,,,"36,729,474,872",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"118,917,821,352",,"24,514,567,762",,,"12,226,352,673","18,886,663,045",,,,,,,"853,540,319,801",,,,,,,"52,519,871,760",,,,,,,,"51,166,532,220",,,,,,,,,,,,,,,,,,"5,414,531,973",,,,,,,,,,,"1,946","1,946",,"777,758,694,697",,"1,946","1,946",,,,"447,889,824","88,553,544",,,,"161,728,981,617","29,141,672,317","33,427,484,753","85,524,061,888",,,"85,524,061,888","114,665,734,205",,,"939,487,676,314","906,060,191,561",,,,,,,,,,,,,,,,
