,dart_AdvertisingExpenses,dart_AmortisationExpense,dart_BadDebtExpenses,dart_Commissions,dart_CommunicationExpenses,dart_ConferenceExpenses,dart_CostOfSalesFromConstruction,dart_CostOfSalesFromRenderingOfServices,dart_CostOfSalesFromRenderingOfServicesCommission,dart_CostOfSalesFromRenderingOfServicesProcession,dart_CostOfSalesFromRenderingOfServicesRental,dart_CostOfSalesFromRenderingOfServicesTransportation,dart_CostOfSalesFromSaleOfGoods,dart_CostOfSalesFromSaleOfGoodsMerchandises,dart_CostOfSalesFromSaleOfGoodsProduct,dart_CostOfSalesFromSaleOfGoodsRealEstate,dart_CostOfSalesFromServices,dart_DepreciationExpense,dart_DividendIncome,dart_DividendIncomeNonOperating,dart_Donations,dart_EmployeeBenefits,dart_EngagementExpenses,dart_EntertainmentExpenses,dart_ExclusiveLineUseExpense,dart_ExpensesOfProvisionsForRestoration,dart_ExportOverallExpense,dart_FreightExpenses,dart_GainOnForeignExchangeTranslations,dart_GainsForeignCurrencyTransactions,dart_GainsFromCommission,dart_GainsFromFinancialGuaranteeFinancialIncome,dart_GainsOnDisposalsOfAvailableForSaleFinancialAssets,dart_GainsOnDisposalsOfAvailableForSaleFinancialAssetsFinancialIncome,dart_GainsOnDisposalsOfFairValueFinancialAsset,dart_GainsOnDisposalsOfHeldForTradingFinancialAssets,dart_GainsOnDisposalsOfIntangibleAssets,dart_GainsOnDisposalsOfInventory,dart_GainsOnDisposalsOfInvestmentProperty,dart_GainsOnDisposalsOfPropertyPlantAndEquipment,dart_GainsOnForeignCurrencyTransactionsFiancialIncome,dart_GainsOnForeignExchangeTranslationsFinancialIncome,dart_GainsOnSaleOfInvestmentsInAssociates,dart_GainsOnTransactionOfDerivativeFinancialInstrumentsFinancialIncome,dart_GainsOnTransactionOfForeignExchangeForwardFinancialIncome,dart_GainsOnValuationOfDerivativeFinancialInstrumentsFinancialIncome,dart_GainsOnValuationOfFairValueFinancialAsset,dart_GainsOnValuationOfFairValueFinancialAssetFinancialIncome,dart_GainsOnValuationOfForeignExchangeForwardFinancialIncome,dart_GainsOnValuationOfHeldForTradingFinancialAssets,dart_GainsOnValuationOfLongTermFinancialInstruments,dart_ImpairmentLossesOnAssociates,dart_ImpairmentLossesOnAvailableForSaleFinancialAssets,dart_ImpairmentLossesOnAvailableForSaleFinancialAssetsFinancialExpense,dart_ImpairmentLossesOnIntangibleAssets,dart_InsurancePremiums,dart_InterestExpenseFinanceExpense,dart_InterestIncomeFinanceIncome,dart_LeaseholdAdministrationExpense,dart_LentIncome,dart_LossOnForeignExchangeTranslations,dart_LossesForeignCurrencyTransactions,dart_LossesOnDisposalOfAvailableForSaleFinancialAssets,dart_LossesOnDisposalOfFairValueFinancialAsset,dart_LossesOnDisposalOfHeldForTradingFinancialAssets,dart_LossesOnDisposalOfIntangibleAssets,dart_LossesOnDisposalsOfAvailableForSaleFinancialAssetsFinancialExpense,dart_LossesOnDisposalsOfInvestments,dart_LossesOnDisposalsOfPropertyPlantAndEquipment,dart_LossesOnDispositionOfReceivablesFinancialExpense,dart_LossesOnForeignCurrencyTransactionsFiancialExpense,dart_LossesOnForeignExchangeTranslationsFinancialExpense,dart_LossesOnLitigationSettlements,dart_LossesOnTransactionOfDerivativeFinancialInstrumentsFinancialExpense,dart_LossesOnValuationOfDerivativeFinancialInstrumentsFinancialExpense,dart_LossesOnValuationOfFairValueFinancialAssetFinancialExpense,dart_LossesOnValuationOfHeldForTradingFinancialAssets,dart_MembershipExpenses,dart_MiscellaneousExpenses,dart_MiscellaneousIncome,dart_MiscellaneousLosses,dart_NetworkContactSettleExpense,dart_OperatingExpenses,dart_OperatingIncomeLoss,dart_OrdinaryDevelopmentExpense,dart_OtherCostOfSales,dart_OtherFinancialExpenses,dart_OtherFinancialIncome,dart_OtherGains,dart_OtherLosses,dart_PackingExpenses,dart_PersonalExpense,dart_ProductWarrantyExpensesRecovery,dart_ProfitsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,dart_ProvisionForSeveranceIndemnities,dart_PublicationExpenses,dart_RentalExpenses,dart_RepairExpenses,dart_RevenueFromConstruction,dart_RevenueFromRenderingOfServicesCommission,dart_RevenueFromRenderingOfServicesProcession,dart_RevenueFromRenderingOfServicesRental,dart_RevenueFromRenderingOfServicesTransportation,dart_RevenueFromSaleOfGoodsMerchandise,dart_RevenueFromSaleOfGoodsProduct,dart_RevenueFromSaleOfGoodsRealEstate,dart_RevenueFromServices,dart_ReversalOfImpairmentLossesOnIntangibleAssets,dart_ReversalsOfAllowanceForOtherDoubtfulAccounts,dart_SalariesWages,dart_SalesPromotionExpenses,dart_SamplesExpenses,dart_SupplyExpenses,dart_TaxesDues,dart_TotalSellingGeneralAdministrativeExpenses,dart_TrainingExpenses,dart_TravelExpenses,dart_UtilityExpenses,dart_VehicleMaintenanceExpenses,dart_WarrantyExpenses,entity_BasicEarningsLossPerShare,entity_CostOfSales,entity_DilutedEarningsLossPerShare,entity_EarningsPerShareAbstract,entity_FinanceCosts,entity_FinanceIncome,entity_GrossProfit,entity_IncomeStatementAbstract,entity_OperatingExpenses,entity_OperatingIncomeLoss,entity_OtherGains,entity_OtherLosses,entity_Revenue,entity_RevenueFromRenderingOfServices,entity_TotalSellingGeneralAdministrativeExpenses,ifrs_BasicEarningsLossPerShare,ifrs_BasicEarningsLossPerShareFromContinuingOperations,ifrs_BasicEarningsLossPerShareFromDiscontinuedOperations,ifrs_CostOfSales,ifrs_DilutedEarningsLossPerShare,ifrs_DilutedEarningsLossPerShareFromContinuingOperations,ifrs_DilutedEarningsLossPerShareFromDiscontinuedOperations,ifrs_EarningsPerShareAbstract,ifrs_EmployeeBenefitsExpense,ifrs_FinanceCosts,ifrs_FinanceIncome,ifrs_GainsLossesArisingFromDifferenceBetweenPreviousCarryingAmountAndFairValueOfFinancialAssetsReclassifiedAsMeasuredAtFairValue,ifrs_GrossProfit,ifrs_IncomeTaxExpenseContinuingOperations,ifrs_LossesArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,ifrs_OtherRevenue,ifrs_ProfitLoss,ifrs_ProfitLossBeforeTax,ifrs_ProfitLossFromContinuingOperations,ifrs_ProfitLossFromDiscontinuedOperations,ifrs_Revenue,ifrs_RevenueFromDividends,ifrs_RevenueFromRenderingOfServices,ifrs_RevenueFromRoyalties,ifrs_RevenueFromSaleOfGoods,ifrs_SharebasedPaymentTransactions
[001040],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45,421,051,000",,,,,"749,876,000",,,,,,,,,,,,,,,,,,,,,,,,,,"11,256,686,000",,,,,,,,,,,,,"56,677,737,000",,,,,,,,"1,461",,,,"1,458",,,,,"745,498,000","115,377,000",,,"3,854,928,000",,,,"41,685,878,000","45,540,806,000",,,,,,,,
[000120],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31,798,754,728",,,,,"3,088,226,835","18,480,992,408",,,,,,,,,,,,,,,,,,,,,,,,,"81,356,038,329",,,,,,,,,,,,,"750,000,000",,,,,,,,471,,,"1,109,381,389,395",,,,,,"19,894,254,443","15,527,739,500",,"113,154,793,057","3,035,612,597",,,,"8,307,805,995","11,343,418,592",,,"1,222,536,182,452",,,,,
[037560],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,602,387,536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39,091,535",,,,,,,,126,,,"256,157,898,778",,,,,,"5,101,631,754","642,265,966",,,"3,059,854,363",,,,"9,790,095,123","12,849,949,486",,,"275,186,064,963",,,,,
[000990],"38,186,364","2,221,501,772","37,047","2,624,206,800","41,075,255",,,,,,,,,,"111,311,462,229",,,"192,917,001",,"1,000,000",,"866,545,275","145,063,366",,,,,"303,009,512","479,729,715","1,052,230,582",,,,,,,,,,"130,840,275","806,801,505","6,648,135,607",,,,"471,587,460",,,,,,,,,"37,806,778","26,776,559","8,265,344,598","482,763,452",,"24,537,500","2,084,463,092","4,111,549,545",,,,,,,"23,012,174",,"30,858,427","2,104,356,926",,,,,,,,"249,428,805","100,291,568",,,"51,547,323,638","13,446,013,580",,,,"1,937,766,877","6,357,123,157",,,"279,512,089",,"732,089,808","61,371,207","490,910,392","18,066,681",,,,,,,"186,292,618,794",,,,0,"5,084,548,657",,,"63,348,706","212,753,485","27,601,914,183","128,884,410","157,699,106",,"32,160,282",,,0,,,,,,"498,125,000",,,,,0,,"435,236,829",776,,,"111,311,462,229",776,,,,,"10,400,559,951","8,409,288,024",,"79,149,237,821","11,071,493,143",,,"4,168,081,256","33,567,077,288","44,638,570,431",,,"190,460,700,050",,,,,
[155660],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,139,341,816",,,,,"770,248,160","1,118,321,047",,,,,,,,,,,,,,,,,,,,,,,,,"3,797,538,351",,,,,,,,,,,,,,,,,,,,,210,,,"36,613,402,771",,,,,,"282,884,396","845,260,349",,"7,936,880,167","988,825,994",,,,"3,364,818,888","4,353,644,882",,,"44,550,282,938",,,,,
[078930],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[006360],,,,,,,"2,127,360,852,919",,,,,,,,,"165,375,310,879",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"84,426,995,043",,"41,246,367,029",,,"191,029,093,658","420,565,531,872",,,,,,,,,"2,220,347,814,062",,,,,,,"249,941,032,423",,,,,,,,,"87,387,400,607",,,,,,,,,,,,,,,,,,,,,,,,"2,333,982,530,827",,,,,,"61,118,051,569","191,417,471,019",,"171,814,395,650","422,827,311",,,"35,508,079,992","-15,232,851,032","-14,810,023,721",,,"2,505,796,926,477",,,,,
[001250],,,,,,,,,"10,652,041,383",,,,,"646,103,401,334",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,910,010,520",,,,,"58,905,379,721","53,721,695,981",,,,,,,,,,"12,504,805,833",,,,"665,451,027,554",,,,,,,,,,,"14,290,380,150",,,,,,,,,,,,,,,,,,,,,103,,,"656,755,442,717",,,,,,"3,491,783,944","1,457,093,424",,"21,200,390,670","1,595,251,898",,,,"8,463,751,842","10,059,003,740",,,"677,955,833,387",,,,,
[028150],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44,005,267,295",,,,,"91,280,412","114,239,032",,,,,,,,,,,,,,,,,,,,,,,,,"212,802,571,570",,,,,,,,,,,,,"10,320,053,042",,,,,,,,"4,363",,,"13,591,197,579","4,363",,,,,"211,042,154","4,131,480,735",,"256,807,838,865","11,163,086,293",,,,"26,419,607,921","37,582,694,214",,,"270,399,036,444",,,,,
[089470],,,,,,,,,,,,,"170,867,124,549","6,617,224,283","164,249,900,266",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,982,224,023",,,,,"2,014,009,187","5,156,982",,,,,,,,,,,,,,"7,403,621,985","179,199,064,854",,,,,,,,,,"8,753,338,267",,,,,,,,,,,,,,,,,,,,,157,,,"170,867,124,549",157,,,,,"4,358,131,044","1,984,737,323",,"15,735,562,290","1,712,489,020",,,,"4,905,193,487","6,617,682,507",,,"186,602,686,839",,,,"186,602,686,839",
[024120],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,656,912,791",,,,,"651,214,779","8,638,741",,,,,,,,,,,,,,,,,,,,,,,,,"1,337,611,019",,,,,,,,,,,,,,,,,,,,,84,,,"33,248,041,594",,,,,,"3,894,945,569","652,712,262",,"4,994,523,810","87,690,764",,,,"969,564,758","1,057,255,522",,,"38,242,565,404",,,,,
