,dart_AccruedExpensesGross,dart_AccruedIncomeGross,dart_AccumulatedDepreciationBuildingsGross,dart_AccumulatedDepreciationConstructionInProgressGross,dart_AccumulatedDepreciationCurrentBiologicalAssetsGross,dart_AccumulatedDepreciationFixturesAndFittingsGross,dart_AccumulatedDepreciationMachineryGross,dart_AccumulatedDepreciationOfficeEquipmentGross,dart_AccumulatedDepreciationOtherPropertyPlantAndEquipmentGross,dart_AccumulatedDepreciationStructureGross,dart_AccumulatedDepreciationTangibleExplorationAndEvaluationAssetsGross,dart_AccumulatedDepreciationVehiclesGross,dart_AccumulatedImpairmentLossBuildingsGross,dart_AccumulatedImpairmentLossFinishedGoodsGross,dart_AccumulatedImpairmentLossGoodsInTransitGross,dart_AccumulatedImpairmentLossMachineryGross,dart_AccumulatedImpairmentLossMerchandiseGross,dart_AccumulatedImpairmentLossOfficeEquipmentGross,dart_AccumulatedImpairmentLossOtherInventoriesGross,dart_AccumulatedImpairmentLossOtherPropertyPlantAndEquipmentGross,dart_AccumulatedImpairmentLossProductionSuppliesGross,dart_AccumulatedImpairmentLossRawMaterialsGross,dart_AccumulatedImpairmentLossStructureGross,dart_AccumulatedImpairmentLossSuppliesGross,dart_AccumulatedImpairmentLossVehiclesGross,dart_AccumulatedImpairmentLossWorkInProgressGross,dart_AdvancesCustomers,dart_AllowanceForDoubtfulAcccountAccruedIncomeGross,dart_AllowanceForDoubtfulAcccountLongTermAccruedIncomeGross,dart_AllowanceForDoubtfulAcccountLongTermDepositsProvidedGross,dart_AllowanceForDoubtfulAcccountLongTermOtherReceivablesGross,dart_AllowanceForDoubtfulAcccountLongTermTradeReceivablesGross,dart_AllowanceForDoubtfulAcccountNonCurrentLoansAndReceivablesGross,dart_AllowanceForDoubtfulAcccountNonCurrentReceivablesGross,dart_AllowanceForDoubtfulAcccountShortTermAccruedIncome,dart_AllowanceForDoubtfulAcccountShortTermAdvancePayments,dart_AllowanceForDoubtfulAcccountShortTermDepositsProvided,dart_AllowanceForDoubtfulAcccountShortTermLoansAndReceivables,dart_AllowanceForDoubtfulAcccountShortTermOtherReceivables,dart_AllowanceForDoubtfulAcccountShortTermTradeReceivable,dart_AllowanceForDoubtfulAcccountTradeReceivableGross,dart_BrandNamesGross,dart_BuildingsGross,dart_ComputerSoftwareGross,dart_ConstructionInProgressGross,dart_ContributedEquity,dart_CopyrightsPatentsAndOtherIndustrialPropertyRightsServiceAndOperatingRightsGross,dart_CurrentAvailableForSaleFinancialAssets,dart_CurrentBiologicalAssetsGross,dart_CurrentFairValueFinancialAsset,dart_CurrentFinancialAssetsHeldToMaturity,dart_ElementsOfOtherStockholdersEquity,dart_FairValueOfPlanAssets,dart_FinancialAssetsHeldToMaturity,dart_FinancialInstruments,dart_FinishedGoodsGross,dart_FixturesAndFittingsGross,dart_GoodsInTransitGross,dart_GoodwillGross,dart_GovernmentGrantsBrandNamesGross,dart_GovernmentGrantsBuildingsGross,dart_GovernmentGrantsComputerSoftwareGross,dart_GovernmentGrantsConstructionInProgressGross,dart_GovernmentGrantsCopyrightsPatentsAndOtherIndustrialPropertyRightsServiceAndOperatingRightsGross,dart_GovernmentGrantsCurrentBiologicalAssetsGross,dart_GovernmentGrantsFixturesAndFittingsGross,dart_GovernmentGrantsGoodwillGross,dart_GovernmentGrantsIntangibleAssetsUnderDevelopmentGross,dart_GovernmentGrantsIntangibleExplorationAndEvaluationAssetsGross,dart_GovernmentGrantsLandGross,dart_GovernmentGrantsMachineryGross,dart_GovernmentGrantsOfficeEquipmentGross,dart_GovernmentGrantsOtherIntangibleAssetsGross,dart_GovernmentGrantsOtherPropertyPlantAndEquipmentGross,dart_GovernmentGrantsStructureGross,dart_GovernmentGrantsTangibleExplorationAndEvaluationAssetsGross,dart_GovernmentGrantsVehiclesGross,dart_IntangibleAssetsUnderDevelopmentGross,dart_IntangibleExplorationAndEvaluationAssetsGross,dart_IssuedCapitalOfCommonStock,dart_IssuedCapitalOfPreferredStock,dart_LandGross,dart_LegalReserve,dart_LicencesAndFranchisesGross,dart_LoansAndReceivablesGross,dart_LongTermAccruedExpensesGross,dart_LongTermAccruedIncomeGross,dart_LongTermAdvancePaymentsGross,dart_LongTermAdvancesCustomers,dart_LongTermBorrowingsGross,dart_LongTermDepositsProvidedGross,dart_LongTermFinancialInstruments,dart_LongTermGuaranteeDepositRentGross,dart_LongTermLoansAndReceivablesGross,dart_LongTermOtherPayablesGross,dart_LongTermOtherReceivablesGross,dart_LongTermPrepaidExpenses,dart_LongTermTradeAndOtherNonCurrentPayables,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,dart_LongTermTradePayablesGross,dart_LongTermTradeReceivablesGross,dart_LongTermWithholdingsBanks,dart_MachineryGross,dart_MerchandiseGross,dart_NonCurrentAvailableForSaleFinancialAssets,dart_NonCurrentBiologicalAssetsGross,dart_NonCurrentFairValueFinancialAsset,dart_NonCurrentFinancialAssetsHeldToMaturity,dart_NonCurrentReceivablesGross,dart_OfficeEquipmentGross,dart_OtherCapitalSurplus,dart_OtherComprehensiveIncomeLossAccumulatedAmount,dart_OtherIntangibleAssetsGross,dart_OtherInventoriesGross,dart_OtherPayablesGross,dart_OtherPropertyPlantAndEquipmentGross,dart_OtherReceivablesGross,dart_PaymentsOfIncomeTaxesPayable,dart_PostemploymentBenefitObligations,dart_PresentValueDiscountsLongTermAccruedExpensesGross,dart_PresentValueDiscountsLongTermBorrowingsGross,dart_PresentValueDiscountsLongTermGuaranteeDepositRentGross,dart_PresentValueDiscountsLongTermOtherPayablesGross,dart_PresentValueDiscountsLongTermOtherReceivablesGross,dart_PresentValueDiscountsLongTermTradeReceivablesGross,dart_PresentValueDiscountsNonCurrentLoansAndReceivablesGross,dart_PresentValueDiscountsShortTermLoansAndReceivables,dart_PresentValueDiscountsShortTermOtherPayables,dart_PresentValueDiscountsShortTermOtherReceivables,dart_PresentValueOfDefinedBenefitObligation,dart_ProductionSuppliesGross,dart_RawMaterialsGross,dart_RecipesFormulaeModelsDesignsAndPrototypesGross,dart_RetainedEarningsBeforeAppropriationsAccumulatedDeficitBeforeDisposition,dart_ShortTermAccruedExpenses,dart_ShortTermAccruedIncome,dart_ShortTermAdvancePayments,dart_ShortTermAdvancesCustomers,dart_ShortTermBorrowings,dart_ShortTermDepositsProvided,dart_ShortTermFinancialInstrumentsGross,dart_ShortTermGuaranteeDepositRent,dart_ShortTermLoansAndReceivables,dart_ShortTermOtherPayables,dart_ShortTermOtherReceivables,dart_ShortTermPrepaidExpenses,dart_ShortTermTradePayables,dart_ShortTermTradeReceivable,dart_ShortTermWithholdings,dart_StructureGross,dart_SuppliesGross,dart_TangibleExplorationAndEvaluationAssetsGross,dart_TradePayablesGross,dart_TradeReceivableGross,dart_VehiclesGross,dart_VoluntaryReserves,dart_WithholdingsBanks,dart_WorkInProgressGross,entity_AssetsAbstract,entity_Borrowings,entity_CashAndCashEquivalents,entity_ContributedEquity,entity_CurrentAssets,entity_CurrentLiabilities,entity_CurrentProvisions,entity_CurrentTaxAssets,entity_CurrentTaxLiabilities,entity_DeferredTaxAssets,entity_DeferredTaxLiabilities,entity_ElementsOfOtherStockholdersEquity,entity_Equity,entity_EquityAbstract,entity_IntangibleAssetsOtherThanGoodwill,entity_Inventories,entity_InvestmentAccountedForUsingEquityMethod,entity_InvestmentProperty,entity_InvestmentsInSubsidiariesJointVenturesAndAssociates,entity_IssuedCapital,entity_LiabilitiesAbstract,entity_LiabilitiesIncludedInDisposalGroupsClassifiedAsHeldForSale,entity_LongTermBorrowingsGross,entity_LongTermTradeAndOtherNonCurrentPayables,entity_LongTermTradeAndOtherNonCurrentReceivablesGross,entity_NonCurrentReceivablesGross,entity_NoncurrentAssets,entity_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale,entity_NoncurrentLiabilities,entity_NoncurrentProvisions,entity_OtherCapitalSurplus,entity_OtherComprehensiveIncomeLossAccumulatedAmount,entity_OtherCurrentFinancialAssets,entity_OtherCurrentFinancialLiabilities,entity_OtherCurrentNonfinancialAssets,entity_OtherCurrentNonfinancialLiabilities,entity_OtherEquityInterest,entity_OtherFinancialAssets,entity_OtherNoncurrentFinancialAssets,entity_OtherNoncurrentFinancialLiabilities,entity_OtherNoncurrentNonfinancialAssets,entity_OtherNoncurrentNonfinancialLiabilities,entity_OtherNonfinancialAssets,entity_PaymentsOfIncomeTaxesPayable,entity_PostemploymentBenefitObligations,entity_PropertyPlantAndEquipment,entity_RetainedEarnings,entity_SharePremium,entity_ShortTermBorrowings,entity_StatementOfFinancialPositionAbstract,entity_TradeAndOtherCurrentPayables,entity_TradeAndOtherCurrentReceivables,entity_TradeAndOtherPayables,entity_VoluntaryReserves,ifrs_Assets,ifrs_AssetsAbstract,ifrs_BalancesWithBanks,ifrs_Borrowings,ifrs_Cash,ifrs_CashAndCashEquivalents,ifrs_CashEquivalents,ifrs_CashOnHand,ifrs_CurrentAssets,ifrs_CurrentLiabilities,ifrs_CurrentPortionOfLongtermBorrowings,ifrs_CurrentProvisions,ifrs_CurrentProvisionsForEmployeeBenefits,ifrs_CurrentTaxAssets,ifrs_CurrentTaxLiabilities,ifrs_DeferredTaxAssets,ifrs_DeferredTaxLiabilities,ifrs_Equity,ifrs_EquityAbstract,ifrs_EquityAndLiabilities,ifrs_IntangibleAssetsOtherThanGoodwill,ifrs_Inventories,ifrs_InvestmentAccountedForUsingEquityMethod,ifrs_InvestmentProperty,ifrs_InvestmentsInAssociates,ifrs_InvestmentsInJointVentures,ifrs_InvestmentsInSubsidiaries,ifrs_InvestmentsInSubsidiariesJointVenturesAndAssociates,ifrs_IssuedCapital,ifrs_Liabilities,ifrs_LiabilitiesAbstract,ifrs_LiabilitiesIncludedInDisposalGroupsClassifiedAsHeldForSale,ifrs_LongtermLegalProceedingsProvision,ifrs_LongtermMiscellaneousOtherProvisions,ifrs_LongtermOnerousContractsProvision,ifrs_LongtermProvisionForDecommissioningRestorationAndRehabilitationCosts,ifrs_LongtermRestructuringProvision,ifrs_LongtermWarrantyProvision,ifrs_NoncurrentAssets,ifrs_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForDistributionToOwners,ifrs_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale,ifrs_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,ifrs_NoncurrentLiabilities,ifrs_NoncurrentPayables,ifrs_NoncurrentProvisions,ifrs_NoncurrentProvisionsForEmployeeBenefits,ifrs_OtherCashAndCashEquivalents,ifrs_OtherCurrentFinancialAssets,ifrs_OtherCurrentFinancialLiabilities,ifrs_OtherCurrentNonfinancialAssets,ifrs_OtherCurrentNonfinancialLiabilities,ifrs_OtherDemandDeposits,ifrs_OtherEquityInterest,ifrs_OtherFinancialAssets,ifrs_OtherFinancialLiabilities,ifrs_OtherLongtermProvisions,ifrs_OtherNoncurrentFinancialAssets,ifrs_OtherNoncurrentFinancialLiabilities,ifrs_OtherNoncurrentNonfinancialAssets,ifrs_OtherNoncurrentNonfinancialLiabilities,ifrs_OtherNonfinancialAssets,ifrs_OtherShorttermProvisions,ifrs_PropertyPlantAndEquipment,ifrs_Provisions,ifrs_RetainedEarnings,ifrs_SharePremium,ifrs_ShorttermDepositsClassifiedAsCashEquivalents,ifrs_ShorttermLegalProceedingsProvision,ifrs_ShorttermMiscellaneousOtherProvisions,ifrs_ShorttermOnerousContractsProvision,ifrs_ShorttermProvisionForDecommissioningRestorationAndRehabilitationCosts,ifrs_ShorttermRestructuringProvision,ifrs_ShorttermWarrantyProvision,ifrs_TradeAndOtherCurrentPayables,ifrs_TradeAndOtherCurrentReceivables,ifrs_TradeAndOtherPayables,ifrs_TradeAndOtherReceivables,ifrs_TreasuryShares
[060310],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,870,396,500",,,,,,"-350,579,425",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,069,690,000",,,,,,,,,"341,457,006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,033,300,000",,,,,,,,,,,,,,,,,,,,,,,,"556,330,351","636,636,388",,,,,,,,"38,198,157,187",,,,,,,,,,,,,"2,876,922,411",,"3,253,318,489",,,,,,,,,,,,,,,,,,,,,,,,,,"58,671,158,164",,,,,"1,111,262,861",,,"14,466,871,449","16,445,631,879","2,276,040,000","74,638,249",,"6,641,582",,,,"35,844,346,826",,"58,671,158,164","1,873,407,595","1,761,275,282",,"1,483,437,813",,,,"428,606,615","20,870,396,500","22,826,811,338",,,,,,,,,"44,204,286,715",,,,"6,381,179,459",,,,,,,,,,,,,,,"58,170,970",,,,,"36,655,078,350",,"-22,873,627,436",,,,,,,,,"3,194,542,152","8,256,042,871",,,
[095570],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"86,206,404,246",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"76,750,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"143,072,525,199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"662,452,444,788",,,,,"30,330,053,412",,,"105,565,240,553","233,847,000,568","45,010,307,354",,,,"2,032,086,298",,"6,742,257,147","271,348,186,124",,"662,452,444,788","6,587,223,329","6,949,132,318",,,,,,"202,339,696,279",,"391,104,258,664",,"75,890,676,017",,,,,,,"556,887,204,235",,,,"157,257,258,096","49,944,713,923",,,,"29,530,846,437","16,650,041,004","5,243,742,492","3,895,415,447",,,,,,"4,092,541,461","14,363,882,780","773,164,329",,,,"338,725,934,831",,,,,,,,,,,"13,618,474,448","33,511,465,894",,,
[068400],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,073,150,000",,,,,,"-31,356,052,280",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"289,004,801,758",,,,,,,,,"5,548,736,464",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"411,657,570,576",,,,,,,,,,,,,,,,,,,,,,,,"3,982,212,241","28,966,156,065",,,,,,,,"2,553,733,561",,,,,,,,,,,,,"5,264,216,573",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,034,614,114,578",,,,,"18,632,948,182",,,"75,317,305,636","497,020,369,728",,,,,"2,532,582,221","1,920,978,300",,"224,355,324,560",,"1,034,614,114,578","3,373,297,221","3,959,965,402",,,,,,"11,512,250,000",,"810,258,790,018",,,,,,,,,"959,296,808,942",,,,"313,238,420,290",,,,,,,"11,249,091,033","12,288,016,675",,,,,,"5,000,000","24,233,618,532","7,385,570,588",,,,"904,160,253,595",,"151,059,818,889",,,,,,,,,"41,576,044,191","37,493,088,778",,,
[006840],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"66,237,805,000",,,,,,"-10,106,611,190",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"678,024,442",,,,,,,,,,,,,,,,,,,,"50,115,000,000",,,,,,,,,,,,,,,,,,,,,,,,"16,406,361,420",,,,,,,,,"229,021,679,342",,,,,,,,,,,,,"3,216,600,000",,"297,015,136",,,,,,,,,,,,,,,,,,,,,,,,,,"534,971,828,246",,,,,"1,183,998",,,"16,488,203,821","58,523,240,978",,,,0,"976,947,706","25,032,692",,"475,473,547,690",,"534,971,828,246","12,198,771,260",,,,,,,"502,743,205,335",,"59,498,280,556",,,,,,,,,"518,483,624,425",,,,"975,039,578",,,,,,,"80,658,403","218,111,287",,,,,,,,0,,,,,,"190,320,674,538",,,,,,,,,"7,213,181,985",,,,
[054620],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"96,599,110,991",,,,,,"-21,889,265,958",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,750,000,000",,,,,,,,,"1,029,691,197",,,,,,,,,,,,,,,,,,,,"3,310,814,986",,,,,,,,,,,,,,,,,,,,"26,663,173,190",,,,,,,,,,,,,,,,,,,,,,,,,"8,818,383,066",,,,,,,,,,,,,,,,,,,,,"59,532,813",,"228,476,550",,,,,,,,,,,,,,,,,,,,,,,,,,"269,994,395,293",,,,,"32,757,660,144",,,"143,498,834,410","126,594,124,600",,"2,062,263,348",,"20,431,911","1,434,429,420","5,070,269,537",,"123,057,121,170",,"269,994,395,293","18,664,744,466","38,336,087,979",,,,,,"19,959,250,300","12,804,980,500","146,937,274,123",,,,,,,,,"126,495,560,883",,,,"20,343,149,523",,"1,053,857,987",,,,,"12,857,202,003","53,719,903,427",,,,,,"3,983,000,000",,,,,,"76,524,206,350",,"48,347,276,137","83,794,130,491",,,,,,,,"33,895,972,149","57,191,780,168",,,
[211270],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,781,448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"505,510,000",,,,,,,,,"45,698,315,868",,,,,,,,,,,,,"109,830,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"71,858,991,111",,,,,"55,401,433,753",,,"63,580,828,072","3,783,636,638",,,,,"644,008,488",,"5,807,641","67,852,541,907",,"71,858,991,111",,"3,560,169,282",,,,,,,,"4,006,449,204",,,,,,,,,"8,278,163,039",,,,"222,812,566",,"217,004,925",,,"2,855,662","204,042,500","400,992,275","1,110,110,378",,,,,,,0,,,,,"6,414,959,604",,"15,577,574,591",,,,,,,,,"1,825,475,272","3,709,867,100",,,
[027410],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,494,613,398",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,955,656,403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,000,000,000","21,328,846,900",,,,,,,,,,,,,,,,,,,,,"6,653,206,979",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,491,119,701,481",,,,,"75,272,593,944",,,"696,787,842,418","607,867,383,969",,"5,103,775,655",,,"24,777,694,284",,"9,555,015,250","710,715,790,398",,"1,491,119,701,481","44,522,939,475","54,578,274,859",,"22,252,318,119",,,,"217,995,577,879",,"780,403,911,083",,,,,,,,,"794,331,859,063",,,,"172,536,527,114",,"878,158,549",,,,"129,109,579,982","10,117,745,905",,,,,,,,"147,037,179,087","29,725,408,847","12,110,517,825",,,"306,592,324,499",,"629,707,824,566",,,,,,,,,"427,547,487,148","24,301,494,164",,,
[001460],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,620,000,000",,,,,,"4,193,723,934",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,100,000,000",,,,,,,"117,800,000,000",,"5,000,000",,,,,,"55,456,571,284","70,919,933",,,,,,"1,644,981,014",,,,,,"4,542,609,624",,,,,,,,"1,470,462,997",,,,,,,,,,,,,,,"6,875,738,128",,,,,"63,222,754,849",,,,,,,,,,,,,,,,,"371,441,055,936",,,,,,,,"18,991,208,264",,,,,,,,,,,,,,,,,,,,,"583,979,207",,,,,,,,,,,,,,,,,,,,,,,,,,,,"707,059,973,643",,,,,"307,753,168",,,"93,438,954,032","123,338,724,842","24,000,000,000",,,,"2,092,438,220",,"643,020,326","392,230,517,998",,"707,059,973,643","241,222,919","67,235,603,902",,"541,324,414,410",,,,"15,806,046,192","4,200,000,000","314,829,455,645",,,,,,,,,"613,621,019,611",,,,"191,490,730,803",,"369,558,416",,,"12,261,796,241","886,277,039","511,817,883","4,712,647,524",,,,,,"1,649,981,014","15,751,117,780",,,,,"53,944,455,936",,"380,416,794,064","3,420,000,000",,,,,,,,"9,433,398,946","13,121,982,838",,,"348,885,690"
[032040],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71,387,104,500",,,,,,"11,493,043,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,439,436,320",,,,,,,,,,,,,,,,,,,,"17,319,079,282",,,,,,,,,,,,,,,,,,,,"29,937,049,531",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,477,215,363",,,,,,,,,,,,,"9,607,315,510",,"8,336,697,179",,,,,,,,,,,,,,,,,,,,,,,,,,"158,650,277,990",,,,,"5,247,676,611",,,"111,760,886,901","50,945,248,393",,,,,"1,311,820,943","4,910,025,974",,"81,809,043,606",,"158,650,277,990","528,702,818",,,"1,790,739,052",,,,"18,165,809,465",,"76,841,234,384",,,,,,,,,"46,889,391,089",,,,"25,895,985,991",,,,,"87,686,722,814","6,031,975,621","2,366,482,863","80,215,369",,,,,,"154,000,000","240,209,530","5,666,174,355",,,,"3,627,187,595",,"2,406,111,461",,,,,,,,,"13,584,186,929","16,460,004,613",,,
[001040],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,147,868,445,000",,,,,,"-162,518,433,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,552,522,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"97,649,760,000","40,519,965,000",,,,,,,,,,,,,,,,,,,,,"6,984,130,000",,"99,844,440,000",,,,,,,,,,,,,,,,,,,,,,,,,,"2,979,167,244,000",,,,,"52,681,501,000",,,"185,096,075,000","198,679,567,000","149,911,779,000",,,,,"45,523,187,000",,"2,669,917,380,000",,"2,979,167,244,000","16,782,969,000",,,"39,735,692,000",,,,,"157,762,310,000","309,249,864,000",,,,,,,,,"2,794,071,169,000",,,,"110,570,297,000",,,,,"33,007,536,000","6,161,755,000","1,757,278,000","2,086,068,000",,,,,,"4,597,672,000",,,"4,173,335,000",,,"6,119,376,000",,"1,684,567,368,000","990,106,135,000",,,,,,,,,,,,
[079160],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,580,656,500",,,,,,"-4,592,791,221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95,210,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,934,694,667","6,672,032,241",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"79,929,355,936",,,,,,,,"89,157,245,168",,,,,,,,,,,,,"22,527,610,283",,"26,875,317,789",,,,,,,,,,,,,,,,,,,,,,,,,,"1,179,814,457,664",,,,,"83,487,756,776",,,"167,797,031,938","293,750,950,340","19,991,961,380",,,,,,"13,586,654,869","523,826,753,687",,"1,179,814,457,664",,"3,180,279,509",,,,,,,,"655,987,703,977",,,,,,,,,"1,012,017,425,726",,,,"362,236,753,637",,,,,"10,436,105,531","4,657,694,976","23,402,700,255","73,582,411,620",,,,,,"54,547,178,394","1,883,125,719","70,402,795,742","18,489,711,975",,,"418,836,871,265",,"428,681,643,240",,,,,,,,,"52,566,860,373","47,290,189,867",,,
