,dart_AccruedExpensesGross,dart_AccruedIncomeGross,dart_AccumulatedDepreciationBuildingsGross,dart_AccumulatedDepreciationConstructionInProgressGross,dart_AccumulatedDepreciationCurrentBiologicalAssetsGross,dart_AccumulatedDepreciationFixturesAndFittingsGross,dart_AccumulatedDepreciationMachineryGross,dart_AccumulatedDepreciationOfficeEquipmentGross,dart_AccumulatedDepreciationOtherPropertyPlantAndEquipmentGross,dart_AccumulatedDepreciationStructureGross,dart_AccumulatedDepreciationTangibleExplorationAndEvaluationAssetsGross,dart_AccumulatedDepreciationVehiclesGross,dart_AccumulatedImpairmentLossBuildingsGross,dart_AccumulatedImpairmentLossFinishedGoodsGross,dart_AccumulatedImpairmentLossGoodsInTransitGross,dart_AccumulatedImpairmentLossMachineryGross,dart_AccumulatedImpairmentLossMerchandiseGross,dart_AccumulatedImpairmentLossOfficeEquipmentGross,dart_AccumulatedImpairmentLossOtherInventoriesGross,dart_AccumulatedImpairmentLossOtherPropertyPlantAndEquipmentGross,dart_AccumulatedImpairmentLossProductionSuppliesGross,dart_AccumulatedImpairmentLossRawMaterialsGross,dart_AccumulatedImpairmentLossStructureGross,dart_AccumulatedImpairmentLossSuppliesGross,dart_AccumulatedImpairmentLossVehiclesGross,dart_AccumulatedImpairmentLossWorkInProgressGross,dart_AdvancesCustomers,dart_AllowanceForDoubtfulAcccountAccruedIncomeGross,dart_AllowanceForDoubtfulAcccountLongTermAccruedIncomeGross,dart_AllowanceForDoubtfulAcccountLongTermAdvancePaymentsGross,dart_AllowanceForDoubtfulAcccountLongTermDepositsProvidedGross,dart_AllowanceForDoubtfulAcccountLongTermOtherReceivablesGross,dart_AllowanceForDoubtfulAcccountLongTermTradeReceivablesGross,dart_AllowanceForDoubtfulAcccountNonCurrentLoansAndReceivablesGross,dart_AllowanceForDoubtfulAcccountNonCurrentReceivablesGross,dart_AllowanceForDoubtfulAcccountShortTermAccruedIncome,dart_AllowanceForDoubtfulAcccountShortTermAdvancePayments,dart_AllowanceForDoubtfulAcccountShortTermDepositsProvided,dart_AllowanceForDoubtfulAcccountShortTermLoansAndReceivables,dart_AllowanceForDoubtfulAcccountShortTermOtherReceivables,dart_AllowanceForDoubtfulAcccountShortTermTradeReceivable,dart_AllowanceForDoubtfulAcccountTradeReceivableGross,dart_BrandNamesGross,dart_BuildingsGross,dart_ComputerSoftwareGross,dart_ConstructionInProgressGross,dart_ContributedEquity,dart_CopyrightsPatentsAndOtherIndustrialPropertyRightsServiceAndOperatingRightsGross,dart_CurrentAvailableForSaleFinancialAssets,dart_CurrentBiologicalAssetsGross,dart_CurrentFairValueFinancialAsset,dart_CurrentFinancialAssetsHeldToMaturity,dart_ElementsOfOtherStockholdersEquity,dart_FairValueOfPlanAssets,dart_FinancialAssetsHeldToMaturity,dart_FinancialInstruments,dart_FinishedGoodsGross,dart_FixturesAndFittingsGross,dart_GoodsInTransitGross,dart_GoodwillGross,dart_GovernmentGrantsBrandNamesGross,dart_GovernmentGrantsBuildingsGross,dart_GovernmentGrantsComputerSoftwareGross,dart_GovernmentGrantsConstructionInProgressGross,dart_GovernmentGrantsCopyrightsPatentsAndOtherIndustrialPropertyRightsServiceAndOperatingRightsGross,dart_GovernmentGrantsCurrentBiologicalAssetsGross,dart_GovernmentGrantsFixturesAndFittingsGross,dart_GovernmentGrantsGoodwillGross,dart_GovernmentGrantsIntangibleAssetsUnderDevelopmentGross,dart_GovernmentGrantsLandGross,dart_GovernmentGrantsLicencesAndFranchisesGross,dart_GovernmentGrantsMachineryGross,dart_GovernmentGrantsOfficeEquipmentGross,dart_GovernmentGrantsOtherIntangibleAssetsGross,dart_GovernmentGrantsOtherPropertyPlantAndEquipmentGross,dart_GovernmentGrantsStructureGross,dart_GovernmentGrantsTangibleExplorationAndEvaluationAssetsGross,dart_GovernmentGrantsVehiclesGross,dart_IntangibleAssetsUnderDevelopmentGross,dart_IntangibleExplorationAndEvaluationAssetsGross,dart_IssuedCapitalOfCommonStock,dart_IssuedCapitalOfPreferredStock,dart_LandGross,dart_LegalReserve,dart_LicencesAndFranchisesGross,dart_LoansAndReceivablesGross,dart_LongTermAccruedExpensesGross,dart_LongTermAccruedIncomeGross,dart_LongTermAdvancePaymentsGross,dart_LongTermAdvancesCustomers,dart_LongTermBorrowingsGross,dart_LongTermDepositsProvidedGross,dart_LongTermFinancialInstruments,dart_LongTermGuaranteeDepositRentGross,dart_LongTermLoansAndReceivablesGross,dart_LongTermOtherPayablesGross,dart_LongTermOtherReceivablesGross,dart_LongTermPrepaidExpenses,dart_LongTermTradeAndOtherNonCurrentPayables,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,dart_LongTermTradePayablesGross,dart_LongTermTradeReceivablesGross,dart_LongTermWithholdingsBanks,dart_MachineryGross,dart_MerchandiseGross,dart_NonCurrentAvailableForSaleFinancialAssets,dart_NonCurrentBiologicalAssetsGross,dart_NonCurrentFairValueFinancialAsset,dart_NonCurrentFinancialAssetsHeldToMaturity,dart_NonCurrentReceivablesGross,dart_OfficeEquipmentGross,dart_OtherCapitalSurplus,dart_OtherComprehensiveIncomeLossAccumulatedAmount,dart_OtherIntangibleAssetsGross,dart_OtherInventoriesGross,dart_OtherPayablesGross,dart_OtherPropertyPlantAndEquipmentGross,dart_OtherReceivablesGross,dart_PaymentsOfIncomeTaxesPayable,dart_PostemploymentBenefitObligations,dart_PresentValueDiscountsLongTermAccruedExpensesGross,dart_PresentValueDiscountsLongTermBorrowingsGross,dart_PresentValueDiscountsLongTermGuaranteeDepositRentGross,dart_PresentValueDiscountsLongTermOtherPayablesGross,dart_PresentValueDiscountsLongTermOtherReceivablesGross,dart_PresentValueDiscountsLongTermTradeReceivablesGross,dart_PresentValueDiscountsNonCurrentLoansAndReceivablesGross,dart_PresentValueDiscountsShortTermLoansAndReceivables,dart_PresentValueDiscountsShortTermOtherPayables,dart_PresentValueDiscountsShortTermOtherReceivables,dart_PresentValueOfDefinedBenefitObligation,dart_ProductionSuppliesGross,dart_RawMaterialsGross,dart_RecipesFormulaeModelsDesignsAndPrototypesGross,dart_RetainedEarningsBeforeAppropriationsAccumulatedDeficitBeforeDisposition,dart_ShortTermAccruedExpenses,dart_ShortTermAccruedIncome,dart_ShortTermAdvancePayments,dart_ShortTermAdvancesCustomers,dart_ShortTermBorrowings,dart_ShortTermDepositsProvided,dart_ShortTermFinancialInstrumentsGross,dart_ShortTermGuaranteeDepositRent,dart_ShortTermLoansAndReceivables,dart_ShortTermOtherPayables,dart_ShortTermOtherReceivables,dart_ShortTermPrepaidExpenses,dart_ShortTermTradePayables,dart_ShortTermTradeReceivable,dart_ShortTermWithholdings,dart_StructureGross,dart_SuppliesGross,dart_TangibleExplorationAndEvaluationAssetsGross,dart_TradePayablesGross,dart_TradeReceivableGross,dart_VehiclesGross,dart_VoluntaryReserves,dart_WithholdingsBanks,dart_WorkInProgressGross,entity_AssetsAbstract,entity_Borrowings,entity_CashAndCashEquivalents,entity_ContributedEquity,entity_CurrentAssets,entity_CurrentLiabilities,entity_CurrentProvisions,entity_CurrentTaxAssets,entity_CurrentTaxLiabilities,entity_DeferredTaxAssets,entity_DeferredTaxLiabilities,entity_ElementsOfOtherStockholdersEquity,entity_Equity,entity_EquityAbstract,entity_IntangibleAssetsOtherThanGoodwill,entity_Inventories,entity_InvestmentAccountedForUsingEquityMethod,entity_InvestmentProperty,entity_IssuedCapital,entity_LiabilitiesAbstract,entity_LongTermBorrowingsGross,entity_LongTermTradeAndOtherNonCurrentPayables,entity_LongTermTradeAndOtherNonCurrentReceivablesGross,entity_NoncurrentAssets,entity_NoncurrentLiabilities,entity_NoncurrentProvisions,entity_OtherCapitalSurplus,entity_OtherComprehensiveIncomeLossAccumulatedAmount,entity_OtherCurrentFinancialAssets,entity_OtherCurrentFinancialLiabilities,entity_OtherCurrentNonfinancialAssets,entity_OtherCurrentNonfinancialLiabilities,entity_OtherEquityInterest,entity_OtherFinancialAssets,entity_OtherNoncurrentFinancialAssets,entity_OtherNoncurrentFinancialLiabilities,entity_OtherNoncurrentNonfinancialAssets,entity_OtherNoncurrentNonfinancialLiabilities,entity_OtherNonfinancialAssets,entity_PaymentsOfIncomeTaxesPayable,entity_PostemploymentBenefitObligations,entity_PropertyPlantAndEquipment,entity_RetainedEarnings,entity_SharePremium,entity_ShortTermBorrowings,entity_StatementOfFinancialPositionAbstract,entity_TradeAndOtherCurrentPayables,entity_TradeAndOtherCurrentReceivables,entity_TradeAndOtherPayables,entity_VoluntaryReserves,ifrs_Assets,ifrs_AssetsAbstract,ifrs_BalancesWithBanks,ifrs_Borrowings,ifrs_Cash,ifrs_CashAndCashEquivalents,ifrs_CashEquivalents,ifrs_CashOnHand,ifrs_CurrentAssets,ifrs_CurrentLiabilities,ifrs_CurrentPortionOfLongtermBorrowings,ifrs_CurrentProvisions,ifrs_CurrentProvisionsForEmployeeBenefits,ifrs_CurrentTaxAssets,ifrs_CurrentTaxLiabilities,ifrs_DeferredTaxAssets,ifrs_DeferredTaxLiabilities,ifrs_Equity,ifrs_EquityAbstract,ifrs_EquityAndLiabilities,ifrs_IntangibleAssetsOtherThanGoodwill,ifrs_Inventories,ifrs_InvestmentAccountedForUsingEquityMethod,ifrs_InvestmentProperty,ifrs_InvestmentsInAssociates,ifrs_InvestmentsInJointVentures,ifrs_InvestmentsInSubsidiaries,ifrs_InvestmentsInSubsidiariesJointVenturesAndAssociates,ifrs_IssuedCapital,ifrs_Liabilities,ifrs_LiabilitiesAbstract,ifrs_LiabilitiesIncludedInDisposalGroupsClassifiedAsHeldForSale,ifrs_LongtermLegalProceedingsProvision,ifrs_LongtermMiscellaneousOtherProvisions,ifrs_LongtermOnerousContractsProvision,ifrs_LongtermProvisionForDecommissioningRestorationAndRehabilitationCosts,ifrs_LongtermRestructuringProvision,ifrs_LongtermWarrantyProvision,ifrs_NoncurrentAssets,ifrs_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForDistributionToOwners,ifrs_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale,ifrs_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,ifrs_NoncurrentLiabilities,ifrs_NoncurrentPayables,ifrs_NoncurrentProvisions,ifrs_NoncurrentProvisionsForEmployeeBenefits,ifrs_OtherCashAndCashEquivalents,ifrs_OtherCurrentFinancialAssets,ifrs_OtherCurrentFinancialLiabilities,ifrs_OtherCurrentNonfinancialAssets,ifrs_OtherCurrentNonfinancialLiabilities,ifrs_OtherDemandDeposits,ifrs_OtherEquityInterest,ifrs_OtherFinancialAssets,ifrs_OtherFinancialLiabilities,ifrs_OtherLongtermProvisions,ifrs_OtherNoncurrentFinancialAssets,ifrs_OtherNoncurrentFinancialLiabilities,ifrs_OtherNoncurrentNonfinancialAssets,ifrs_OtherNoncurrentNonfinancialLiabilities,ifrs_OtherNonfinancialAssets,ifrs_OtherShorttermProvisions,ifrs_PropertyPlantAndEquipment,ifrs_Provisions,ifrs_RetainedEarnings,ifrs_SharePremium,ifrs_ShorttermDepositsClassifiedAsCashEquivalents,ifrs_ShorttermLegalProceedingsProvision,ifrs_ShorttermMiscellaneousOtherProvisions,ifrs_ShorttermOnerousContractsProvision,ifrs_ShorttermProvisionForDecommissioningRestorationAndRehabilitationCosts,ifrs_ShorttermRestructuringProvision,ifrs_ShorttermWarrantyProvision,ifrs_TradeAndOtherCurrentPayables,ifrs_TradeAndOtherCurrentReceivables,ifrs_TradeAndOtherPayables,ifrs_TradeAndOtherReceivables,ifrs_TreasuryShares
[060310],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,987,069,000",,,,,,"-326,006,502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,117,360,000",,,,,,,,,"383,892,998",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,724,459,082",,,,,,,,,,,,,,,,,,,,,,,,"506,334,672","387,465,403",,,,,,,,"39,125,870,404",,,,,,,,,,"1,719,781,566","5,610,136,866",,,,,,,,,,,,,,,,,,,,,,,,,,"58,341,987,485",,,,,"5,433,317,814",,,"16,301,394,414","15,863,888,823","2,823,761,490","74,638,249",,"4,784,840",,,,"34,592,430,826",,"58,341,987,485","1,762,176,683","1,115,009,646",,"1,471,230,697",,,,"428,606,615","20,987,069,000","23,749,556,659",,,,,,,,,"42,040,593,071",,,,"7,885,667,836",,,,,,,,,,,,,,,"158,170,970",,,,,"35,954,044,512",,"-25,194,502,076",,,,,,,,,"3,626,143,697","6,465,084,836",,,
[095570],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77,607,150,197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"86,750,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"150,581,160,550",,,,,,,,,,"3,359,163,459",,,,,,,,,,,,,,,,,,,,,,,,,,,"751,878,609,851",,,,,"48,759,083,420",,,"122,190,897,253","209,017,313,129","49,074,637,368",,,,"661,036,576",,"6,776,649,699","277,844,365,957",,"751,878,609,851","8,201,620,420","7,288,992,198",,,,,,"208,184,232,569",,"474,034,243,894",,"19,715,143,562",,,,,,,"629,687,712,598",,,,"265,016,930,765","154,902,332,716",,,,"23,010,785,418","26,571,267,424","2,948,993,908","6,858,947,525",,,,,,"4,309,917,428","25,730,798,153","107,021,693",,,,"401,358,643,688",,,,,,,,,,,"19,386,280,674","40,183,042,309",,,
[068400],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,073,150,000",,,,,,"-31,356,052,280",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"283,311,586,857",,,,,,,,,"5,019,608,564",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"478,668,878,993",,,,,,,,,,,,,,,,,,,,,,,,"3,958,162,347","30,440,483,777",,,,,,,,"2,589,339,228",,,,,,,,,,"7,771,637,897",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,099,680,660,517",,,,,"7,163,377,894",,,"67,869,338,552","556,501,775,410",,,,,"1,060,292,230","1,910,935,677",,"233,849,283,121",,"1,099,680,660,517","3,365,354,902","3,475,845,964",,,,,,"17,197,150,000",,"865,831,377,396",,,,,,,,,"1,031,811,321,965",,,,"309,329,601,986",,,,,,,"11,837,027,491","14,087,702,889",,,,,,"5,000,000","26,018,015,129","7,314,332,633",,,,"969,100,796,091",,"160,518,171,783",,,,,,,,,"32,244,417,521","41,434,924,856",,,
[006840],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"66,237,805,000",,,,,,"-10,106,611,190",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"839,089,088",,,,,,,,,,,,,,,,,,,,"44,827,482,126",,,,,,,,,,,,,,,,,,,,,,,,"2,650,544,124",,,,,,,,,"229,021,679,342",,,,,,,,,,"12,293,619,186","205,664,262",,,,,,,,,,,,,,,,,,,,,,,,,,"523,029,740,722",,,,,"1,701,951,066",,,"4,446,667,831","45,911,904,786",,,,0,0,"25,032,692",,"476,073,082,586",,"523,029,740,722",,,,,,,,"502,743,205,335",,"46,956,658,136",,,,,,,,,"518,583,072,891",,,,"1,044,753,350",,,,,,,"94,172,641","358,624,988",,,,,,,,0,,,,"95,951,414",,"190,920,209,434",,,,,,,,,"725,797,672",,,,
[054620],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"148,702,127,003",,,,,,"-21,889,265,958",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,250,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,289,431,719",,,,,,,,,,,,,,,,,,,,"32,317,828,540",,,,,,,,,,,,,,,,,,,,,,,"50,603,016,012",,"1,516,706,087",,,,,,,,,,,,,,,,,,,"7,261,467,201",,,,,,,,,,,,,,,,,,,,,,,,,,"377,872,921,902",,,,,"89,196,141,482",,,"228,352,216,271","162,960,550,502",,"1,997,844,237",,,"1,707,745,723","4,491,446,864",,"180,019,576,808",,"377,872,921,902","19,934,624,933","19,294,923,979",,,,,,"19,000,506,300","12,804,980,500","197,853,345,094",,,,,,,,,"149,520,705,631",,,,"34,892,794,592",,"1,091,895,672",,,,,"13,112,118,312","64,166,207,622",,,,,,"4,333,000,000",,,,,,"99,829,585,945",,"53,206,715,763","83,794,130,491",,,,,,,,"51,078,191,023","102,716,348,905",,,
[211270],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,781,448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"531,915,783",,,,,,,,,"42,821,301,978",,,,,,,,,,"201,494,716",,,,,,,,,,,,,,,,,,,,,,,,,,,"67,511,011,553",,,,,"47,397,301,554",,,"57,015,344,939","2,039,096,448",,,,,"17,783,279",0,0,"64,917,099,155",,"67,511,011,553",,"4,422,166,450",,,,,,,,"2,593,912,398",,,,,,,,,"10,495,666,614",,,,"554,815,950",,"554,815,950",,,"475,904","232,200,656","307,363,659","212,873,676",,,,,,,0,,,,,"6,643,874,189",,"15,519,145,729",,,,,,,,,"1,576,238,837","4,356,121,589",,,
[027410],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,494,613,398",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,945,371,883",,,,,,,,"-93,717,916",,,,,,,,,,"1,897,384,947",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,711,838,599,950",,,,,"29,789,091,765",,,"857,180,721,903","716,383,844,943",,"5,428,496,332",,,"19,117,375,910",,"8,821,746,458","808,938,290,061",,"1,711,838,599,950","47,036,514,908","82,908,219,566",,"22,584,524,194",,,,"217,995,577,879",,"902,900,309,889",,,,,,,,,"854,657,878,047",,,,"186,516,464,946",,"959,190,098",,,,"113,250,617,414","11,284,284,332",,,,,,,,"164,799,895,297","33,309,277,432","11,935,633,093",,,"331,157,794,090",,"728,024,042,145",,,,,,,,,"552,641,983,404","21,069,868,602",,,
[001460],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,620,000,000",,,,,,"4,193,723,934",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,100,000,000",,,,,,,"113,300,000,000",,"5,000,000",,,,,,"60,287,820,328","117,920,346",,,,,,"1,644,981,014",,,,,,"4,542,609,624",0,,,,,,,"2,264,144,134",,,,,,,,,,,,,,,"12,438,627,973",,,,,"57,439,653,245",,,,,,,,,,,,,,,,,"371,441,055,936",,,,,,,,"17,051,637,382",,,,,,,,,,,,,,,,,,"763,682,554",,,,,,,,,,,,,,,,,,,,,,,,,,,"717,659,185,172",,,,,"13,109,556,052",,,"111,152,184,128","126,249,243,611","38,500,000,000",,,,"597,753,707",,"451,074,432","397,793,407,843",,"717,659,185,172","291,501,721","72,633,421,342",,"534,606,386,377",,,,"15,806,046,192","4,200,000,000","319,865,777,329",,,,,,,,,"606,507,001,044",,,,"193,616,533,718",,"579,453,706",,,"11,317,014,683","168,545,672","447,784,866","1,789,489,690",,,,,,"1,649,981,014","16,734,041,118",,,,,"53,271,482,840",,"385,979,683,909","3,420,000,000",,,,,,,,"10,702,163,915","13,644,407,185",,,"348,885,690"
[032040],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71,387,104,500",,,,,,"13,074,420,941",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,309,628,400",,,,,,,,,,,,,,,,,,,,"21,241,946,599",,,,,,,,,,,,,,,,,,,,"23,339,230,320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,352,644,409",,,,,,,,,,"9,755,507,262","17,087,873,982",,,,,,,,,,,,,,,,,,,,,,,,,,"166,587,353,088",,,,,"6,268,572,732",,,"91,831,590,548","45,072,872,486",,,,,"472,568,245","5,679,650,975",,"82,910,108,461",,"166,587,353,088","832,747,818",,,"1,768,797,198",,,,"44,097,956,035",,"83,677,244,627",,,,,,,,,"74,755,762,540",,,,"38,604,372,141",,,,,"60,808,470,611","28,618,251","5,031,130,178","6,659,449,321",,,,,,"5,817,897,000","274,551,560","154,000,000",,,,"4,339,577,852",,"1,801,227,429",,,,,,,,,"14,573,006,349","19,723,417,027",,,
[001040],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,150,609,666,000",,,,,,"-162,323,299,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"75,061,000","7,764,258,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"115,000,000,000","1,632,688,000",,,,,,,,,,,,,,,,,,"7,993,610,000","99,879,490,000",,,,,,,,,,,,,,,,,,,,,,,,,,"2,964,880,416,000",,,,,"48,130,085,000",,,"172,454,168,000","164,451,264,000","149,986,747,000",,,,,"41,993,106,000",,"2,688,252,178,000",,"2,964,880,416,000","16,887,508,000",,,"38,980,288,000",,,,,"157,899,810,000","276,628,238,000",,,,,,,,,"2,792,426,248,000",,,,"112,176,974,000",,,,,"8,519,954,000","9,783,102,000","804,129,000","2,973,666,000",,,,,,"6,319,192,000",,,"4,533,226,000",,,"5,924,401,000",,"1,699,965,811,000","992,709,856,000",,,,,,,,,,,,
