,dart_AdvertisingExpenses,dart_AllowanceForOtherDoubtfulAccounts,dart_AmortisationExpense,dart_BadDebtExpenses,dart_Commissions,dart_CommunicationExpenses,dart_ConferenceExpenses,dart_CostOfSalesFromConstruction,dart_CostOfSalesFromConstructionContracts,dart_CostOfSalesFromRenderingOfServices,dart_CostOfSalesFromRenderingOfServicesCommission,dart_CostOfSalesFromRenderingOfServicesProcession,dart_CostOfSalesFromRenderingOfServicesRental,dart_CostOfSalesFromRenderingOfServicesTransportation,dart_CostOfSalesFromSaleOfGoods,dart_CostOfSalesFromSaleOfGoodsMerchandises,dart_CostOfSalesFromSaleOfGoodsProduct,dart_CostOfSalesFromSaleOfGoodsRealEstate,dart_CostOfSalesFromServices,dart_DepreciationExpense,dart_DividendIncome,dart_DividendIncomeNonOperating,dart_Donations,dart_EmployeeBenefits,dart_EngagementExpenses,dart_EntertainmentExpenses,dart_ExclusiveLineUseExpense,dart_ExpensesOfProvisionsForRestoration,dart_ExportOverallExpense,dart_FreightExpenses,dart_GainOnForeignExchangeTranslations,dart_GainsArisingFromDifferenceBetweenPreviousAmortisedCostAndFairValueOfFinancialAssetsReclassifiedOutOfAmortisedCostIntoFairValueThroughProfitOrLossMeasurementCategory,dart_GainsForeignCurrencyTransactions,dart_GainsFromFinancialGuaranteeFinancialIncome,dart_GainsOnDisposalsOfFairValueFinancialAsset,dart_GainsOnDisposalsOfFairValueFinancialAssetFinancialIncome,dart_GainsOnDisposalsOfIntangibleAssets,dart_GainsOnDisposalsOfInventory,dart_GainsOnDisposalsOfInvestmentProperty,dart_GainsOnDisposalsOfNoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale,dart_GainsOnDisposalsOfPropertyPlantAndEquipment,dart_GainsOnForeignCurrencyTransactionsFiancialIncome,dart_GainsOnForeignExchangeTranslationsFinancialIncome,dart_GainsOnTransactionOfDerivativeFinancialInstrumentsFinancialIncome,dart_GainsOnValuationOfDerivativeFinancialInstrumentsFinancialIncome,dart_GainsOnValuationOfFairValueFinancialAssetFinancialIncome,dart_GainsOnValuationOfForeignExchangeForwardFinancialIncome,dart_GainsOnValuationOfLongTermFinancialInstruments,dart_ImpairmentLossRecoveryOfAccountsReceivables,dart_ImpairmentLossesOnAssociates,dart_ImpairmentLossesOnIntangibleAssets,dart_InsurancePremiums,dart_InterestExpenseFinanceExpense,dart_InterestIncomeFinanceIncome,dart_LeaseholdAdministrationExpense,dart_LentIncome,dart_LossOnForeignExchangeTranslations,dart_LossesArisingFromDifferenceBetweenPreviousAmortisedCostAndFairValueOfFinancialAssetsReclassifiedOutOfAmortisedCostIntoFairValueThroughProfitOrLossMeasurementCategory,dart_LossesForeignCurrencyTransactions,dart_LossesOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,dart_LossesOnDisposalOfFairValueFinancialAsset,dart_LossesOnDisposalOfIntangibleAssets,dart_LossesOnDisposalOfNonCurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale,dart_LossesOnDisposalsOfFairValueFinancialAssetFinancialExpense,dart_LossesOnDisposalsOfPropertyPlantAndEquipment,dart_LossesOnForeignCurrencyTransactionsFiancialExpense,dart_LossesOnForeignExchangeTranslationsFinancialExpense,dart_LossesOnSaleOfInvestmentsInSubsidiaries,dart_LossesOnTransactionOfDerivativeFinancialInstrumentsFinancialExpense,dart_LossesOnValuationOfDerivativeFinancialInstrumentsFinancialExpense,dart_LossesOnValuationOfFairValueFinancialAssetFinancialExpense,dart_LossesOnValuationOfForeignExchangeForwardFiancialExpense,dart_MembershipExpenses,dart_MiscellaneousExpenses,dart_MiscellaneousIncome,dart_MiscellaneousLosses,dart_NetworkContactSettleExpense,dart_OperatingExpenses,dart_OperatingIncomeLoss,dart_OrdinaryDevelopmentExpense,dart_OtherCostOfSales,dart_OtherFinancialExpenses,dart_OtherFinancialIncome,dart_OtherGains,dart_OtherLosses,dart_PackingExpenses,dart_ProfitsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,dart_ProvisionForSeveranceIndemnities,dart_PublicationExpenses,dart_RentalExpenses,dart_RepairExpenses,dart_RevenueFromConstruction,dart_RevenueFromRenderingOfServicesCommission,dart_RevenueFromRenderingOfServicesProcession,dart_RevenueFromRenderingOfServicesRental,dart_RevenueFromRenderingOfServicesTransportation,dart_RevenueFromSaleOfGoodsMerchandise,dart_RevenueFromSaleOfGoodsProduct,dart_RevenueFromSaleOfGoodsRealEstate,dart_RevenueFromServices,dart_ReversalsOfAllowanceForOtherDoubtfulAccounts,dart_SalariesWages,dart_SamplesExpenses,dart_SupplyExpenses,dart_TaxesDues,dart_TotalSellingGeneralAdministrativeExpenses,dart_TrainingExpenses,dart_TravelExpenses,dart_UtilityExpenses,dart_VehicleMaintenanceExpenses,dart_WarehouseExpenses,dart_WarrantyExpenses,entity_BasicEarningsLossPerShare,entity_BasicEarningsLossPerShareFromContinuingOperations,entity_BasicEarningsLossPerShareFromDiscontinuedOperations,entity_CostOfSales,entity_DilutedEarningsLossPerShare,entity_DilutedEarningsLossPerShareFromContinuingOperations,entity_DilutedEarningsLossPerShareFromDiscontinuedOperations,entity_EarningsPerShareAbstract,entity_FinanceCosts,entity_FinanceIncome,entity_GrossProfit,entity_IncomeStatementAbstract,entity_OperatingExpenses,entity_OperatingIncomeLoss,entity_OtherGains,entity_OtherLosses,entity_ProfitLoss,entity_ProfitLossAttributableToAbstract,entity_ProfitLossAttributableToNoncontrollingInterests,entity_ProfitLossAttributableToOwnersOfParent,entity_ProfitLossFromContinuingOperations,entity_ProfitLossFromDiscontinuedOperations,entity_Revenue,entity_TotalSellingGeneralAdministrativeExpenses,ifrs-full_BasicEarningsLossPerShare,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations,ifrs-full_CostOfSales,ifrs-full_DifferenceBetweenCarryingAmountOfNoncashAssetsDistributedAndCarryingAmountOfDividendsPayable,ifrs-full_DilutedEarningsLossPerShare,ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations,ifrs-full_DilutedEarningsLossPerShareFromDiscontinuedOperations,ifrs-full_EarningsPerShareAbstract,ifrs-full_EmployeeBenefitsExpense,ifrs-full_FinanceCosts,ifrs-full_FinanceIncome,ifrs-full_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs-full_GainsLossesArisingFromDifferenceBetweenPreviousCarryingAmountAndFairValueOfFinancialAssetsReclassifiedAsMeasuredAtFairValue,ifrs-full_GainsLossesOnNetMonetaryPosition,ifrs-full_GrossProfit,ifrs-full_IncomeTaxExpenseContinuingOperations,ifrs-full_OtherRevenue,ifrs-full_ProfitLoss,ifrs-full_ProfitLossAttributableToAbstract,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,ifrs-full_ProfitLossAttributableToOwnersOfParent,ifrs-full_ProfitLossBeforeTax,ifrs-full_ProfitLossFromContinuingOperations,ifrs-full_ProfitLossFromDiscontinuedOperations,ifrs-full_Revenue,ifrs-full_RevenueFromConstructionContracts,ifrs-full_RevenueFromRenderingOfServices,ifrs-full_RevenueFromSaleOfGoods
[001040],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"343,270,016,000",,,,,"48,015,672,000","109,768,535,000",,,,,,,,,,,,,,,,,,,,,"1,811,750,890,000",,,,,,,,,,,,,,,,,,"9,415,624,000",,,,,,,,,,,,,"1,715",,,"5,639,928,500,000",,"1,715",,,,,"247,696,057,000","127,978,643,000",,,,"2,155,020,906,000","56,963,895,000",,"114,251,468,000",,"65,904,216,000","48,347,252,000","171,215,363,000",,,"7,794,949,406,000",,,
[000120],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45,346,970,499",,,,,"1,951,341,872","27,529,219,406",,,,,,,,,,,,,,,,,,,,,"159,571,200,291",,,,,,,,,,,,,,,,,,"499,469,601",,,,,,,,,,,,,-952,,,"2,227,806,677,991",,,,,,,"43,694,968,829","10,303,268,610",,,,"204,918,170,790","-586,925,146",,"-12,536,212,507",,"2,495,427,539","-15,031,640,046","-13,123,137,653",,,"2,432,724,848,781",,,
[000990],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,372,373,933",,,,,"2,211,183,971","1,141,982,042",,,,,,,,,,,,,,,,,,,,,"25,410,351,152",,,,,,,,,,,,,,,,,,"1,700,145,897",,,,,,,,,,,,,371,,,"111,796,969,758",,371,,,,,"4,575,688,927","2,494,790,845",,,,"47,782,725,085","3,537,439,533",,"16,123,092,350",,0,"16,123,092,350","19,660,531,883","16,123,092,350",0,"159,579,694,843",,,
[155660],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,299,749,565",,,,,"1,049,881,462","298,103,864",,,,,,,,,,,,,,,,,,,,,"4,265,682,369",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,,,"49,415,026,560",,,,,,,"337,417,188","455,978,896",,,,"6,565,431,934","748,763,152",,"2,421,325,719",,"-11,457,340","2,432,783,059","3,170,088,871",,,"55,980,458,494",,,
[078930],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"512,689,000,000",,,,,"42,852,000,000","25,930,000,000",,,,,,,,,,,,,,,,,,,,,"470,139,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,656","1,656",,"3,435,899,000,000",,"1,706","1,706",,,,"82,711,000,000","18,040,000,000",,,,"982,828,000,000","259,139,000,000",,"205,801,000,000",,"48,886,000,000","156,915,000,000","464,940,000,000","205,801,000,000",,"4,418,727,000,000",,,
[006360],,,,,,,,"2,079,204,652,386",,,,,,,,,,"99,920,024,842",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"191,407,304,345",,"68,640,464,652",,,"63,236,527,705","84,309,384,551",,,,,,,"2,384,453,381,092",,,,,,,"142,514,945,730",,,,,,,"162,732,797,661",,,,,,,,,,,,,,,,,,"-84,366,470",,,,,"1,862,258,452",,,,,,,,"1,611",,,"2,247,765,141,880",,"1,491",,,,,"52,714,668,083","59,969,631,180",,,,"354,140,102,006","48,518,793,203","74,936,917,064","129,267,823,362",,,,"177,786,616,565",,,"2,601,905,243,886",,,
[001250],,,,,,,,,,,"8,223,972,462",,,,,"958,101,445,155","40,132,054,316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,258,648,559",,,,,"23,491,651,241","21,070,111,698",,,,,,,,"12,059,616,227",,,,"985,228,680,641","45,803,908,512",,,,,,,,"21,376,084,888",,,,,,,,,,,,,,,,,,"-66,222,971",,,,,,,,,,,,,104,,,"1,006,457,471,933",,,,,,,"6,442,278,904","759,095,413",,,,"36,634,733,447","2,964,359,402",,"8,966,422,238",,"380,214,112","8,586,208,126","11,930,781,640",,,"1,043,092,205,380",,,
[028150],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38,696,779,597",,,,,"115,310,352","202,086,776",,,,,,,,,,,,,,,,,,,,,"160,974,471,902",,,,,,,,,,,,,,,,,,"-19,447,869",,,,,,,,,,,,,"5,419",,,"84,189,417,781",,"5,419",,,,,"4,708,858,389","14,810,021,269",,,,"199,671,251,499","12,463,441,255",,"32,637,117,964",,"72,324,435","32,564,793,529","45,100,559,219",,,"283,860,669,280",,,
[012630],,,,,,,,"50,130,974,617",,,,,,,,"17,846,076,635","195,236,742,535",0,"47,057,283,149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,626,988,583",,,,,"17,930,788,217","2,446,305,398",,,,,,,"60,836,047,668",,,,,"22,061,280,142","215,974,392,281",0,"51,906,123,636",,,,,,"46,480,629,477",,,,,,,,,,"11,683,976,398",,,,,,,,"26,637,673,093",,,,,,,,,,,,,,967,,"321,955,053,334",,,,,,,"11,167,587,020","6,646,049,604",,,,"77,107,618,060","6,422,459,339","48,284,827,667","61,805,147,740",,"6,201,927,589","55,603,220,151","68,227,607,079",,,"399,062,671,394",,,
[089470],,,,,,,,,,,,,,,,"7,052,978,758","190,587,482,244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,293,865,380",,,,,"1,150,456,164","246,507,735",,,,,,,,,,,,"6,685,942,471","211,553,405,246",,,,,,,,"11,257,366,696",,,,,,,,,,,,,,,,,,"1,082,252,212",,,,,,,,,,,,,266,,,"197,640,461,002",,266,,,,,"1,145,738,954","2,231,641,510",,,,"20,598,886,715","2,494,626,954",,"8,205,709,599",,,"8,205,709,599","10,700,336,553",,,"218,239,347,717",,,
[294870],,,,,,,,"574,040,046,203","699,184,875,012",,,,,,,,,"125,144,828,809",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101,525,666,778",,"30,195,141,930",,,"5,654,787,938","2,415,727,060",,,,,,,"665,495,841,132",,,,,,,"182,529,495,799",,,,,,,"48,821,632,242",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,948","1,948",,"729,380,016,942",,"1,948","1,948",,,,"90,333,713","466,257,829",,,,"151,579,051,604","-27,075,623,475","32,933,731,615","85,581,409,494",,,"85,581,409,494","112,657,032,969",,,"880,959,068,546","848,025,336,931",,
