,dart_AdvertisingExpenses,dart_AmortisationExpense,dart_BadDebtExpenses,dart_Commissions,dart_CommunicationExpenses,dart_ConferenceExpenses,dart_CostOfSalesFromConstruction,dart_CostOfSalesFromConstructionContracts,dart_CostOfSalesFromRenderingOfServices,dart_CostOfSalesFromRenderingOfServicesCommission,dart_CostOfSalesFromRenderingOfServicesProcession,dart_CostOfSalesFromRenderingOfServicesRental,dart_CostOfSalesFromRenderingOfServicesTransportation,dart_CostOfSalesFromSaleOfGoods,dart_CostOfSalesFromSaleOfGoodsMerchandises,dart_CostOfSalesFromSaleOfGoodsProduct,dart_CostOfSalesFromSaleOfGoodsRealEstate,dart_CostOfSalesFromServices,dart_DepreciationExpense,dart_DividendIncome,dart_DividendIncomeNonOperating,dart_Donations,dart_EmployeeBenefits,dart_EngagementExpenses,dart_EntertainmentExpenses,dart_ExclusiveLineUseExpense,dart_ExpensesOfProvisionsForRestoration,dart_ExportOverallExpense,dart_FreightExpenses,dart_GainOnForeignExchangeTranslations,dart_GainsForeignCurrencyTransactions,dart_GainsFromCommission,dart_GainsFromFinancialGuaranteeFinancialIncome,dart_GainsOnDisposalsOfAvailableForSaleFinancialAssets,dart_GainsOnDisposalsOfFairValueFinancialAssetFinancialIncome,dart_GainsOnDisposalsOfHeldForTradingFinancialAssets,dart_GainsOnDisposalsOfIntangibleAssets,dart_GainsOnDisposalsOfInventory,dart_GainsOnDisposalsOfInvestmentProperty,dart_GainsOnDisposalsOfNoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale,dart_GainsOnDisposalsOfPropertyPlantAndEquipment,dart_GainsOnForeignCurrencyTransactionsFiancialIncome,dart_GainsOnForeignExchangeTranslationsFinancialIncome,dart_GainsOnTransactionOfDerivativeFinancialInstrumentsFinancialIncome,dart_GainsOnTransactionOfForeignExchangeForwardFinancialIncome,dart_GainsOnValuationOfDerivativeFinancialInstrumentsFinancialIncome,dart_GainsOnValuationOfFairValueFinancialAsset,dart_GainsOnValuationOfFairValueFinancialAssetFinancialIncome,dart_GainsOnValuationOfForeignExchangeForwardFinancialIncome,dart_GainsOnValuationOfHeldForTradingFinancialAssets,dart_GainsOnValuationOfLongTermFinancialInstruments,dart_ImpairmentLossRecoveryOfAccountsReceivables,dart_ImpairmentLossesOnIntangibleAssets,dart_InsurancePremiums,dart_InterestExpenseFinanceExpense,dart_InterestIncomeFinanceIncome,dart_LeaseholdAdministrationExpense,dart_LentIncome,dart_LossOnForeignExchangeTranslations,dart_LossesForeignCurrencyTransactions,dart_LossesOnDisposalOfHeldForTradingFinancialAssets,dart_LossesOnDisposalOfIntangibleAssets,dart_LossesOnDisposalsOfFairValueFinancialAssetFinancialExpense,dart_LossesOnDisposalsOfInvestments,dart_LossesOnDisposalsOfPropertyPlantAndEquipment,dart_LossesOnForeignCurrencyTransactionsFiancialExpense,dart_LossesOnForeignExchangeTranslationsFinancialExpense,dart_LossesOnTransactionOfDerivativeFinancialInstrumentsFinancialExpense,dart_LossesOnTransactionOfForeignExchangeForwardFinancialExpense,dart_LossesOnValuationOfDerivativeFinancialInstrumentsFinancialExpense,dart_LossesOnValuationOfFairValueFinancialAsset,dart_LossesOnValuationOfFairValueFinancialAssetFinancialExpense,dart_LossesOnValuationOfFairValueFinancialLiabilities,dart_LossesOnValuationOfHeldForTradingFinancialAssets,dart_MembershipExpenses,dart_MiscellaneousExpenses,dart_MiscellaneousIncome,dart_MiscellaneousLosses,dart_NetworkContactSettleExpense,dart_OperatingExpenses,dart_OperatingIncomeLoss,dart_OrdinaryDevelopmentExpense,dart_OtherCostOfSales,dart_OtherFinancialExpenses,dart_OtherFinancialIncome,dart_OtherGains,dart_OtherLosses,dart_PackingExpenses,dart_PersonalExpense,dart_ProvisionForSeveranceIndemnities,dart_PublicationExpenses,dart_RentalExpenses,dart_RepairExpenses,dart_RevenueFromConstruction,dart_RevenueFromRenderingOfServicesCommission,dart_RevenueFromRenderingOfServicesProcession,dart_RevenueFromRenderingOfServicesRental,dart_RevenueFromRenderingOfServicesTransportation,dart_RevenueFromSaleOfGoodsMerchandise,dart_RevenueFromSaleOfGoodsProduct,dart_RevenueFromSaleOfGoodsRealEstate,dart_RevenueFromServices,dart_SalariesWages,dart_SalesPromotionExpenses,dart_SamplesExpenses,dart_SupplyExpenses,dart_TaxesDues,dart_TotalSellingGeneralAdministrativeExpenses,dart_TrainingExpenses,dart_TravelExpenses,dart_UtilityExpenses,dart_VehicleMaintenanceExpenses,dart_WarrantyExpenses,entity_BasicEarningsLossPerShare,entity_CostOfSales,entity_DilutedEarningsLossPerShare,entity_EarningsPerShareAbstract,entity_FinanceCosts,entity_FinanceIncome,entity_GrossProfit,entity_IncomeStatementAbstract,entity_OperatingExpenses,entity_OperatingIncomeLoss,entity_OtherGains,entity_OtherLosses,entity_ProfitLossBeforeTax,entity_ProfitLossFromDiscontinuedOperations,entity_Revenue,entity_RevenueFromRenderingOfServices,entity_TotalSellingGeneralAdministrativeExpenses,ifrs-full_BasicEarningsLossPerShare,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations,ifrs-full_CostOfSales,ifrs-full_DilutedEarningsLossPerShare,ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations,ifrs-full_DilutedEarningsLossPerShareFromDiscontinuedOperations,ifrs-full_EarningsPerShareAbstract,ifrs-full_FinanceCosts,ifrs-full_FinanceIncome,ifrs-full_GrossProfit,ifrs-full_IncomeTaxExpenseContinuingOperations,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,ifrs-full_ProfitLoss,ifrs-full_ProfitLossBeforeTax,ifrs-full_ProfitLossFromContinuingOperations,ifrs-full_ProfitLossFromDiscontinuedOperations,ifrs-full_Revenue,ifrs_BasicEarningsLossPerShare,ifrs_BasicEarningsLossPerShareFromContinuingOperations,ifrs_BasicEarningsLossPerShareFromDiscontinuedOperations,ifrs_CostOfSales,ifrs_DilutedEarningsLossPerShare,ifrs_DilutedEarningsLossPerShareFromContinuingOperations,ifrs_DilutedEarningsLossPerShareFromDiscontinuedOperations,ifrs_EarningsPerShareAbstract,ifrs_EmployeeBenefitsExpense,ifrs_FinanceCosts,ifrs_FinanceIncome,ifrs_GrossProfit,ifrs_IncomeTaxExpenseContinuingOperations,ifrs_LossesArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,ifrs_OtherRevenue,ifrs_ProfitLoss,ifrs_ProfitLossBeforeTax,ifrs_ProfitLossFromContinuingOperations,ifrs_ProfitLossFromDiscontinuedOperations,ifrs_Revenue,ifrs_RevenueFromConstructionContracts,ifrs_RevenueFromDividends,ifrs_RevenueFromRenderingOfServices,ifrs_RevenueFromRoyalties,ifrs_RevenueFromSaleOfGoods
[001040],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47,535,243,000",,,,,"-54,674,366,000",,,,,,,,,,,,,,,,,,,,,,"12,944,311,000",,,,,,,,,,,,,"60,479,554,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,147,,,,147,,,,,"1,123,816,000","3,395,423,000",,"-9,155,133,000",,,,"4,287,617,000","-4,867,516,000",,,,,,,,
[000120],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,007,542,727",,,,,"43,270,792,216","20,741,067,677",,,,,,,,,,,,,,,,,,,,,"80,933,183,934",,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,766",,,"1,287,826,155,313",,,,,,"13,117,246,326","25,331,102,296","100,940,726,661","4,078,840,727",,,,"50,672,282,509","54,751,123,236",,,"1,388,766,881,974",,,,,
[037560],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,374,544,582",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68,685,774",,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,"269,339,215,102",,,,,,"4,680,603,492","874,000,021",,"1,745,083,797",,,,"6,869,859,624","8,614,943,421",,,"284,554,101,873",,,,,
[000990],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,644,659,023",,,,,"3,594,120,878","1,373,019,911",,,,,,,,,,,,,,,,,,,,,"24,500,558,859",,,,,,,,,,,,,"777,075,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,265,,,"101,299,650,677",265,,,,,"4,507,402,539","1,462,133,094","37,145,217,882","-427,571,851",,,,"11,470,987,396","11,043,415,545","11,470,987,396",0,"138,444,868,559",,,,,
[155660],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,757,574,243",,,,,"1,001,415,550","592,119,966",,,,,,,,,,,,,,,,,,,,,"3,371,993,418",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,,,"37,372,556,650",,,,,,"399,368,737","285,440,652","7,129,567,661","831,863,851",,,,"3,221,077,891","4,052,941,742",,,"44,502,124,311",,,,,
[078930],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"390,352,000,000",,,,,"98,000,000",,,,,,,,,,,,,,,,,,,,,,"8,988,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,977",,,,"3,990",,,,,"6,741,000,000","114,000,000","399,340,000,000","7,265,000,000",,,,"376,558,000,000","383,823,000,000",,,"399,340,000,000",,,,,
[006360],,,,,,,"2,218,664,043,425",,,,,,,,,,"149,442,169,750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237,493,978,687",,"38,029,322,290",,,"117,813,120,251","85,931,452,784",,,,,,,"2,533,612,938,510",,,,,,,"182,799,616,213",,,,,,,"102,757,955,746",,,,,,,,,,,,,"1,880",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,406,135,535,465",,,,,,"72,248,335,765","30,326,429,559","340,251,934,433","78,988,383,001",,,"29,974,915,175","148,465,356,947","227,453,739,948",,,"2,746,387,469,898",,,,,
[001250],,,,,,,,,,"7,225,971,847",,,,,"838,675,920,517",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,477,419,700",,,,,"21,757,619,362","22,242,616,654",,,,,,,,"9,996,178,789",,,,"859,282,768,120",,,,,,,,,"13,899,634,845",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,"845,901,892,364",,,,,,"4,367,897,001","831,119,263","23,377,054,545","1,528,921,657",,0,,"3,926,723,013","5,455,644,670",,,"869,278,946,909",,,,,
[028150],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31,013,752,654",,,,,"113,017,549","875,096,029",,,,,,,,,,,,,,,,,,,,,"171,244,055,016",,,,,,,,,,,,,"6,964,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,815",,,"55,562,715,905","5,815",,,,,"1,519,615,947","11,919,640,212","202,257,807,670","11,066,304,723",,,,"36,549,593,716","47,615,898,439",,,"257,820,523,575",,,,,
[012630],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"833,203,150",,,,,,,,,,,,,,,,,,,,"4,300,073,725",,,,,"7,631,371,072",,,,0,"5,225,772,142","1,734,270",,,,,,,,,,,,,,,,,,,,,"4,300,073,725",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,"1,480","7,712,545,792",,,,,,,"833,203,150","11,931,444,797","2,639,967,478",,,,"114,768,802,105","13,688,612,094","11,048,644,616","103,720,157,489","19,643,990,589",,,,,
[089470],,,,,,,,,,,,,,,"7,423,693,165","162,562,534,903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,359,896,460",,,,,"3,625,674,690","63,688,816",,,,,,,,,,,,"8,162,664,360","175,757,488,717",,,,,,,,"8,663,556,470",,,,,,,,,,,,,"1,042,617,358",,,,,,,,,,,,,,,,,,,,,,,,,,,,193,,,"169,986,228,068",193,,,,,"757,356,022","908,265,549","13,933,925,009","2,080,957,811",,,,"5,979,563,236","8,060,521,047",,,"183,920,153,077",,,,,
[294870],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
