,dart_AdvertisingExpenses,dart_AllowanceForOtherDoubtfulAccounts,dart_AmortisationExpense,dart_BadDebtExpenses,dart_Commissions,dart_CommunicationExpenses,dart_ConferenceExpenses,dart_CostOfSalesFromConstruction,dart_CostOfSalesFromConstructionContracts,dart_CostOfSalesFromRenderingOfServices,dart_CostOfSalesFromRenderingOfServicesCommission,dart_CostOfSalesFromRenderingOfServicesProcession,dart_CostOfSalesFromRenderingOfServicesRental,dart_CostOfSalesFromRenderingOfServicesTransportation,dart_CostOfSalesFromSaleOfGoods,dart_CostOfSalesFromSaleOfGoodsMerchandises,dart_CostOfSalesFromSaleOfGoodsProduct,dart_CostOfSalesFromSaleOfGoodsRealEstate,dart_CostOfSalesFromServices,dart_DepreciationExpense,dart_DividendIncome,dart_DividendIncomeNonOperating,dart_Donations,dart_EmployeeBenefits,dart_EngagementExpenses,dart_EntertainmentExpenses,dart_ExclusiveLineUseExpense,dart_ExpensesOfProvisionsForRestoration,dart_ExportOverallExpense,dart_FreightExpenses,dart_GainOnForeignExchangeTranslations,dart_GainsForeignCurrencyTransactions,dart_GainsFromCommission,dart_GainsFromFinancialGuaranteeFinancialIncome,dart_GainsFromGovernmentGrants,dart_GainsFromRedemptionOfBondsFinancialIncome,dart_GainsOnDisposalsOfAvailableForSaleFinancialAssets,dart_GainsOnDisposalsOfFairValueFinancialAsset,dart_GainsOnDisposalsOfFairValueFinancialAssetFinancialIncome,dart_GainsOnDisposalsOfHeldForTradingFinancialAssets,dart_GainsOnDisposalsOfIntangibleAssets,dart_GainsOnDisposalsOfInventory,dart_GainsOnDisposalsOfInvestmentProperty,dart_GainsOnDisposalsOfPropertyPlantAndEquipment,dart_GainsOnForeignCurrencyTransactionsFiancialIncome,dart_GainsOnForeignExchangeTranslationsFinancialIncome,dart_GainsOnTransactionOfDerivativeFinancialInstrumentsFinancialIncome,dart_GainsOnTransactionOfForeignExchangeForwardFinancialIncome,dart_GainsOnValuationOfDerivativeFinancialInstrumentsFinancialIncome,dart_GainsOnValuationOfFairValueFinancialAsset,dart_GainsOnValuationOfFairValueFinancialAssetFinancialIncome,dart_GainsOnValuationOfForeignExchangeForwardFinancialIncome,dart_GainsOnValuationOfHeldForTradingFinancialAssets,dart_GainsOnValuationOfLongTermFinancialInstruments,dart_GainsOnValuationOfShortTermInvestmentAssetsFinancialIncome,dart_ImpairmentLossRecoveryOfAccountsReceivables,dart_ImpairmentLossesOnAvailableForSaleFinancialAssetsFinancialExpense,dart_ImpairmentLossesOnIntangibleAssets,dart_InsurancePremiums,dart_InterestExpenseFinanceExpense,dart_InterestIncomeFinanceIncome,dart_LeaseholdAdministrationExpense,dart_LentIncome,dart_LossOnForeignExchangeTranslations,dart_LossesForeignCurrencyTransactions,dart_LossesOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,dart_LossesOnDisposalOfFairValueFinancialLiabilities,dart_LossesOnDisposalOfHeldForTradingFinancialAssets,dart_LossesOnDisposalOfIntangibleAssets,dart_LossesOnDisposalsOfFairValueFinancialAssetFinancialExpense,dart_LossesOnDisposalsOfPropertyPlantAndEquipment,dart_LossesOnDispositionOfReceivablesFinancialExpense,dart_LossesOnForeignCurrencyTransactionsFiancialExpense,dart_LossesOnForeignExchangeTranslationsFinancialExpense,dart_LossesOnTransactionOfDerivativeFinancialInstrumentsFinancialExpense,dart_LossesOnTransactionOfForeignExchangeForwardFinancialExpense,dart_LossesOnValuationOfDerivativeFinancialInstrumentsFinancialExpense,dart_LossesOnValuationOfFairValueFinancialAsset,dart_LossesOnValuationOfFairValueFinancialAssetFinancialExpense,dart_LossesOnValuationOfFairValueFinancialLiabilities,dart_LossesOnValuationOfForeignExchangeForwardFiancialExpense,dart_LossesOnValuationOfHeldForTradingFinancialAssets,dart_MembershipExpenses,dart_MiscellaneousExpenses,dart_MiscellaneousIncome,dart_MiscellaneousLosses,dart_NetworkContactSettleExpense,dart_OperatingExpenses,dart_OperatingIncomeLoss,dart_OrdinaryDevelopmentExpense,dart_OtherCostOfSales,dart_OtherFinancialExpenses,dart_OtherFinancialIncome,dart_OtherGains,dart_OtherLosses,dart_PackingExpenses,dart_ProductWarrantyExpensesRecovery,dart_ProfitsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,dart_ProvisionForSeveranceIndemnities,dart_PublicationExpenses,dart_RentalExpenses,dart_RepairExpenses,dart_RevenueFromConstruction,dart_RevenueFromRenderingOfServicesCommission,dart_RevenueFromRenderingOfServicesProcession,dart_RevenueFromRenderingOfServicesRental,dart_RevenueFromRenderingOfServicesTransportation,dart_RevenueFromSaleOfGoodsMerchandise,dart_RevenueFromSaleOfGoodsProduct,dart_RevenueFromSaleOfGoodsRealEstate,dart_RevenueFromServices,dart_ReversalsOfAllowanceForOtherDoubtfulAccounts,dart_ReversalsOfInventories,dart_SalariesWages,dart_SalesPromotionExpenses,dart_SamplesExpenses,dart_SupplyExpenses,dart_TaxesDues,dart_TotalSellingGeneralAdministrativeExpenses,dart_TrainingExpenses,dart_TravelExpenses,dart_UtilityExpenses,dart_VehicleMaintenanceExpenses,dart_WarrantyExpenses,dart_WritedownsOfPropertyPlantAndEquipment,entity_BasicEarningsLossPerShare,entity_BasicEarningsLossPerShareFromContinuingOperations,entity_BasicEarningsLossPerShareFromDiscontinuedOperations,entity_CostOfSales,entity_DilutedEarningsLossPerShare,entity_DilutedEarningsLossPerShareFromContinuingOperations,entity_DilutedEarningsLossPerShareFromDiscontinuedOperations,entity_EarningsPerShareAbstract,entity_FinanceCosts,entity_FinanceIncome,entity_GrossProfit,entity_IncomeStatementAbstract,entity_OperatingExpenses,entity_OperatingIncomeLoss,entity_OtherGains,entity_OtherLosses,entity_ProfitLoss,entity_ProfitLossAttributableToAbstract,entity_ProfitLossAttributableToNoncontrollingInterests,entity_ProfitLossAttributableToOwnersOfParent,entity_Revenue,entity_TotalSellingGeneralAdministrativeExpenses,ifrs-full_BasicEarningsLossPerShare,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations,ifrs-full_CostOfSales,ifrs-full_DilutedEarningsLossPerShare,ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations,ifrs-full_DilutedEarningsLossPerShareFromDiscontinuedOperations,ifrs-full_EarningsPerShareAbstract,ifrs-full_FinanceCosts,ifrs-full_FinanceIncome,ifrs-full_GrossProfit,ifrs-full_IncomeTaxExpenseContinuingOperations,ifrs-full_ProfitLoss,ifrs-full_ProfitLossAttributableToAbstract,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,ifrs-full_ProfitLossAttributableToOwnersOfParent,ifrs-full_ProfitLossBeforeTax,ifrs-full_ProfitLossFromContinuingOperations,ifrs-full_ProfitLossFromDiscontinuedOperations,ifrs-full_Revenue,ifrs_BasicEarningsLossPerShare,ifrs_BasicEarningsLossPerShareFromContinuingOperations,ifrs_BasicEarningsLossPerShareFromDiscontinuedOperations,ifrs_CostOfSales,ifrs_DifferenceBetweenCarryingAmountOfNoncashAssetsDistributedAndCarryingAmountOfDividendsPayable,ifrs_DilutedEarningsLossPerShare,ifrs_DilutedEarningsLossPerShareFromContinuingOperations,ifrs_DilutedEarningsLossPerShareFromDiscontinuedOperations,ifrs_EarningsPerShareAbstract,ifrs_EmployeeBenefitsExpense,ifrs_FinanceCosts,ifrs_FinanceIncome,ifrs_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs_GainsLossesArisingFromDifferenceBetweenPreviousCarryingAmountAndFairValueOfFinancialAssetsReclassifiedAsMeasuredAtFairValue,ifrs_GainsLossesOnNetMonetaryPosition,ifrs_GrossProfit,ifrs_IncomeTaxExpenseContinuingOperations,ifrs_OtherRevenue,ifrs_ProfitLoss,ifrs_ProfitLossAttributableToAbstract,ifrs_ProfitLossAttributableToNoncontrollingInterests,ifrs_ProfitLossAttributableToOwnersOfParent,ifrs_ProfitLossBeforeTax,ifrs_ProfitLossFromContinuingOperations,ifrs_ProfitLossFromDiscontinuedOperations,ifrs_Revenue,ifrs_RevenueFromConstructionContracts,ifrs_RevenueFromRenderingOfServices,ifrs_RevenueFromSaleOfGoods
[001040],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"301,290,904,000",,,,,"1,025,857,136,000","108,755,990,000",,,,,,,,,,,,,,,,,,,,,,,,"1,685,965,105,000",,,,,,,,,,,,,,,,,,"17,900,708,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,350",,,"5,075,284,191,000",,"14,350",,,,,"211,663,530,000","126,321,997,000",,,,"1,987,256,009,000","296,984,027,000",,"853,967,198,000",,"490,468,729,000","363,498,469,000","1,150,951,225,000",,,"7,062,540,200,000",,,
[000120],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57,109,877,657",,,,,"6,077,455,307","21,335,791,956",,,,,,,,,,,,,,,,,,,,,,,,"151,198,015,070",,,,,,,,,,,,,,249,,,,"-375,211,594",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,076,299,944,823",,,,,,,"47,945,759,100","27,131,736,326",,,,"208,307,892,727","13,324,234,169",,"7,338,072,471",,"2,081,169,009","5,256,903,462","20,662,306,640",,,"2,284,607,837,550",,,
[000990],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33,886,130,245",,,,,"7,761,225,589","4,282,879,394",,,,,,,,,,,,,,,,,,,,,,,,"25,622,470,221",,,,,,,,,,,,,,,,,,"-78,450,951",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788,,,"114,552,545,092",,788,,,,,"4,565,122,930","1,364,909,543",,,,"59,508,600,466","-396,980,357",,"34,196,293,344",,0,"34,196,293,344","33,799,312,987","34,196,293,344",0,"174,061,145,558",,,
[155660],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,952,188,032",,,,,"1,270,764,462","516,736,504",,,,,,,,,,,,,,,,,,,,,,,,"3,896,962,965",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,,,"54,752,306,406",,,,,,,"507,189,239","256,923,887",,,,"5,849,150,997","727,543,522",,"1,728,407,116",,"-55,988,151","1,784,395,267","2,455,950,638",,,"60,601,457,403",,,
[078930],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"550,805,000,000",,,,,"66,095,000,000","49,800,000,000",,,,,,,,,,,,,,,,,,,,,,,,"467,015,000,000",,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,109","2,047",62,"3,450,891,000,000",,,,,,,"75,789,000,000","9,836,000,000",,,,"1,017,820,000,000","286,402,000,000",,"220,645,000,000",,"32,738,000,000","187,907,000,000","501,147,000,000","214,745,000,000","5,900,000,000","4,468,711,000,000",,,
[006360],,,,,,,,"3,065,446,533,646",,,,,,,,,,"112,777,745,836",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"219,248,034,948",,"71,858,079,009",,,"149,375,519,843","116,490,754,262",,,,,,,,"3,367,385,891,536",,,,,,,"144,582,074,012",,,,,,,,,"112,537,253,928",,,,,,,,,,,,,,,,,,"-125,965,636",,,,,"1,539,235,969",,,,,,,,,,,,,,,,,,,,,,,,,,"1,990",,,"3,250,082,358,491",,"1,815",,,,,"97,170,205,825","32,794,997,409",,,,"331,785,288,876","44,444,966,383","69,899,681,819","145,209,934,266",,,,"189,654,900,649",,,"3,581,867,647,367",,,
[001250],,,,,,,,,,,"13,720,714,957",,,,,"945,970,788,687","30,668,069,882",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,688,842,808",,,,,"40,303,305,527","43,062,170,354",,,,,,,,,"17,081,855,218",,,,"974,879,474,389","35,331,261,939",,,,,,,,,,"19,244,175,212",,,,,,,,,,,,,,,,,,"-58,741,074",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,"990,359,573,526",,,,,,,"6,744,024,797","2,537,038,389",,,,"36,933,018,020","2,508,037,066",,"8,156,213,433",,"123,861,937","8,032,351,496","10,664,250,499",,,"1,027,292,591,546",,,
[028150],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33,865,051,332",,,,,"108,119,611","1,422,642,699",,,,,,,,,,,,,,,,,,,,,,,,"167,880,247,272",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,588",,,"73,264,544,726",,"5,588",,,,,0,"11,149,002,680",,,,"201,745,298,604","12,111,821,608",,"34,534,002,380",,"-88,449,792","34,622,452,172","46,645,823,988",,,"275,009,843,330",,,
[012630],,,,,,,,"28,232,781,038",,,,,,,,"18,283,521,073","216,705,057,678","501,061,928","52,327,399,810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,704,182,550",,,,,"3,961,464,265","1,043,542,354",,,,,,,,"38,597,067,197",,,,,"23,786,813,526","237,328,684,614","792,247,799","56,478,245,144",,,,,,,,"41,063,171,261",,,,,,,,,,"17,043,189,225",,,,,,,,"11,470,322,021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670,"24,665","333,093,010,752",,,,,,,"13,974,320,521","5,028,654,733",,,,"71,767,353,811","9,785,356,125","47,877,306,283","747,433,089,306",,"6,784,759,533","740,648,329,773","36,146,760,694","26,361,404,569","721,071,684,737","404,860,364,563",,,
[089470],,,,,,,,,,,,,,,,"8,817,107,565","210,826,557,349",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,577,891,265",,,,,"870,745,150","70,927,072",,,,,,,,,,,,,"8,971,151,249","231,607,421,052",,,,,,,,,,"12,388,190,890",,,,,,,,,,,,,,,,,,"466,544,858",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,,,"219,643,664,914",,130,,,,,"3,896,330,796","1,705,703,485",,,,"20,934,907,387","2,252,101,502",,"4,012,453,953",,,"4,012,453,953","6,264,555,455",,,"240,578,572,301",,,
[294870],,,,,,,,"2,063,113,770,960","2,273,944,217,148",,,,,,,,,"210,830,446,188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"317,930,502,477",,"69,851,246,760",,,"21,893,650,763","30,159,058,278",,,,,,,,"2,407,661,955,931",,,,,,,"303,384,501,238",,,,,,,,,"151,909,335,385",,,,,,,,,,,,,,,,,,"13,448,371,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,232","5,232",,"2,343,795,463,908",,"5,232","5,232",,,,"678,139,689","1,667,419,169",,,,"448,941,392,277","94,945,069,849","81,690,399,016","76,557,321,149",,,"229,852,940,958","324,798,010,807",,,"2,792,736,856,185","2,711,046,457,169",,
[082740],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-7,812,381,719",,,,,"1,081,498,003","3,397,182",,,,,,,,,,,,,,,,,,,,,,,,"10,544,289,818",,,,,,,,,,,,,,,,,,"-60,048,650",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-123,,,"145,853,690,962",,-123,,,,,"37,260,324,317","34,917,643,240",,,,"2,731,908,099","-1,868,158,324",,"-7,268,852,301",,,"-7,268,852,301","-9,137,010,625","-7,268,852,301",,"148,585,599,061",,,
