,dart_AdvertisingExpenses,dart_AllowanceForOtherDoubtfulAccounts,dart_AmortisationExpense,dart_AmortizationOnNegativeGoodwill,dart_BadDebtExpenses,dart_Commissions,dart_CommunicationExpenses,dart_ConferenceExpenses,dart_CostOfSalesFromConstruction,dart_CostOfSalesFromConstructionContracts,dart_CostOfSalesFromRenderingOfServices,dart_CostOfSalesFromRenderingOfServicesCommission,dart_CostOfSalesFromRenderingOfServicesProcession,dart_CostOfSalesFromRenderingOfServicesRental,dart_CostOfSalesFromRenderingOfServicesTransportation,dart_CostOfSalesFromSaleOfGoods,dart_CostOfSalesFromSaleOfGoodsMerchandises,dart_CostOfSalesFromSaleOfGoodsProduct,dart_CostOfSalesFromSaleOfGoodsRealEstate,dart_CostOfSalesFromServices,dart_DepreciationExpense,dart_DividendIncome,dart_DividendIncomeNonOperating,dart_Donations,dart_EmployeeBenefits,dart_EngagementExpenses,dart_EntertainmentExpenses,dart_ExclusiveLineUseExpense,dart_ExpenseForManagementOfAffairs,dart_ExpensesOfProvisionsForRestoration,dart_ExportOverallExpense,dart_FreightExpenses,dart_GainOnForeignExchangeTranslations,dart_GainsForeignCurrencyTransactions,dart_GainsFromCommission,dart_GainsFromFinancialGuaranteeFinancialIncome,dart_GainsOnDisposalsOfAvailableForSaleFinancialAssets,dart_GainsOnDisposalsOfAvailableForSaleFinancialAssetsFinancialIncome,dart_GainsOnDisposalsOfFairValueFinancialAsset,dart_GainsOnDisposalsOfFairValueFinancialAssetFinancialIncome,dart_GainsOnDisposalsOfHeldForTradingFinancialAssets,dart_GainsOnDisposalsOfIntangibleAssets,dart_GainsOnDisposalsOfInventory,dart_GainsOnDisposalsOfInvestmentProperty,dart_GainsOnDisposalsOfOtherNonCurrentAssets,dart_GainsOnDisposalsOfPropertyPlantAndEquipment,dart_GainsOnForeignCurrencyTransactionsFiancialIncome,dart_GainsOnForeignExchangeTranslationsFinancialIncome,dart_GainsOnSaleOfInvestmentsInAssociates,dart_GainsOnTransactionOfDerivativeFinancialInstrumentsFinancialIncome,dart_GainsOnTransactionOfForeignExchangeForwardFinancialIncome,dart_GainsOnValuationOfDerivativeFinancialInstrumentsFinancialIncome,dart_GainsOnValuationOfDerivativeLiabilitiesFinancialIncome,dart_GainsOnValuationOfFairValueFinancialAsset,dart_GainsOnValuationOfFairValueFinancialAssetFinancialIncome,dart_GainsOnValuationOfForeignExchangeForwardFinancialIncome,dart_GainsOnValuationOfHeldForTradingFinancialAssets,dart_GainsOnValuationOfInvestmentAssets,dart_GainsOnValuationOfLongTermFinancialInstruments,dart_GainsOnValuationOfShortTermInvestmentAssetsFinancialIncome,dart_ImpairmentLossesOnAssociates,dart_ImpairmentLossesOnAvailableForSaleFinancialAssets,dart_ImpairmentLossesOnAvailableForSaleFinancialAssetsFinancialExpense,dart_ImpairmentLossesOnIntangibleAssets,dart_InsurancePremiums,dart_InterestExpenseFinanceExpense,dart_InterestIncomeFinanceIncome,dart_LeaseholdAdministrationExpense,dart_LentIncome,dart_LossOnForeignExchangeTranslations,dart_LossesForeignCurrencyTransactions,dart_LossesFromRedemptionOfBonds,dart_LossesOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,dart_LossesOnDisposalOfAvailableForSaleFinancialAssets,dart_LossesOnDisposalOfFairValueFinancialLiabilities,dart_LossesOnDisposalOfHeldForTradingFinancialAssets,dart_LossesOnDisposalOfIntangibleAssets,dart_LossesOnDisposalOfInvestmentProperty,dart_LossesOnDisposalsOfAvailableForSaleFinancialAssetsFinancialExpense,dart_LossesOnDisposalsOfFairValueFinancialAssetFinancialExpense,dart_LossesOnDisposalsOfPropertyPlantAndEquipment,dart_LossesOnDispositionOfReceivablesFinancialExpense,dart_LossesOnForeignCurrencyTransactionsFiancialExpense,dart_LossesOnForeignExchangeTranslationsFinancialExpense,dart_LossesOnLitigationSettlements,dart_LossesOnTransactionOfDerivativeFinancialInstrumentsFinancialExpense,dart_LossesOnTransactionOfForeignExchangeForwardFinancialExpense,dart_LossesOnValuationOfDerivativeFinancialInstrumentsFinancialExpense,dart_LossesOnValuationOfFairValueFinancialAsset,dart_LossesOnValuationOfFairValueFinancialAssetFinancialExpense,dart_LossesOnValuationOfFairValueFinancialLiabilities,dart_LossesOnValuationOfForeignExchangeForwardFiancialExpense,dart_LossesOnValuationOfHeldForTradingFinancialAssets,dart_MembershipExpenses,dart_MiscellaneousExpenses,dart_MiscellaneousIncome,dart_MiscellaneousLosses,dart_NetworkContactSettleExpense,dart_OperatingExpenses,dart_OperatingIncomeLoss,dart_OrdinaryDevelopmentExpense,dart_OtherCostOfSales,dart_OtherFinancialExpenses,dart_OtherFinancialIncome,dart_OtherGains,dart_OtherLosses,dart_PackingExpenses,dart_ProductWarrantyExpensesRecovery,dart_ProfitsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,dart_ProvisionForSeveranceIndemnities,dart_PublicationExpenses,dart_RentalExpenses,dart_RepairExpenses,dart_RevenueFromConstruction,dart_RevenueFromRenderingOfServicesCommission,dart_RevenueFromRenderingOfServicesProcession,dart_RevenueFromRenderingOfServicesRental,dart_RevenueFromRenderingOfServicesTransportation,dart_RevenueFromSaleOfGoodsMerchandise,dart_RevenueFromSaleOfGoodsProduct,dart_RevenueFromSaleOfGoodsRealEstate,dart_RevenueFromServices,dart_ReversalOfImpairmentLossesOnIntangibleAssets,dart_ReversalsOfAllowanceForOtherDoubtfulAccounts,dart_ReversalsOfInventories,dart_SalariesWages,dart_SalesPromotionExpenses,dart_SamplesExpenses,dart_SupplyExpenses,dart_TaxesDues,dart_TotalSellingGeneralAdministrativeExpenses,dart_TrainingExpenses,dart_TravelExpenses,dart_UtilityExpenses,dart_VehicleMaintenanceExpenses,dart_WarrantyExpenses,entity_BasicEarningsLossPerShare,entity_BasicEarningsLossPerShareFromContinuingOperations,entity_BasicEarningsLossPerShareFromDiscontinuedOperations,entity_CostOfSales,entity_DilutedEarningsLossPerShare,entity_DilutedEarningsLossPerShareFromContinuingOperations,entity_DilutedEarningsLossPerShareFromDiscontinuedOperations,entity_EarningsPerShareAbstract,entity_FinanceCosts,entity_FinanceIncome,entity_GrossProfit,entity_IncomeStatementAbstract,entity_OperatingExpenses,entity_OperatingIncomeLoss,entity_OtherGains,entity_OtherLosses,entity_ProfitLoss,entity_ProfitLossAttributableToAbstract,entity_ProfitLossAttributableToNoncontrollingInterests,entity_ProfitLossAttributableToOwnersOfParent,entity_ProfitLossFromContinuingOperations,entity_ProfitLossFromDiscontinuedOperations,entity_Revenue,entity_TotalSellingGeneralAdministrativeExpenses,ifrs_BasicEarningsLossPerShare,ifrs_BasicEarningsLossPerShareFromContinuingOperations,ifrs_BasicEarningsLossPerShareFromDiscontinuedOperations,ifrs_CostOfSales,ifrs_DilutedEarningsLossPerShare,ifrs_DilutedEarningsLossPerShareFromContinuingOperations,ifrs_DilutedEarningsLossPerShareFromDiscontinuedOperations,ifrs_EarningsPerShareAbstract,ifrs_EmployeeBenefitsExpense,ifrs_FinanceCosts,ifrs_FinanceIncome,ifrs_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs_GainsLossesArisingFromDifferenceBetweenPreviousCarryingAmountAndFairValueOfFinancialAssetsReclassifiedAsMeasuredAtFairValue,ifrs_GainsLossesOnNetMonetaryPosition,ifrs_GrossProfit,ifrs_IncomeTaxExpenseContinuingOperations,ifrs_OtherRevenue,ifrs_ProfitLoss,ifrs_ProfitLossAttributableToAbstract,ifrs_ProfitLossAttributableToNoncontrollingInterests,ifrs_ProfitLossAttributableToOwnersOfParent,ifrs_ProfitLossBeforeTax,ifrs_ProfitLossFromContinuingOperations,ifrs_ProfitLossFromDiscontinuedOperations,ifrs_Revenue,ifrs_RevenueFromConstructionContracts,ifrs_RevenueFromRenderingOfServices,ifrs_RevenueFromSaleOfGoods,ifrs_SharebasedPaymentTransactions
[001040],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"431,864,785,000",,,,,"17,669,733,000","111,686,233,000",,,,,,,,,,,,,,,,,,,,,,,,,"1,763,944,036,000",,,,,,,,,,,,,,,,,"17,719,163,000",,,,,,,,,,,,,"7,558",,,"4,861,979,391,000","7,544",,,,,"144,674,008,000","427,378,890,000","1,796,938,000","-20,275,198,000",,"2,203,075,085,000","171,070,405,000",,"448,723,665,000",,"233,551,363,000","215,172,302,000","619,794,070,000",,,"7,065,054,476,000",,,,
[000120],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62,626,307,911",,,,,"1,082,127,301","20,212,941,573",,,,,,,,,,,,,,,,,,,,,,,,,"137,089,929,517",,,,,,,,,,,,,,,,,"-2,336,090,626",,,,,,,,,,,,,527,,,"1,673,489,932,888",,,,,,"24,986,255,239","4,230,471,921",,,,"199,716,237,428","9,597,982,188",,"10,805,637,507",,"1,532,433,728","9,273,203,779","20,403,619,695",,,"1,873,206,170,316",,,,
[000990],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33,046,229,601",,,,,"2,279,301,742","6,138,054,508",,,,,,,,,,,,,,,,,,,,,,,,,"26,060,079,939",,,,,,,,,,,,,,,,,"777,393,993",,,,,,,,,,,,,233,,,"104,794,021,621",233,,,,,"4,583,791,501","816,232,617",,,,"59,106,309,540","10,668,425,986",,"10,066,729,521",,,"10,066,729,521","20,735,155,507","10,066,729,521",,"163,900,331,161",,,,
[155660],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,001,566,005",,,,,"1,169,531,174","807,538,178",,,,,,,,,,,,,,,,,,,,,,,,,"5,385,357,451",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,,,"49,350,337,044",,,,,,"362,402,020","174,243,843",,,,"8,386,923,456","721,673,102",,"2,453,727,722",,"-59,223,761","2,512,951,483","3,175,400,824",,,"57,737,260,500",,,,
[078930],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"496,686,000,000",,,,,"41,512,000,000","33,697,000,000",,,,,,,,,,,,,,,,,,,,,,,,,"455,364,000,000",,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,"2,471","2,470",1,"3,277,134,000,000",,,,,,"67,143,000,000","12,128,000,000",,,,"952,050,000,000","190,775,000,000",,"258,818,000,000",,"24,735,000,000","234,083,000,000","449,486,000,000","258,711,000,000","107,000,000","4,229,184,000,000",,,,
[006360],,,,,,,,,"2,388,593,471,494",,,,,,,,,,"115,071,881,907",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71,143,842,221",,"70,402,907,189",,,"80,485,395,908","111,309,449,686",,,,,,,,"2,603,833,835,711",,,,,,,"142,799,380,975",,,,,,,,,,"175,128,725,708",,,,,,,,,,,,,,,,,"-3,306,775,064",,,,,"1,560,774,603",,,,,,,,-148,,,"2,574,068,260,590",-148,,,,,"61,908,120,398","19,463,349,212",,,,"246,272,567,929","4,753,619,701","73,707,611,833","-8,388,894,246",,,,"-3,635,274,545",,,"2,820,340,828,519",,,,
[001250],,,,,,,,,,,,"6,546,973,307",,,,,"860,482,869,507","234,014,467",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,851,574,364",,,,,"20,759,826,829","25,263,791,439",,,,,,,,,"12,274,416,448",,,,"887,896,828,055","7,986,174,511",,,,,,,,,,,"26,041,987,369",,,,,,,,,,,,,,,,,"-70,024,067",,,,,,,,,,,,,58,,,"867,263,857,281",,,,,,"5,087,634,907","287,072,724",,,,"40,893,561,733","509,753,083",,"4,967,270,421",,"183,671,099","4,783,599,322","5,477,023,504",,,"908,157,419,014",,,,
[028150],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,756,941,123",,,,,"96,044,957","603,946,304",,,,,,,,,,,,,,,,,,,,,,,,,"201,752,873,640",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,518",,,"26,938,995,394","3,518",,,,,"164,203,190","3,083,817,011",,,,"231,509,814,763","8,049,084,462",,"21,767,560,896",,"-94,252,711","21,861,813,607","29,816,645,358",,,"258,448,810,157",,,,
[012630],,,,,,,,,"58,395,485,709",,,,,,,,"9,621,933,805","208,900,512,497","25,162,631,764","23,278,205,240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,978,827,441",,,,,"5,946,815,788","673,158,760",,,,,,,,"60,075,039,212",,,,,"13,678,020,110","234,767,136,750","28,624,113,862","27,045,704,860",,,,,,,,,"40,929,783,456",,,,,,,,,"18,118,904,006",,,,,,,,"2,406,293,007",,,,,,,,,,,,,,131,"1,619","343,477,673,021",,,,,,"7,287,780,963","2,233,995,856",,,,"62,908,610,897","6,759,046,553","42,196,269,124","129,063,736,624",,"6,446,724,032","122,617,012,592","24,604,992,369","17,845,945,816","111,217,790,808","406,386,283,918",,,,
[089470],,,,,,,,,,,,,,,,,"8,890,860,089","203,462,868,195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,953,459,501",,,,,"1,172,689,870","175,292,702",,,,,,,,,,,,,"9,374,038,176","228,320,967,418",,,,,,,,,,,"11,232,029,607",,,,,,,,,,,,,,,,,"548,154,606",,,,,,,,,,,,,349,,,"212,353,728,284",349,,,,,"708,225,709","1,377,086,375",,,,"25,341,277,310","3,999,654,046",,"10,812,949,209",,,"10,812,949,209","14,812,603,255",,,"237,695,005,594",,,,
[294870],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[082740],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,770,601,208",,,,,"3,398,006,859","984,761,256",,,,,,,,,,,,,,,,,,,,,,,,,"10,658,512,174",,,,,,,,,,,,,,,,,"-435,253,352",,,,,,,,,,,,,-24,,,"182,745,502,230",-24,,,,,"20,391,739,944","14,937,349,084",,,,"13,429,113,382","953,380,268",,"-1,659,177,669",,,"-1,659,177,669","-705,797,401","-1,659,177,669",,"196,174,615,612",,,,
