,dart_AdvertisingExpenses,dart_AllowanceForOtherDoubtfulAccounts,dart_AmortisationExpense,dart_AmortizationOnNegativeGoodwill,dart_BadDebtExpenses,dart_Commissions,dart_CommunicationExpenses,dart_ConferenceExpenses,dart_CostOfSalesFromConstruction,dart_CostOfSalesFromConstructionContracts,dart_CostOfSalesFromRenderingOfServices,dart_CostOfSalesFromRenderingOfServicesCommission,dart_CostOfSalesFromRenderingOfServicesProcession,dart_CostOfSalesFromRenderingOfServicesRental,dart_CostOfSalesFromRenderingOfServicesTransportation,dart_CostOfSalesFromSaleOfGoods,dart_CostOfSalesFromSaleOfGoodsMerchandises,dart_CostOfSalesFromSaleOfGoodsProduct,dart_CostOfSalesFromSaleOfGoodsRealEstate,dart_CostOfSalesFromServices,dart_DepreciationExpense,dart_DividendIncome,dart_DividendIncomeNonOperating,dart_Donations,dart_EmployeeBenefits,dart_EngagementExpenses,dart_EntertainmentExpenses,dart_ExclusiveLineUseExpense,dart_ExpenseOfLegalProceedingsProvision,dart_ExpensesOfProvisionsForRestoration,dart_ExportOverallExpense,dart_FreightExpenses,dart_GainOnExemptionOfDebts,dart_GainOnForeignExchangeTranslations,dart_GainsForeignCurrencyTransactions,dart_GainsFromCommission,dart_GainsFromFinancialGuaranteeFinancialIncome,dart_GainsFromGovernmentGrants,dart_GainsFromRedemptionOfBonds,dart_GainsOnDisposalsOfAvailableForSaleFinancialAssets,dart_GainsOnDisposalsOfAvailableForSaleFinancialAssetsFinancialIncome,dart_GainsOnDisposalsOfFairValueFinancialAsset,dart_GainsOnDisposalsOfFairValueFinancialAssetFinancialIncome,dart_GainsOnDisposalsOfHeldForTradingFinancialAssets,dart_GainsOnDisposalsOfHeldForTradingFinancialAssetsFinancialIncome,dart_GainsOnDisposalsOfIntangibleAssets,dart_GainsOnDisposalsOfInventory,dart_GainsOnDisposalsOfInvestmentProperty,dart_GainsOnDisposalsOfPropertyPlantAndEquipment,dart_GainsOnExemptionOfDebtsFinancialIncome,dart_GainsOnForeignCurrencyTransactionsFiancialIncome,dart_GainsOnForeignExchangeTranslationsFinancialIncome,dart_GainsOnSaleOfInvestmentsInAssociates,dart_GainsOnTransactionOfDerivativeFinancialInstrumentsFinancialIncome,dart_GainsOnTransactionOfForeignExchangeForwardFinancialIncome,dart_GainsOnValuationOfDerivativeFinancialInstrumentsFinancialIncome,dart_GainsOnValuationOfFairValueFinancialAsset,dart_GainsOnValuationOfFairValueFinancialAssetFinancialIncome,dart_GainsOnValuationOfForeignExchangeForwardFinancialIncome,dart_GainsOnValuationOfHeldForTradingFinancialAssets,dart_GainsOnValuationOfHeldForTradingFinancialAssetsFinancialIncome,dart_GainsOnValuationOfLongTermFinancialInstruments,dart_GainsOnValuationOfShortTermFinancialInstrumentsFinancialIncome,dart_ImpairmentLossRecoveryOfAccountsReceivables,dart_ImpairmentLossesOnAssociates,dart_ImpairmentLossesOnAvailableForSaleFinancialAssets,dart_ImpairmentLossesOnAvailableForSaleFinancialAssetsFinancialExpense,dart_ImpairmentLossesOnIntangibleAssets,dart_InsurancePremiums,dart_InterestExpenseFinanceExpense,dart_InterestIncomeFinanceIncome,dart_LeaseholdAdministrationExpense,dart_LentIncome,dart_LossOnForeignExchangeTranslations,dart_LossesForeignCurrencyTransactions,dart_LossesFromAdjustmentOfBondsFinancialExpense,dart_LossesFromFinancialGuaranteeFinanceExpense,dart_LossesFromRedemptionOfBonds,dart_LossesFromRedemptionOfBondsFinancialExpense,dart_LossesOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,dart_LossesOnDisposalOfAvailableForSaleFinancialAssets,dart_LossesOnDisposalOfHeldForTradingFinancialAssets,dart_LossesOnDisposalOfIntangibleAssets,dart_LossesOnDisposalOfInvestmentProperty,dart_LossesOnDisposalsOfAvailableForSaleFinancialAssetsFinancialExpense,dart_LossesOnDisposalsOfInvestments,dart_LossesOnDisposalsOfPropertyPlantAndEquipment,dart_LossesOnDispositionOfReceivables,dart_LossesOnDispositionOfReceivablesFinancialExpense,dart_LossesOnForeignCurrencyTransactionsFiancialExpense,dart_LossesOnForeignExchangeTranslationsFinancialExpense,dart_LossesOnLitigationSettlements,dart_LossesOnSaleOfInvestmentAccountedForUsingEquityMethod,dart_LossesOnTransactionOfDerivativeFinancialInstrumentsFinancialExpense,dart_LossesOnValuationOfDerivativeFinancialInstrumentsFinancialExpense,dart_LossesOnValuationOfFairValueFinancialAsset,dart_LossesOnValuationOfFairValueFinancialAssetFinancialExpense,dart_LossesOnValuationOfForeignExchangeForwardFiancialExpense,dart_LossesOnValuationOfHeldForTradingFinancialAssets,dart_LossesOnValuationOfShortTermInvestmentAssetsFinancialExpense,dart_MembershipExpenses,dart_MiscellaneousExpenses,dart_MiscellaneousIncome,dart_MiscellaneousLosses,dart_NetworkContactSettleExpense,dart_OperatingExpenses,dart_OperatingIncomeLoss,dart_OrdinaryDevelopmentExpense,dart_OtherCostOfSales,dart_OtherExpenseOfProvisions,dart_OtherFinancialExpenses,dart_OtherFinancialIncome,dart_OtherGains,dart_OtherLosses,dart_PackingExpenses,dart_PersonalExpense,dart_ProductWarrantyExpensesRecovery,dart_ProfitsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,dart_ProvisionForSeveranceIndemnities,dart_PublicationExpenses,dart_RentalExpenses,dart_RepairExpenses,dart_RevenueFromConstruction,dart_RevenueFromRenderingOfServicesCommission,dart_RevenueFromRenderingOfServicesProcession,dart_RevenueFromRenderingOfServicesRental,dart_RevenueFromRenderingOfServicesTransportation,dart_RevenueFromSaleOfGoodsMerchandise,dart_RevenueFromSaleOfGoodsProduct,dart_RevenueFromSaleOfGoodsRealEstate,dart_RevenueFromServices,dart_ReversalOfImpairmentLossesOnIntangibleAssets,dart_ReversalsOfAllowanceForOtherDoubtfulAccounts,dart_SalariesWages,dart_SalesPromotionExpenses,dart_SamplesExpenses,dart_SupplyExpenses,dart_TaxesDues,dart_TotalSellingGeneralAdministrativeExpenses,dart_TrainingExpenses,dart_TravelExpenses,dart_UtilityExpenses,dart_VehicleMaintenanceExpenses,dart_WarrantyExpenses,dart_WritedownsOfInventories,dart_WritedownsOfPropertyPlantAndEquipment,entity_BasicEarningsLossPerShare,entity_BasicEarningsLossPerShareFromContinuingOperations,entity_BasicEarningsLossPerShareFromDiscontinuedOperations,entity_CostOfSales,entity_DilutedEarningsLossPerShare,entity_DilutedEarningsLossPerShareFromContinuingOperations,entity_DilutedEarningsLossPerShareFromDiscontinuedOperations,entity_EarningsPerShareAbstract,entity_FinanceCosts,entity_FinanceIncome,entity_GrossProfit,entity_IncomeStatementAbstract,entity_OperatingExpenses,entity_OperatingIncomeLoss,entity_OtherGains,entity_OtherLosses,entity_ProfitLoss,entity_ProfitLossAttributableToNoncontrollingInterests,entity_ProfitLossAttributableToOwnersOfParent,entity_ProfitLossFromContinuingOperations,entity_ProfitLossFromDiscontinuedOperations,entity_Revenue,entity_RevenueFromRenderingOfServices,entity_TotalSellingGeneralAdministrativeExpenses,ifrs_BasicEarningsLossPerShare,ifrs_BasicEarningsLossPerShareFromContinuingOperations,ifrs_BasicEarningsLossPerShareFromDiscontinuedOperations,ifrs_CostOfSales,ifrs_DilutedEarningsLossPerShare,ifrs_DilutedEarningsLossPerShareFromContinuingOperations,ifrs_DilutedEarningsLossPerShareFromDiscontinuedOperations,ifrs_EarningsPerShareAbstract,ifrs_EmployeeBenefitsExpense,ifrs_FinanceCosts,ifrs_FinanceIncome,ifrs_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs_GainsLossesArisingFromDifferenceBetweenPreviousCarryingAmountAndFairValueOfFinancialAssetsReclassifiedAsMeasuredAtFairValue,ifrs_GainsLossesOnNetMonetaryPosition,ifrs_GrossProfit,ifrs_IncomeTaxExpenseContinuingOperations,ifrs_OtherRevenue,ifrs_OtherReversalsOfProvisions,ifrs_ProfitLoss,ifrs_ProfitLossAttributableToAbstract,ifrs_ProfitLossAttributableToNoncontrollingInterests,ifrs_ProfitLossAttributableToOwnersOfParent,ifrs_ProfitLossBeforeTax,ifrs_ProfitLossFromContinuingOperations,ifrs_ProfitLossFromDiscontinuedOperations,ifrs_Revenue,ifrs_RevenueFromConstructionContracts,ifrs_RevenueFromRenderingOfServices,ifrs_RevenueFromSaleOfGoods,ifrs_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,ifrs_SharebasedPaymentTransactions
[001040],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"381,187,673,000",,,,,,"65,635,914,000","97,122,548,000",,,,,,,,,,,,,,,,,,,,,,,,,"1,583,192,243,000",,,,,,,,,,,,,,,,,,,"-2,743,214,000",,,,,,,,,,,,,"3,512",,,"4,142,894,014,000","3,503",,,,,"186,064,391,000","119,381,990,000",,,,"1,964,379,916,000","57,401,449,000",,,"222,873,975,000",,"122,845,302,000","100,028,673,000","280,275,424,000",,,"6,107,273,930,000",,,,,
[000120],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,314,976,630",,,,,,"1,064,146,112","23,640,333,182",,,,,,,,,,,,,,,,,,,,,,,,,"111,515,805,824",,,,,,,,,,,,,,,,,,,"-12,287,126,116",,,,,,,,,,,,,-151,-151,0,"1,318,475,373,016",,,,,,"23,631,288,302","2,015,763,040",,,,"171,830,782,454","3,282,465,090",,,"553,673,092",,"3,219,865,712","-2,666,192,620","3,836,138,182","553,673,092",0,"1,490,306,155,470",,,,,
[155660],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-44,793,648","-12,992,622",,,,,,,,,,,,,,,,,,"168,143,484","192,846,670",,,,,,,,,,,,,,,,,,,"88,399,925","-11,340,830",,,,,,,,,,,,,,,,"3,073,067,191",,,,,,"805,416,293","617,070,309",,,,,,,,,,,,,,,,,,,,,,,,,"5,122,225,394",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,,,"41,607,915,225",,,,,,"245,202,579","135,060,400",,,,"8,195,292,585","1,064,932,601",,,,,"11,429,573","2,074,908,822","3,151,270,996",,,"49,803,207,810",,,,,
[078930],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"417,773,000,000",,,,,,"53,876,000,000","40,615,000,000",,,,,,,,,,,,,,,,,,,,,,,,,"353,903,000,000",,,,,,,,,,,,,,,"-243,000,000",,,,,,,,,,,,,,,,,"1,679","1,922",-243,"2,564,074,000,000",,,,,,"67,147,000,000","15,997,000,000",,,,"771,676,000,000","174,967,000,000",,,"181,941,000,000",,"22,928,000,000","159,013,000,000","379,884,000,000","204,917,000,000","-22,976,000,000","3,335,750,000,000",,,,,
[006360],,,,,,,,,"2,293,828,522,416",,,,,,,,,,"127,877,949,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38,385,715,122",,"65,596,617,045",,,,"137,995,230,674","208,194,720,285",,,,,,,,,"2,345,233,639,848",,,,,,,"165,424,812,485",,,,,,,,,"48,990,012,368",,,,,,,,,,,,,,,,,,,"-1,953,710,583",,,,,"612,091,464",,,,,,,,-284,,,"2,487,303,088,633",-320,,,,,"93,493,988,913","105,151,527,042",,,,"87,375,727,490","-1,816,798,364","64,020,363,790",,"-18,695,672,584",,,,"-20,512,470,948",,,"2,574,678,816,123",,,,,
[001250],,,,,,,,,,,,"12,966,922,663",,,,,"511,556,325,116","44,705,951,491",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,732,364,755",,,,,,"38,163,471,853","35,220,393,069",,,,,,,,,,"13,627,200,247",,,,"511,342,699,384","72,403,370,017",,,,,,,,,,"20,411,705,623",,,,,,,,,,,,,,,,,,,"-2,305,251",,,,,,,,,,,,,56,,,"569,229,199,270",,,,,,"4,539,374,000","223,236,658",,,,"28,144,070,378","1,045,011,661",,,"5,311,989,285",,"695,607,132","4,616,382,153","6,357,000,946",,,"597,373,269,648",,,,,
[028150],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,405,542,496",,,,,,"78,110,534","803,742,342",,,,,,,,,,,,,,,,,,,,,,,,,"201,216,932,699",,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,"2,368",,,"33,343,399,557","2,368",,,,,"139,599,739","4,235,012,547",,,,"224,622,475,195","6,789,794,313",,,"14,517,141,209",,"-42,896,520","14,560,037,729","21,306,935,522",,,"257,965,874,752",,,,,
[024120],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,768,267,182",,,,,,"-88,597,134","11,863,148",,,,,,,,,,,,,,,,,,,,,,,,,"2,088,293,458",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,,,"34,340,914,250",,,,,,"2,755,374,272","784,735,219",,,,"5,856,560,640","215,808,890",,,"1,481,358,957",,,"1,481,358,957","1,697,167,847",,,"40,197,474,890",,,,,
[083470],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"859,884,872","90,209,663",,,,,,,,,,,,,,,,,,"192,040,206","81,515,111",,,,,,,,,,,,,,,,,,,"1,531,134,559","1,370,517,212",,,,,,,,,,,,,,,,"-1,747,631,916",,,,,,,"247,937,047",,,,,,,,,,,,,,,,,,,,,,,,,"3,047,411,223",,,,,,,,,,,,,,,,,,,"43,823,971",,,,,,,,,,,,,-158,,,"24,954,474,312",-158,,,,,"3,093,691,977","1,031,609,646",,,,"2,557,986,521","2,358,376",,,"-3,260,797,554",,0,"-3,260,797,554","-3,258,439,178",,,"27,512,460,833",,,,,
[003550],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"320,690,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"103,367,000,000",,,,,,,,,,,,,,,,,,,,,"17,828,000,000",,,,,,,,"183,890,000,000",,,,,,"2,017,093,000,000",,,,,,,,,,,"424,057,000,000","37,992,000,000","107,780,000,000",,"270,242,000,000",,"4,606,000,000","265,636,000,000","307,661,000,000","269,669,000,000","573,000,000","2,441,150,000,000","578,118,000,000","499,803,000,000","1,071,559,000,000",,
[001120],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,624,816,117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"142,647,109,033",,,,,,,,,,,,,,,,,,,"-2,043,604,406",,,,,,,,,,,,,148,,,"2,777,588,271,682",148,,,,,,,,,,"164,271,925,150","2,808,103,764",,,"9,613,988,143",,"3,885,699,502","5,728,288,641","12,422,091,907",,,"2,941,860,196,832",,,,,
[051900],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244,157,523,149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"676,620,361,131",,,,,,,,,,,,,,,,,,,"1,480,500,013",,,,,,,,,,,,,"11,267",,,"642,705,866,494","11,279",,,,,"4,982,634,232","937,531,419",,,,"920,777,884,280","40,390,820,071",,,"192,137,675,933",,"3,318,868,732","188,818,807,201","232,528,496,004",,,"1,563,483,750,774",,,,,
